,time_set,events
2331,2021-08-25 03:00:00,e
2332,2021-08-25 04:00:00,b
2333,2021-08-25 05:00:00,h
2334,2021-08-25 06:00:00,c
2335,2021-08-25 07:00:00,f
2336,2021-08-25 08:00:00,f
2337,2021-08-25 09:00:00,f
2338,2021-08-25 10:00:00,f
2339,2021-08-25 11:00:00,f
2340,2021-08-25 12:00:00,f
2341,2021-08-25 13:00:00,f
2342,2021-08-25 14:00:00,d
2343,2021-08-25 15:00:00,d
2344,2021-08-25 16:00:00,d
2345,2021-08-25 17:00:00,d
2346,2021-08-25 18:00:00,d
2347,2021-08-25 19:00:00,d
2348,2021-08-25 20:00:00,d
2349,2021-08-25 21:00:00,d
2350,2021-08-25 22:00:00,h
2351,2021-08-25 23:00:00,h
2352,2021-08-26 00:00:00,f
2353,2021-08-26 01:00:00,f
2354,2021-08-26 02:00:00,f
2355,2021-08-26 03:00:00,f
2356,2021-08-26 04:00:00,f
2357,2021-08-26 05:00:00,f
2358,2021-08-26 06:00:00,f
2359,2021-08-26 07:00:00,f
2360,2021-08-26 08:00:00,c
2361,2021-08-26 09:00:00,c
2362,2021-08-26 10:00:00,f
2363,2021-08-26 11:00:00,d
2364,2021-08-26 12:00:00,d
2365,2021-08-26 13:00:00,d
2366,2021-08-26 14:00:00,d
2367,2021-08-26 15:00:00,d
2368,2021-08-26 16:00:00,d
2369,2021-08-26 17:00:00,d
2370,2021-08-26 18:00:00,d
2371,2021-08-26 19:00:00,g
2372,2021-08-26 20:00:00,h
2373,2021-08-26 21:00:00,h
2374,2021-08-26 22:00:00,e
2375,2021-08-26 23:00:00,b
2376,2021-08-27 00:00:00,b
2377,2021-08-27 01:00:00,g
2378,2021-08-27 02:00:00,g
2379,2021-08-27 03:00:00,h
2380,2021-08-27 04:00:00,c
2381,2021-08-27 05:00:00,f
2382,2021-08-27 06:00:00,f
2383,2021-08-27 07:00:00,f
2384,2021-08-27 08:00:00,f
2385,2021-08-27 09:00:00,f
2386,2021-08-27 10:00:00,f
2387,2021-08-27 11:00:00,f
2388,2021-08-27 12:00:00,f
2389,2021-08-27 13:00:00,e
2390,2021-08-27 14:00:00,e
2391,2021-08-27 15:00:00,e
2392,2021-08-27 16:00:00,e
2393,2021-08-27 17:00:00,e
2394,2021-08-27 18:00:00,e
2395,2021-08-27 19:00:00,e
2396,2021-08-27 20:00:00,e
2397,2021-08-27 21:00:00,f
2398,2021-08-27 22:00:00,f
2399,2021-08-27 23:00:00,f
2400,2021-08-28 00:00:00,f
2401,2021-08-28 01:00:00,f
2402,2021-08-28 02:00:00,f
2403,2021-08-28 03:00:00,f
2404,2021-08-28 04:00:00,f
2405,2021-08-28 05:00:00,h
2406,2021-08-28 06:00:00,h
2407,2021-08-28 07:00:00,e
2408,2021-08-28 08:00:00,e
2409,2021-08-28 09:00:00,e
2410,2021-08-28 10:00:00,e
2411,2021-08-28 11:00:00,e
2412,2021-08-28 12:00:00,e
2413,2021-08-28 13:00:00,e
2414,2021-08-28 14:00:00,g
2415,2021-08-28 15:00:00,h
2416,2021-08-28 16:00:00,h
2417,2021-08-28 17:00:00,e
2418,2021-08-28 18:00:00,e
2419,2021-08-28 19:00:00,a
2420,2021-08-28 20:00:00,a
2421,2021-08-28 21:00:00,a
2422,2021-08-28 22:00:00,a
2423,2021-08-28 23:00:00,a
2424,2021-08-29 00:00:00,a
2425,2021-08-29 01:00:00,a
2426,2021-08-29 02:00:00,a
2427,2021-08-29 03:00:00,c
2428,2021-08-29 04:00:00,b
2429,2021-08-29 05:00:00,b
2430,2021-08-29 06:00:00,b
2431,2021-08-29 07:00:00,b
2432,2021-08-29 08:00:00,b
2433,2021-08-29 09:00:00,b
2434,2021-08-29 10:00:00,b
2435,2021-08-29 11:00:00,c
2436,2021-08-29 12:00:00,c
2437,2021-08-29 13:00:00,c
2438,2021-08-29 14:00:00,c
2439,2021-08-29 15:00:00,c
2440,2021-08-29 16:00:00,c
2441,2021-08-29 17:00:00,c
2442,2021-08-29 18:00:00,d
2443,2021-08-29 19:00:00,g
2444,2021-08-29 20:00:00,a
2445,2021-08-29 21:00:00,a
2446,2021-08-29 22:00:00,a
2447,2021-08-29 23:00:00,a
2448,2021-08-30 00:00:00,a
2449,2021-08-30 01:00:00,a
2450,2021-08-30 02:00:00,a
2451,2021-08-30 03:00:00,a
2452,2021-08-30 04:00:00,c
2453,2021-08-30 05:00:00,c
2454,2021-08-30 06:00:00,c
2455,2021-08-30 07:00:00,c
2456,2021-08-30 08:00:00,c
2457,2021-08-30 09:00:00,c
2458,2021-08-30 10:00:00,c
2459,2021-08-30 11:00:00,c
2460,2021-08-30 12:00:00,d
2461,2021-08-30 13:00:00,e
2462,2021-08-30 14:00:00,e
2463,2021-08-30 15:00:00,e
2464,2021-08-30 16:00:00,e
2465,2021-08-30 17:00:00,e
2466,2021-08-30 18:00:00,e
2467,2021-08-30 19:00:00,e
2468,2021-08-30 20:00:00,h
2469,2021-08-30 21:00:00,h
2470,2021-08-30 22:00:00,f
2471,2021-08-30 23:00:00,f
2472,2021-08-31 00:00:00,f
2473,2021-08-31 01:00:00,f
2474,2021-08-31 02:00:00,f
2475,2021-08-31 03:00:00,f
2476,2021-08-31 04:00:00,f
2477,2021-08-31 05:00:00,f
2478,2021-08-31 06:00:00,h
2479,2021-08-31 07:00:00,h
2480,2021-08-31 08:00:00,e
2481,2021-08-31 09:00:00,e
2482,2021-08-31 10:00:00,e
2483,2021-08-31 11:00:00,e
2484,2021-08-31 12:00:00,e
2485,2021-08-31 13:00:00,e
2486,2021-08-31 14:00:00,e
2487,2021-08-31 15:00:00,e
2488,2021-08-31 16:00:00,b
2489,2021-08-31 17:00:00,b
2490,2021-08-31 18:00:00,d
2491,2021-08-31 19:00:00,d
2492,2021-08-31 20:00:00,e
2493,2021-08-31 21:00:00,e
2494,2021-08-31 22:00:00,e
2495,2021-08-31 23:00:00,e
2496,2021-09-01 00:00:00,e
2497,2021-09-01 01:00:00,e
2498,2021-09-01 02:00:00,e
2499,2021-09-01 03:00:00,e
2500,2021-09-01 04:00:00,a
2501,2021-09-01 05:00:00,a
2502,2021-09-01 06:00:00,a
2503,2021-09-01 07:00:00,a
2504,2021-09-01 08:00:00,a
2505,2021-09-01 09:00:00,a
2506,2021-09-01 10:00:00,a
2507,2021-09-01 11:00:00,a
2508,2021-09-01 12:00:00,h
2509,2021-09-01 13:00:00,h
2510,2021-09-01 14:00:00,b
2511,2021-09-01 15:00:00,b
2512,2021-09-01 16:00:00,b
2513,2021-09-01 17:00:00,b
2514,2021-09-01 18:00:00,b
2515,2021-09-01 19:00:00,b
2516,2021-09-01 20:00:00,b
2517,2021-09-01 21:00:00,b
2518,2021-09-01 22:00:00,f
2519,2021-09-01 23:00:00,f
2520,2021-09-02 00:00:00,f
2521,2021-09-02 01:00:00,f
2522,2021-09-02 02:00:00,f
2523,2021-09-02 03:00:00,f
2524,2021-09-02 04:00:00,f
2525,2021-09-02 05:00:00,f
2526,2021-09-02 06:00:00,d
2527,2021-09-02 07:00:00,d
2528,2021-09-02 08:00:00,d
2529,2021-09-02 09:00:00,d
2530,2021-09-02 10:00:00,d
2531,2021-09-02 11:00:00,d
2532,2021-09-02 12:00:00,d
2533,2021-09-02 13:00:00,d
2534,2021-09-02 14:00:00,a
2535,2021-09-02 15:00:00,a
2536,2021-09-02 16:00:00,a
2537,2021-09-02 17:00:00,a
2538,2021-09-02 18:00:00,a
2539,2021-09-02 19:00:00,a
2540,2021-09-02 20:00:00,a
2541,2021-09-02 21:00:00,g
2542,2021-09-02 22:00:00,h
2543,2021-09-02 23:00:00,h
2544,2021-09-03 00:00:00,c
2545,2021-09-03 01:00:00,c
2546,2021-09-03 02:00:00,c
2547,2021-09-03 03:00:00,c
2548,2021-09-03 04:00:00,c
2549,2021-09-03 05:00:00,c
2550,2021-09-03 06:00:00,c
2551,2021-09-03 07:00:00,g
2552,2021-09-03 08:00:00,h
2553,2021-09-03 09:00:00,h
2554,2021-09-03 10:00:00,a
2555,2021-09-03 11:00:00,a
2556,2021-09-03 12:00:00,a
2557,2021-09-03 13:00:00,a
2558,2021-09-03 14:00:00,a
2559,2021-09-03 15:00:00,a
2560,2021-09-03 16:00:00,a
2561,2021-09-03 17:00:00,a
2562,2021-09-03 18:00:00,h
2563,2021-09-03 19:00:00,f
2564,2021-09-03 20:00:00,f
2565,2021-09-03 21:00:00,b
2566,2021-09-03 22:00:00,b
2567,2021-09-03 23:00:00,b
2568,2021-09-04 00:00:00,b
2569,2021-09-04 01:00:00,b
2570,2021-09-04 02:00:00,b
2571,2021-09-04 03:00:00,b
2572,2021-09-04 04:00:00,b
2573,2021-09-04 05:00:00,a
2574,2021-09-04 06:00:00,a
2575,2021-09-04 07:00:00,a
2576,2021-09-04 08:00:00,a
2577,2021-09-04 09:00:00,a
2578,2021-09-04 10:00:00,a
2579,2021-09-04 11:00:00,a
2580,2021-09-04 12:00:00,g
2581,2021-09-04 13:00:00,b
2582,2021-09-04 14:00:00,b
2583,2021-09-04 15:00:00,h
2584,2021-09-04 16:00:00,d
2585,2021-09-04 17:00:00,d
2586,2021-09-04 18:00:00,d
2587,2021-09-04 19:00:00,d
2588,2021-09-04 20:00:00,d
2589,2021-09-04 21:00:00,d
2590,2021-09-04 22:00:00,d
2591,2021-09-04 23:00:00,h
2592,2021-09-05 00:00:00,h
2593,2021-09-05 01:00:00,f
2594,2021-09-05 02:00:00,f
2595,2021-09-05 03:00:00,f
2596,2021-09-05 04:00:00,f
2597,2021-09-05 05:00:00,f
2598,2021-09-05 06:00:00,f
2599,2021-09-05 07:00:00,f
2600,2021-09-05 08:00:00,f
2601,2021-09-05 09:00:00,g
2602,2021-09-05 10:00:00,g
2603,2021-09-05 11:00:00,a
2604,2021-09-05 12:00:00,a
2605,2021-09-05 13:00:00,a
2606,2021-09-05 14:00:00,a
2607,2021-09-05 15:00:00,a
2608,2021-09-05 16:00:00,a
2609,2021-09-05 17:00:00,a
2610,2021-09-05 18:00:00,b
2611,2021-09-05 19:00:00,b
2612,2021-09-05 20:00:00,b
2613,2021-09-05 21:00:00,b
2614,2021-09-05 22:00:00,b
2615,2021-09-05 23:00:00,b
2616,2021-09-06 00:00:00,b
2617,2021-09-06 01:00:00,h
2618,2021-09-06 02:00:00,a
2619,2021-09-06 03:00:00,a
2620,2021-09-06 04:00:00,c
2621,2021-09-06 05:00:00,c
2622,2021-09-06 06:00:00,c
2623,2021-09-06 07:00:00,c
2624,2021-09-06 08:00:00,c
2625,2021-09-06 09:00:00,c
2626,2021-09-06 10:00:00,c
2627,2021-09-06 11:00:00,d
2628,2021-09-06 12:00:00,c
2629,2021-09-06 13:00:00,c
2630,2021-09-06 14:00:00,c
2631,2021-09-06 15:00:00,c
2632,2021-09-06 16:00:00,c
2633,2021-09-06 17:00:00,c
2634,2021-09-06 18:00:00,c
2635,2021-09-06 19:00:00,c
2636,2021-09-06 20:00:00,d
2637,2021-09-06 21:00:00,d
2638,2021-09-06 22:00:00,f
2639,2021-09-06 23:00:00,d
2640,2021-09-07 00:00:00,e
2641,2021-09-07 01:00:00,e
2642,2021-09-07 02:00:00,e
2643,2021-09-07 03:00:00,e
2644,2021-09-07 04:00:00,e
2645,2021-09-07 05:00:00,e
2646,2021-09-07 06:00:00,e
2647,2021-09-07 07:00:00,g
2648,2021-09-07 08:00:00,f
2649,2021-09-07 09:00:00,f
2650,2021-09-07 10:00:00,f
2651,2021-09-07 11:00:00,f
2652,2021-09-07 12:00:00,f
2653,2021-09-07 13:00:00,f
2654,2021-09-07 14:00:00,f
2655,2021-09-07 15:00:00,e
2656,2021-09-07 16:00:00,e
2657,2021-09-07 17:00:00,e
2658,2021-09-07 18:00:00,e
2659,2021-09-07 19:00:00,e
2660,2021-09-07 20:00:00,e
2661,2021-09-07 21:00:00,e
2662,2021-09-07 22:00:00,h
2663,2021-09-07 23:00:00,f
2664,2021-09-08 00:00:00,f
2665,2021-09-08 01:00:00,f
2666,2021-09-08 02:00:00,f
2667,2021-09-08 03:00:00,f
2668,2021-09-08 04:00:00,f
2669,2021-09-08 05:00:00,f
2670,2021-09-08 06:00:00,f
2671,2021-09-08 07:00:00,d
2672,2021-09-08 08:00:00,d
2673,2021-09-08 09:00:00,h
2674,2021-09-08 10:00:00,h
2675,2021-09-08 11:00:00,e
2676,2021-09-08 12:00:00,e
2677,2021-09-08 13:00:00,e
2678,2021-09-08 14:00:00,e
2679,2021-09-08 15:00:00,e
2680,2021-09-08 16:00:00,e
2681,2021-09-08 17:00:00,e
2682,2021-09-08 18:00:00,e
2683,2021-09-08 19:00:00,f
2684,2021-09-08 20:00:00,f
2685,2021-09-08 21:00:00,f
2686,2021-09-08 22:00:00,f
2687,2021-09-08 23:00:00,f
2688,2021-09-09 00:00:00,f
2689,2021-09-09 01:00:00,f
2690,2021-09-09 02:00:00,e
2691,2021-09-09 03:00:00,e
2692,2021-09-09 04:00:00,e
2693,2021-09-09 05:00:00,e
2694,2021-09-09 06:00:00,e
2695,2021-09-09 07:00:00,e
2696,2021-09-09 08:00:00,e
2697,2021-09-09 09:00:00,f
2698,2021-09-09 10:00:00,f
2699,2021-09-09 11:00:00,f
2700,2021-09-09 12:00:00,f
2701,2021-09-09 13:00:00,f
2702,2021-09-09 14:00:00,f
2703,2021-09-09 15:00:00,f
2704,2021-09-09 16:00:00,f
2705,2021-09-09 17:00:00,c
2706,2021-09-09 18:00:00,c
2707,2021-09-09 19:00:00,h
2708,2021-09-09 20:00:00,f
2709,2021-09-09 21:00:00,f
2710,2021-09-09 22:00:00,f
2711,2021-09-09 23:00:00,f
2712,2021-09-10 00:00:00,f
2713,2021-09-10 01:00:00,f
2714,2021-09-10 02:00:00,f
2715,2021-09-10 03:00:00,f
2716,2021-09-10 04:00:00,d
2717,2021-09-10 05:00:00,d
2718,2021-09-10 06:00:00,d
2719,2021-09-10 07:00:00,d
2720,2021-09-10 08:00:00,d
2721,2021-09-10 09:00:00,d
2722,2021-09-10 10:00:00,d
2723,2021-09-10 11:00:00,e
2724,2021-09-10 12:00:00,b
2725,2021-09-10 13:00:00,b
2726,2021-09-10 14:00:00,d
2727,2021-09-10 15:00:00,d
2728,2021-09-10 16:00:00,d
2729,2021-09-10 17:00:00,d
2730,2021-09-10 18:00:00,d
2731,2021-09-10 19:00:00,d
2732,2021-09-10 20:00:00,d
2733,2021-09-10 21:00:00,c
2734,2021-09-10 22:00:00,d
2735,2021-09-10 23:00:00,d
2736,2021-09-11 00:00:00,d
2737,2021-09-11 01:00:00,d
2738,2021-09-11 02:00:00,d
2739,2021-09-11 03:00:00,d
2740,2021-09-11 04:00:00,d
2741,2021-09-11 05:00:00,g
2742,2021-09-11 06:00:00,g
2743,2021-09-11 07:00:00,h
2744,2021-09-11 08:00:00,c
2745,2021-09-11 09:00:00,c
2746,2021-09-11 10:00:00,d
2747,2021-09-11 11:00:00,d
2748,2021-09-11 12:00:00,d
2749,2021-09-11 13:00:00,d
2750,2021-09-11 14:00:00,d
2751,2021-09-11 15:00:00,d
2752,2021-09-11 16:00:00,d
2753,2021-09-11 17:00:00,f
2754,2021-09-11 18:00:00,g
2755,2021-09-11 19:00:00,g
2756,2021-09-11 20:00:00,e
2757,2021-09-11 21:00:00,e
2758,2021-09-11 22:00:00,e
2759,2021-09-11 23:00:00,e
2760,2021-09-12 00:00:00,e
2761,2021-09-12 01:00:00,e
2762,2021-09-12 02:00:00,e
2763,2021-09-12 03:00:00,e
2764,2021-09-12 04:00:00,d
2765,2021-09-12 05:00:00,d
2766,2021-09-12 06:00:00,d
2767,2021-09-12 07:00:00,d
2768,2021-09-12 08:00:00,d
2769,2021-09-12 09:00:00,d
2770,2021-09-12 10:00:00,d
2771,2021-09-12 11:00:00,d
2772,2021-09-12 12:00:00,b
2773,2021-09-12 13:00:00,b
2774,2021-09-12 14:00:00,b
2775,2021-09-12 15:00:00,b
2776,2021-09-12 16:00:00,b
2777,2021-09-12 17:00:00,b
2778,2021-09-12 18:00:00,b
2779,2021-09-12 19:00:00,b
2780,2021-09-12 20:00:00,h
2781,2021-09-12 21:00:00,h
2782,2021-09-12 22:00:00,e
2783,2021-09-12 23:00:00,d
2784,2021-09-13 00:00:00,d
2785,2021-09-13 01:00:00,d
2786,2021-09-13 02:00:00,d
2787,2021-09-13 03:00:00,d
2788,2021-09-13 04:00:00,d
2789,2021-09-13 05:00:00,d
2790,2021-09-13 06:00:00,d
2791,2021-09-13 07:00:00,f
2792,2021-09-13 08:00:00,f
2793,2021-09-13 09:00:00,f
2794,2021-09-13 10:00:00,f
2795,2021-09-13 11:00:00,f
2796,2021-09-13 12:00:00,f
2797,2021-09-13 13:00:00,f
2798,2021-09-13 14:00:00,f
2799,2021-09-13 15:00:00,d
2800,2021-09-13 16:00:00,d
2801,2021-09-13 17:00:00,d
2802,2021-09-13 18:00:00,d
2803,2021-09-13 19:00:00,d
2804,2021-09-13 20:00:00,d
2805,2021-09-13 21:00:00,d
2806,2021-09-13 22:00:00,d
2807,2021-09-13 23:00:00,e
2808,2021-09-14 00:00:00,e
2809,2021-09-14 01:00:00,e
2810,2021-09-14 02:00:00,e
2811,2021-09-14 03:00:00,e
2812,2021-09-14 04:00:00,e
2813,2021-09-14 05:00:00,e
2814,2021-09-14 06:00:00,f
2815,2021-09-14 07:00:00,h
2816,2021-09-14 08:00:00,d
2817,2021-09-14 09:00:00,e
2818,2021-09-14 10:00:00,e
2819,2021-09-14 11:00:00,e
2820,2021-09-14 12:00:00,e
2821,2021-09-14 13:00:00,e
2822,2021-09-14 14:00:00,e
2823,2021-09-14 15:00:00,e
2824,2021-09-14 16:00:00,e
2825,2021-09-14 17:00:00,g
2826,2021-09-14 18:00:00,f
2827,2021-09-14 19:00:00,f
2828,2021-09-14 20:00:00,f
2829,2021-09-14 21:00:00,f
2830,2021-09-14 22:00:00,f
2831,2021-09-14 23:00:00,f
2832,2021-09-15 00:00:00,f
2833,2021-09-15 01:00:00,f
2834,2021-09-15 02:00:00,e
2835,2021-09-15 03:00:00,e
2836,2021-09-15 04:00:00,e
2837,2021-09-15 05:00:00,e
2838,2021-09-15 06:00:00,e
2839,2021-09-15 07:00:00,e
2840,2021-09-15 08:00:00,e
2841,2021-09-15 09:00:00,h
2842,2021-09-15 10:00:00,h
2843,2021-09-15 11:00:00,a
2844,2021-09-15 12:00:00,a
2845,2021-09-15 13:00:00,a
2846,2021-09-15 14:00:00,a
2847,2021-09-15 15:00:00,a
2848,2021-09-15 16:00:00,a
2849,2021-09-15 17:00:00,a
2850,2021-09-15 18:00:00,a
2851,2021-09-15 19:00:00,h
2852,2021-09-15 20:00:00,c
2853,2021-09-15 21:00:00,c
2854,2021-09-15 22:00:00,f
2855,2021-09-15 23:00:00,f
2856,2021-09-16 00:00:00,f
2857,2021-09-16 01:00:00,f
2858,2021-09-16 02:00:00,f
2859,2021-09-16 03:00:00,f
2860,2021-09-16 04:00:00,f
2861,2021-09-16 05:00:00,c
2862,2021-09-16 06:00:00,d
2863,2021-09-16 07:00:00,d
2864,2021-09-16 08:00:00,b
2865,2021-09-16 09:00:00,b
2866,2021-09-16 10:00:00,b
2867,2021-09-16 11:00:00,b
2868,2021-09-16 12:00:00,b
2869,2021-09-16 13:00:00,b
2870,2021-09-16 14:00:00,b
2871,2021-09-16 15:00:00,h
2872,2021-09-16 16:00:00,h
2873,2021-09-16 17:00:00,c
2874,2021-09-16 18:00:00,c
2875,2021-09-16 19:00:00,c
2876,2021-09-16 20:00:00,c
2877,2021-09-16 21:00:00,c
2878,2021-09-16 22:00:00,c
2879,2021-09-16 23:00:00,c
2880,2021-09-17 00:00:00,c
2881,2021-09-17 01:00:00,d
2882,2021-09-17 02:00:00,d
2883,2021-09-17 03:00:00,e
2884,2021-09-17 04:00:00,e
2885,2021-09-17 05:00:00,e
2886,2021-09-17 06:00:00,e
2887,2021-09-17 07:00:00,e
2888,2021-09-17 08:00:00,e
2889,2021-09-17 09:00:00,e
2890,2021-09-17 10:00:00,e
2891,2021-09-17 11:00:00,c
2892,2021-09-17 12:00:00,e
2893,2021-09-17 13:00:00,e
2894,2021-09-17 14:00:00,e
2895,2021-09-17 15:00:00,e
2896,2021-09-17 16:00:00,e
2897,2021-09-17 17:00:00,e
2898,2021-09-17 18:00:00,e
2899,2021-09-17 19:00:00,d
2900,2021-09-17 20:00:00,d
2901,2021-09-17 21:00:00,e
2902,2021-09-17 22:00:00,e
2903,2021-09-17 23:00:00,e
2904,2021-09-18 00:00:00,e
2905,2021-09-18 01:00:00,e
2906,2021-09-18 02:00:00,e
2907,2021-09-18 03:00:00,e
2908,2021-09-18 04:00:00,f
2909,2021-09-18 05:00:00,f
2910,2021-09-18 06:00:00,b
2911,2021-09-18 07:00:00,b
2912,2021-09-18 08:00:00,g
2913,2021-09-18 09:00:00,g
2914,2021-09-18 10:00:00,f
2915,2021-09-18 11:00:00,f
2916,2021-09-18 12:00:00,f
2917,2021-09-18 13:00:00,f
2918,2021-09-18 14:00:00,f
2919,2021-09-18 15:00:00,f
2920,2021-09-18 16:00:00,f
2921,2021-09-18 17:00:00,f
2922,2021-09-18 18:00:00,g
2923,2021-09-18 19:00:00,c
2924,2021-09-18 20:00:00,h
2925,2021-09-18 21:00:00,d
2926,2021-09-18 22:00:00,d
2927,2021-09-18 23:00:00,d
2928,2021-09-19 00:00:00,d
2929,2021-09-19 01:00:00,d
2930,2021-09-19 02:00:00,d
2931,2021-09-19 03:00:00,d
2932,2021-09-19 04:00:00,d
2933,2021-09-19 05:00:00,h
2934,2021-09-19 06:00:00,g
2935,2021-09-19 07:00:00,f
2936,2021-09-19 08:00:00,a
2937,2021-09-19 09:00:00,g
2938,2021-09-19 10:00:00,h
2939,2021-09-19 11:00:00,b
2940,2021-09-19 12:00:00,b
2941,2021-09-19 13:00:00,c
2942,2021-09-19 14:00:00,c
2943,2021-09-19 15:00:00,h
2944,2021-09-19 16:00:00,h
2945,2021-09-19 17:00:00,f
2946,2021-09-19 18:00:00,f
2947,2021-09-19 19:00:00,a
2948,2021-09-19 20:00:00,d
2949,2021-09-19 21:00:00,d
2950,2021-09-19 22:00:00,d
2951,2021-09-19 23:00:00,d
2952,2021-09-20 00:00:00,d
2953,2021-09-20 01:00:00,d
2954,2021-09-20 02:00:00,d
2955,2021-09-20 03:00:00,g
2956,2021-09-20 04:00:00,d
2957,2021-09-20 05:00:00,d
2958,2021-09-20 06:00:00,d
2959,2021-09-20 07:00:00,d
2960,2021-09-20 08:00:00,d
2961,2021-09-20 09:00:00,d
2962,2021-09-20 10:00:00,d
2963,2021-09-20 11:00:00,g
2964,2021-09-20 12:00:00,g
2965,2021-09-20 13:00:00,b
2966,2021-09-20 14:00:00,c
2967,2021-09-20 15:00:00,h
2968,2021-09-20 16:00:00,h
2969,2021-09-20 17:00:00,e
2970,2021-09-20 18:00:00,d
2971,2021-09-20 19:00:00,d
2972,2021-09-20 20:00:00,d
2973,2021-09-20 21:00:00,d
2974,2021-09-20 22:00:00,d
2975,2021-09-20 23:00:00,d
2976,2021-09-21 00:00:00,d
2977,2021-09-21 01:00:00,d
2978,2021-09-21 02:00:00,e
2979,2021-09-21 03:00:00,e
2980,2021-09-21 04:00:00,e
2981,2021-09-21 05:00:00,e
2982,2021-09-21 06:00:00,e
2983,2021-09-21 07:00:00,e
2984,2021-09-21 08:00:00,e
2985,2021-09-21 09:00:00,g
2986,2021-09-21 10:00:00,c
2987,2021-09-21 11:00:00,c
2988,2021-09-21 12:00:00,c
2989,2021-09-21 13:00:00,c
2990,2021-09-21 14:00:00,c
2991,2021-09-21 15:00:00,c
2992,2021-09-21 16:00:00,c
2993,2021-09-21 17:00:00,d
2994,2021-09-21 18:00:00,d
2995,2021-09-21 19:00:00,d
2996,2021-09-21 20:00:00,d
2997,2021-09-21 21:00:00,d
2998,2021-09-21 22:00:00,d
2999,2021-09-21 23:00:00,d
3000,2021-09-22 00:00:00,d
3001,2021-09-22 01:00:00,b
3002,2021-09-22 02:00:00,h
3003,2021-09-22 03:00:00,h
3004,2021-09-22 04:00:00,g
3005,2021-09-22 05:00:00,c
3006,2021-09-22 06:00:00,c
3007,2021-09-22 07:00:00,d
3008,2021-09-22 08:00:00,d
3009,2021-09-22 09:00:00,d
3010,2021-09-22 10:00:00,d
3011,2021-09-22 11:00:00,d
3012,2021-09-22 12:00:00,d
3013,2021-09-22 13:00:00,d
3014,2021-09-22 14:00:00,d
3015,2021-09-22 15:00:00,g
3016,2021-09-22 16:00:00,g
3017,2021-09-22 17:00:00,c
3018,2021-09-22 18:00:00,c
3019,2021-09-22 19:00:00,h
3020,2021-09-22 20:00:00,a
3021,2021-09-22 21:00:00,a
3022,2021-09-22 22:00:00,a
3023,2021-09-22 23:00:00,a
3024,2021-09-23 00:00:00,a
3025,2021-09-23 01:00:00,a
3026,2021-09-23 02:00:00,a
3027,2021-09-23 03:00:00,a
3028,2021-09-23 04:00:00,e
3029,2021-09-23 05:00:00,d
3030,2021-09-23 06:00:00,d
3031,2021-09-23 07:00:00,d
3032,2021-09-23 08:00:00,d
3033,2021-09-23 09:00:00,d
3034,2021-09-23 10:00:00,d
3035,2021-09-23 11:00:00,d
3036,2021-09-23 12:00:00,e
3037,2021-09-23 13:00:00,g
3038,2021-09-23 14:00:00,g
3039,2021-09-23 15:00:00,f
3040,2021-09-23 16:00:00,f
3041,2021-09-23 17:00:00,g
3042,2021-09-23 18:00:00,g
3043,2021-09-23 19:00:00,h
3044,2021-09-23 20:00:00,d
3045,2021-09-23 21:00:00,d
3046,2021-09-23 22:00:00,d
3047,2021-09-23 23:00:00,d
3048,2021-09-24 00:00:00,d
3049,2021-09-24 01:00:00,d
3050,2021-09-24 02:00:00,d
3051,2021-09-24 03:00:00,a
3052,2021-09-24 04:00:00,a
3053,2021-09-24 05:00:00,a
3054,2021-09-24 06:00:00,a
3055,2021-09-24 07:00:00,a
3056,2021-09-24 08:00:00,a
3057,2021-09-24 09:00:00,a
3058,2021-09-24 10:00:00,g
3059,2021-09-24 11:00:00,h
3060,2021-09-24 12:00:00,h
3061,2021-09-24 13:00:00,b
3062,2021-09-24 14:00:00,e
3063,2021-09-24 15:00:00,e
3064,2021-09-24 16:00:00,c
3065,2021-09-24 17:00:00,c
3066,2021-09-24 18:00:00,d
3067,2021-09-24 19:00:00,d
3068,2021-09-24 20:00:00,d
3069,2021-09-24 21:00:00,d
3070,2021-09-24 22:00:00,d
3071,2021-09-24 23:00:00,d
3072,2021-09-25 00:00:00,d
3073,2021-09-25 01:00:00,c
3074,2021-09-25 02:00:00,c
3075,2021-09-25 03:00:00,d
3076,2021-09-25 04:00:00,d
3077,2021-09-25 05:00:00,d
3078,2021-09-25 06:00:00,d
3079,2021-09-25 07:00:00,d
3080,2021-09-25 08:00:00,d
3081,2021-09-25 09:00:00,d
3082,2021-09-25 10:00:00,g
3083,2021-09-25 11:00:00,g
3084,2021-09-25 12:00:00,h
3085,2021-09-25 13:00:00,a
3086,2021-09-25 14:00:00,a
3087,2021-09-25 15:00:00,a
3088,2021-09-25 16:00:00,a
3089,2021-09-25 17:00:00,a
3090,2021-09-25 18:00:00,a
3091,2021-09-25 19:00:00,a
3092,2021-09-25 20:00:00,a
3093,2021-09-25 21:00:00,f
3094,2021-09-25 22:00:00,f
3095,2021-09-25 23:00:00,b
3096,2021-09-26 00:00:00,b
3097,2021-09-26 01:00:00,b
3098,2021-09-26 02:00:00,b
3099,2021-09-26 03:00:00,b
3100,2021-09-26 04:00:00,b
3101,2021-09-26 05:00:00,b
3102,2021-09-26 06:00:00,e
3103,2021-09-26 07:00:00,e
3104,2021-09-26 08:00:00,e
3105,2021-09-26 09:00:00,e
3106,2021-09-26 10:00:00,e
3107,2021-09-26 11:00:00,e
