,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
SSW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,4.05,,4.02,,3.56,,3.51,,3.51,,4.38,,3.76,3.16
SE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,4.63,,4.46,,3.96,,3.89,,3.89,,4.38,,4.03,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,4.12,,4.09,,3.89,,3.84,,3.84,,4.46,,4.46,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,4.11,,4.16,,,2.98,,3.27,3.95,,4.54,,3.93,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,4.28,,4.25,,,,,3.63,,3.63,4.63,,4.41,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,4.33,,4.3,,,,,,,,4.69,,4.31,3.26
SSW_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,4.8,,4.13,,3.8,,3.76,,3.75,,4.69,,3.67,3.28
SSE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,4.38,,3.91,,,,3.8,,,4.05,4.74,,3.66,3.71
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,4.38,,4.35,,4.13,,4.08,,4.07,,4.74,,4.36,
SSE_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,4.43,,4.4,,4.26,,3.85,,,,4.8,,4.19,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,2.76,,2.86,,3.71,,3.76,,3.76,4.8,,4.42,
WNW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,4.11,,,,,3.76,,3.81,,3.81,4.86,,,2.85
N_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,4.13,,4.08,,4.08,,5.09,,4.68,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,4.75,,4.21,,4.15,,,4.06,5.18,,,3.12
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.59,0.58,0.58,0.55,0.53,0.52,0.53,0.52,0.52,0.51,0.51,0.49,0.5,0.5,0.49,0.47,0.47,0.5,0.5,0.47,0.48,0.48,0.45,0.46,0.46,0.42,0.46,0.44,0.47,0.44,0.44,0.45,0.47,0.45,0.41,0.44,0.44,0.41,0.43,0.41,0.4,0.42,0.45,0.45,0.42,0.41,0.42,0.46,0.39,0.42,0.46,0.39,0.35,0.39,0.45,0.4,0.39,0.39,0.39,0.39,0.35,0.4,0.41,0.35,0.38,0.39,0.41,0.36,0.36,0.37,0.34,0.35,0.36,0.32,0.34,0.36,0.36,0.33,0.34,0.35,0.32,0.31,,0.39,,0.31,0.29,0.97,0.95,0.97,0.87,0.94,0.94,0.95,0.95,0.95,0.95,1.05,0.36,0.98,0.75
PM2.5_1,0.75,0.75,0.71,0.72,0.75,0.71,0.65,0.75,0.65,0.71,0.63,0.64,0.68,0.76,0.62,0.73,0.59,0.61,,0.64,0.63,,0.8,0.82,0.51,0.9,0.56,0.58,,,0.53,0.47,0.53,,,0.56,0.53,,,0.55,0.63,0.61,,0.46,0.57,0.71,0.52,0.48,,,0.55,,0.47,0.55,,0.68,,,0.44,0.57,,0.42,0.45,,0.46,,,,,,,,,,,,,,,,,,0.31,,,,,1.61,0.82,1.48,0.87,1.34,1.19,1.29,1.22,1.29,1.23,1.4,,1.3,0.95
PM10_0,0.59,0.58,0.58,0.56,0.53,0.52,0.53,0.52,0.53,0.5,0.51,0.5,0.5,0.5,0.5,0.47,0.47,0.51,0.51,0.48,0.47,0.48,0.43,0.46,0.46,0.43,0.48,0.43,0.49,0.44,0.43,0.44,0.48,0.45,0.41,0.45,0.45,0.43,0.43,0.41,0.4,0.41,0.46,0.45,0.42,0.4,0.41,0.46,0.39,0.43,0.46,0.39,0.35,0.4,0.45,0.38,0.4,0.39,0.39,0.39,0.36,0.39,0.45,0.36,0.36,0.4,0.4,0.36,0.36,0.35,0.35,0.35,0.35,0.3,0.34,0.35,0.36,0.33,0.36,0.4,0.32,0.31,,0.41,0.3,0.31,0.29,0.98,0.97,0.97,0.92,0.95,0.95,0.95,0.95,0.95,0.95,1.05,0.35,0.99,0.76
PM10_1,0.73,0.73,0.7,0.7,0.75,0.69,0.64,0.75,0.64,0.71,0.62,0.61,0.67,0.75,0.61,0.7,0.61,0.57,0.49,0.62,0.67,0.52,0.91,0.72,0.51,0.77,0.52,0.72,0.46,0.38,0.61,0.48,0.49,0.75,0.87,0.54,0.52,,0.39,0.58,0.63,0.62,0.52,0.44,0.57,0.68,0.54,0.49,0.63,,0.53,0.91,0.42,0.54,,,,0.68,0.49,0.47,,0.49,0.42,,0.48,,,,,,,,,,,,,,,,,,0.31,,,,,1.51,0.81,1.51,0.83,1.31,1.16,1.26,1.19,1.27,1.2,1.37,,1.28,0.96
TEMP_1,0.65,0.63,0.64,0.59,0.55,0.56,0.59,0.53,0.59,0.52,0.58,0.56,0.52,0.53,0.55,0.51,0.51,0.56,0.63,0.55,0.52,0.58,0.47,0.48,0.5,0.45,0.44,0.43,0.64,0.51,0.44,0.49,0.51,0.47,0.42,0.45,0.56,0.47,0.47,0.42,0.4,0.42,0.53,0.44,0.52,0.38,0.45,0.58,0.45,0.5,0.5,0.41,0.4,0.44,,0.39,0.44,0.44,0.42,0.38,0.37,0.4,0.58,0.41,0.36,0.37,0.36,0.44,,0.36,0.37,0.41,0.35,0.33,0.37,,,0.38,0.32,0.26,0.34,0.32,,,0.31,0.31,,1.07,0.9,1.06,0.88,0.92,1.43,0.93,1.26,0.93,1.27,1.13,0.32,1.06,0.81
TEMP_0,0.63,0.63,0.61,0.62,0.63,0.6,0.56,0.64,0.56,0.62,0.54,0.52,0.61,0.58,0.54,0.54,0.51,0.52,0.51,0.51,0.54,0.49,0.57,0.64,0.49,0.55,0.61,0.64,0.47,0.46,0.54,0.46,0.47,0.59,0.63,0.51,0.43,0.47,0.45,0.53,0.58,0.55,0.49,0.47,0.43,0.56,0.47,0.44,0.43,0.46,0.47,0.55,0.36,0.45,0.41,0.5,0.43,0.44,0.42,,0.43,0.45,0.38,0.43,0.49,0.48,0.46,0.37,0.35,0.42,0.44,0.39,,0.5,0.43,0.45,0.44,0.38,,,,,0.32,0.32,,,0.29,1.13,0.84,1.12,0.86,1.52,0.91,1.34,0.94,1.38,0.94,1.17,,1.1,0.85
PRES_0,0.63,0.62,0.62,0.59,0.58,0.56,0.57,0.56,0.58,0.54,0.57,0.54,0.53,0.55,0.53,0.51,0.5,0.55,0.61,0.56,0.52,0.55,0.51,0.51,0.48,0.5,0.47,0.45,0.51,0.47,0.45,0.5,0.49,0.51,0.46,0.47,0.5,0.52,0.46,0.45,0.43,0.43,0.5,0.44,0.53,0.48,0.47,0.58,0.44,0.5,,0.44,0.38,0.41,,0.39,0.46,0.44,0.35,0.39,0.46,0.42,,0.41,0.4,0.4,0.41,,,,0.39,0.35,0.35,0.37,0.37,,,0.38,0.32,0.32,0.34,0.31,,,0.31,0.35,,1.08,0.88,1.08,0.86,0.95,1.25,0.92,1.55,0.94,1.24,1.14,0.32,1.07,0.82
PRES_1,0.65,0.64,0.62,0.62,0.59,0.59,0.58,0.59,0.57,0.58,0.55,0.54,0.58,0.55,0.55,0.53,0.53,0.52,0.52,0.5,0.53,0.51,0.5,0.55,0.52,0.48,0.52,0.55,0.5,0.47,0.52,0.46,0.49,0.49,0.5,0.49,0.46,0.45,0.45,0.46,0.47,0.51,0.51,0.48,0.43,0.45,0.45,0.44,0.44,0.46,0.43,0.48,0.38,0.5,0.41,0.5,0.42,0.44,0.48,0.54,0.38,0.42,0.38,0.42,0.42,0.45,0.41,0.36,0.35,0.33,0.41,0.44,,0.4,0.43,0.38,0.34,0.38,,,,,0.32,0.32,,,0.29,1.11,0.86,1.1,0.87,1.27,0.93,1.57,0.91,1.28,0.94,1.16,0.56,1.09,0.83
DEWP_1,0.63,0.62,0.62,0.58,0.58,0.56,0.57,0.56,0.59,0.54,0.57,0.53,0.53,0.56,0.56,0.53,0.49,0.54,0.67,0.55,0.5,0.56,0.5,0.54,0.46,0.53,0.46,0.47,,0.47,0.45,0.48,0.49,0.56,0.48,0.45,0.5,0.56,0.45,0.42,0.42,0.46,0.58,0.42,0.48,0.49,0.45,0.55,0.5,0.53,0.46,0.51,0.4,0.42,,0.39,0.49,0.45,0.45,0.38,0.46,0.39,0.43,0.45,0.41,0.35,0.39,0.45,,,0.39,,0.35,0.37,0.37,0.36,,0.38,0.33,,0.34,0.35,,,0.31,,,1.09,0.86,1.08,0.87,0.94,1.3,0.95,1.23,0.92,1.61,1.14,0.32,1.06,0.84
DEWP_0,0.65,0.65,0.63,0.63,0.59,0.59,0.58,0.59,0.56,0.59,0.55,0.55,0.58,0.55,0.53,0.52,0.54,0.53,0.5,0.51,0.57,0.5,0.51,0.51,0.55,0.46,0.54,0.5,0.48,0.46,0.51,0.47,0.49,0.46,0.46,0.53,0.46,0.43,0.44,0.52,0.51,0.44,0.47,0.53,0.46,0.44,0.47,0.44,0.41,0.44,0.5,0.4,0.37,0.47,0.41,0.53,0.4,0.43,0.4,0.58,0.38,0.48,0.41,0.39,0.41,0.54,0.43,0.37,0.35,0.36,0.4,0.38,,0.4,0.43,0.42,0.36,0.38,,0.35,,0.35,0.32,0.32,,0.31,0.29,1.11,0.87,1.1,0.86,1.29,0.92,1.25,0.94,1.65,0.91,1.16,,1.1,0.81
RAIN_0,0.55,0.55,0.54,0.52,0.51,0.5,0.5,0.5,0.5,0.49,0.48,0.47,0.48,0.48,0.47,0.46,0.45,0.47,0.48,0.46,0.46,0.46,0.44,0.46,0.43,0.43,0.42,0.42,0.45,0.42,0.41,0.41,0.43,0.44,0.41,0.41,0.41,0.41,0.4,0.39,0.39,0.4,0.44,0.4,0.41,0.4,0.4,0.42,0.38,0.42,0.42,0.4,0.33,0.39,0.41,0.37,0.38,0.38,0.37,0.37,0.35,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.35,0.34,0.35,0.35,0.35,0.33,0.34,0.33,0.34,0.33,0.32,0.32,0.32,0.31,0.32,0.32,0.31,0.31,0.29,0.95,0.75,0.95,0.75,0.91,0.89,0.9,0.9,0.91,0.9,1.0,0.32,0.94,0.72
RAIN_1,2.17,2.02,1.75,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,3.46,,3.13,,3.09,,3.05,,3.85,0.52,3.56,3.51
WSPM_0,0.56,0.55,0.55,0.53,0.53,0.51,0.52,0.52,0.54,0.5,0.53,0.48,0.49,0.51,0.5,0.48,0.46,0.48,0.67,0.47,0.46,0.53,0.49,0.54,0.44,0.48,0.45,0.47,0.52,0.47,0.44,0.45,0.42,0.57,0.49,0.42,0.42,0.53,0.45,0.43,0.42,0.48,0.53,0.44,0.44,0.53,0.43,0.44,0.62,0.53,0.45,0.64,0.34,0.38,0.42,0.39,0.36,0.4,0.41,0.44,0.42,0.41,0.39,0.4,0.37,0.48,0.38,0.42,,0.54,0.4,0.43,0.45,0.36,0.33,0.38,0.38,0.42,,,0.37,0.35,0.31,,0.31,,,1.01,0.74,1.0,0.76,0.95,0.94,0.95,0.95,0.93,0.96,1.05,0.35,0.97,0.81
WSPM_1,0.95,0.97,0.94,0.87,0.68,0.77,0.68,0.71,0.61,0.71,0.6,0.72,0.74,0.66,0.61,0.6,0.63,0.7,0.5,0.66,0.81,0.52,0.53,0.51,0.67,0.47,0.57,0.5,0.5,0.48,0.51,0.51,0.89,0.46,0.4,0.64,0.68,0.44,0.47,0.46,0.46,0.39,0.48,0.47,0.5,0.34,0.5,0.58,0.37,0.44,0.54,0.32,0.53,0.78,0.6,0.51,0.44,0.53,0.43,0.39,0.33,0.44,0.55,0.4,0.48,0.35,,0.38,0.37,0.34,0.38,0.38,,,,,,,,,,,,0.34,,0.32,,1.25,1.61,1.25,1.28,1.25,1.19,1.26,1.2,1.36,1.15,1.36,0.35,1.34,0.85
