,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
WNW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.02,,,,,4.82,,4.86,,4.86,5.73,,,3.94
N_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.23,,5.19,,5.19,,6.02,,5.69,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,,5.79,,5.34,,5.29,,,5.22,6.14,,,4.37
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.6,0.6,0.59,0.56,0.53,0.52,0.53,0.52,0.52,0.5,0.51,0.5,0.49,0.49,0.48,0.45,0.4,0.4,0.39,0.37,0.38,0.38,0.36,0.36,0.34,0.33,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.3,0.3,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.29,0.27,0.27,0.28,0.26,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.26,0.25,0.26,0.23,0.24,0.23,0.23,0.24,0.22,0.22,0.22,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.19,0.2,0.2,0.19,0.19,,0.2,,0.17,,1.0,0.72,1.0,0.71,0.92,0.89,0.91,0.89,0.91,0.9,1.05,0.26,0.99,0.76
PM2.5_1,0.84,0.85,0.81,0.81,0.72,0.74,0.7,0.72,0.61,0.71,0.62,0.68,0.72,0.67,0.59,0.69,0.51,0.54,,0.55,0.52,,0.47,0.46,0.41,0.57,0.46,0.38,,,0.41,0.41,0.43,,,0.44,0.4,,,0.38,0.47,0.39,,0.38,0.38,0.41,0.39,0.35,,,0.36,,0.36,0.36,,,,,0.33,,,,0.36,,0.35,,,,,,,,,,,,,,,,,,0.26,,,,,1.38,1.0,1.27,1.04,1.26,1.22,1.25,1.23,1.25,1.23,1.45,,1.39,0.89
PM10_0,0.61,0.6,0.59,0.57,0.53,0.53,0.53,0.53,0.52,0.5,0.51,0.5,0.5,0.49,0.49,0.46,0.4,0.4,0.39,0.38,0.37,0.38,0.36,0.35,0.35,0.34,0.34,0.33,0.34,0.33,0.32,0.33,0.33,0.32,0.31,0.31,0.32,0.32,0.32,0.3,0.29,0.29,0.3,0.29,0.28,0.28,0.27,0.29,0.27,0.27,0.28,0.27,0.28,0.27,0.27,0.25,0.26,0.26,0.25,0.26,0.25,0.25,0.24,0.24,0.21,0.23,0.24,0.22,0.22,0.22,0.22,0.22,0.21,0.19,0.2,0.19,0.2,0.19,0.21,,0.19,0.19,,,,0.17,,1.0,0.79,1.0,0.75,0.92,0.89,0.91,0.9,0.91,0.9,1.06,0.25,1.0,0.76
PM10_1,0.83,0.82,0.79,0.77,0.73,0.71,0.68,0.69,0.64,0.7,0.59,0.67,0.69,0.69,0.57,0.62,0.54,0.51,0.43,0.53,0.54,0.44,0.51,0.55,0.4,0.48,0.45,0.48,0.39,,0.46,0.4,0.41,0.46,,0.41,0.38,,,0.4,0.44,0.39,0.37,0.36,0.38,0.4,0.41,0.33,,,0.35,0.4,0.33,0.35,,,,0.34,0.35,,,,0.34,,0.35,,,,,,,,,,,,,,,,,,0.25,,,,,1.41,0.96,1.34,1.0,1.23,1.19,1.22,1.2,1.22,1.2,1.42,,1.35,0.96
TEMP_1,0.67,0.66,0.65,0.62,0.57,0.58,0.58,0.56,0.56,0.55,0.55,0.56,0.54,0.54,0.52,0.5,0.44,0.43,0.44,0.42,0.41,0.42,0.38,0.39,0.38,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.35,0.34,0.33,0.33,0.34,0.33,0.33,0.32,0.32,0.32,0.31,0.32,0.31,0.28,0.3,0.3,0.28,0.3,0.3,0.29,0.26,0.29,,0.28,0.27,0.28,0.26,0.27,0.26,0.27,,0.26,0.25,0.24,0.23,,,0.23,0.25,0.23,0.23,0.21,0.22,,,,0.21,,0.21,0.2,,,0.19,0.19,,1.09,0.8,1.08,0.81,1.0,0.97,0.99,0.98,0.99,0.98,1.15,0.26,1.09,0.82
TEMP_0,0.68,0.68,0.66,0.64,0.61,0.59,0.58,0.6,0.58,0.58,0.56,0.55,0.57,0.56,0.54,0.52,0.44,0.44,0.42,0.43,0.43,0.42,0.42,0.42,0.37,0.4,0.4,0.39,0.37,0.37,0.37,0.37,0.36,0.38,0.36,0.35,0.35,0.35,0.35,0.34,0.36,0.33,0.33,0.32,0.32,0.35,0.32,0.32,0.31,0.31,0.3,0.31,0.3,0.29,0.3,0.29,0.3,0.29,0.29,,0.3,0.27,0.27,0.29,0.28,0.27,0.27,0.25,0.24,0.25,,0.24,,,,,,,,,,,0.21,0.21,,,,1.13,0.82,1.12,0.84,1.03,1.0,1.03,1.01,1.02,1.01,1.19,,1.12,0.85
PRES_0,0.67,0.66,0.64,0.63,0.59,0.58,0.57,0.58,0.56,0.56,0.55,0.55,0.55,0.55,0.52,0.5,0.43,0.43,0.41,0.41,0.41,0.41,0.39,0.4,0.38,0.38,0.37,0.37,0.33,0.34,0.35,0.36,0.34,0.35,0.34,0.34,0.34,0.35,0.33,0.33,0.33,0.32,0.31,0.32,0.31,0.31,0.31,0.31,0.29,0.3,,0.3,0.26,0.29,,0.28,0.27,0.28,0.26,0.28,0.28,0.29,,0.27,0.26,0.25,0.25,,,,0.24,0.23,0.23,0.23,0.22,,,,0.21,0.21,0.21,0.21,,,0.19,0.19,,1.1,0.8,1.09,0.82,1.01,0.97,1.0,0.98,1.0,0.99,1.16,0.27,1.1,0.83
PRES_1,0.68,0.67,0.67,0.63,0.58,0.58,0.59,0.57,0.57,0.56,0.56,0.55,0.55,0.54,0.54,0.52,0.44,0.44,0.43,0.43,0.43,0.42,0.4,0.4,0.38,0.37,0.38,0.38,0.38,0.37,0.36,0.36,0.37,0.35,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.32,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.28,0.3,,0.28,0.24,0.27,0.27,0.27,0.25,0.25,0.25,0.24,0.24,0.24,0.25,,,,0.23,0.22,,,,,,0.21,0.21,,,,1.12,0.81,1.11,0.83,1.02,0.99,1.02,1.0,1.02,1.0,1.18,,1.11,0.84
DEWP_1,0.67,0.67,0.65,0.63,0.59,0.58,0.57,0.57,0.55,0.56,0.54,0.54,0.55,0.54,0.52,0.51,0.43,0.44,0.42,0.42,0.42,0.4,0.39,0.41,0.37,0.38,0.37,0.37,,0.31,0.35,0.34,0.36,0.36,0.34,0.34,0.34,0.34,0.31,0.32,0.33,0.33,0.33,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.28,0.3,0.29,0.3,,0.28,0.28,0.29,0.28,0.28,0.28,0.27,0.24,0.27,0.27,0.23,0.24,,,,0.23,,0.23,0.23,0.22,0.22,,,0.21,,0.21,,,,0.19,,,1.1,0.8,1.1,0.82,1.01,0.98,1.0,0.98,1.0,0.99,1.16,0.27,1.1,0.82
DEWP_0,0.68,0.67,0.66,0.63,0.58,0.58,0.59,0.58,0.58,0.56,0.56,0.56,0.55,0.55,0.54,0.51,0.45,0.44,0.43,0.43,0.42,0.42,0.4,0.39,0.39,0.37,0.38,0.37,0.37,0.38,0.36,0.37,0.36,0.35,0.33,0.34,0.35,0.34,0.35,0.35,0.34,0.31,0.33,0.33,0.32,0.31,0.32,0.31,0.3,0.3,0.31,0.29,0.29,0.28,0.29,0.29,0.29,0.27,0.28,,0.28,0.28,0.28,0.27,0.25,0.29,0.27,0.25,0.24,0.24,,0.24,,,,,0.22,,,0.21,,,0.21,0.21,,0.19,,1.12,0.81,1.11,0.83,1.03,0.99,1.01,1.0,1.01,1.0,1.18,,1.11,0.84
RAIN_0,0.58,0.57,0.56,0.54,0.5,0.5,0.5,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.45,0.44,0.38,0.37,0.36,0.36,0.36,0.35,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,,0.95,0.69,0.94,0.71,0.87,0.84,0.86,0.85,0.86,0.85,1.0,0.23,0.95,0.71
RAIN_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,3.94,,3.8,,3.77,,3.76,,4.37,1.0,3.42,4.4
WSPM_0,0.61,0.6,0.59,0.57,0.54,0.52,0.52,0.52,0.51,0.49,0.5,0.5,0.5,0.49,0.47,0.46,0.4,0.4,0.42,0.38,0.38,0.37,0.36,0.39,0.34,0.35,0.34,0.34,0.31,0.32,0.33,0.33,0.32,0.35,0.32,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.27,0.29,0.29,0.32,0.28,0.28,0.34,0.28,0.27,0.33,0.26,0.26,0.26,0.26,,0.25,0.24,0.26,0.27,0.26,0.24,0.25,0.24,0.25,0.23,0.24,,,0.23,,0.22,0.21,0.2,0.21,0.2,,,,0.2,0.2,0.19,,0.18,,,1.01,0.72,1.0,0.74,0.92,0.89,0.91,0.9,0.91,0.9,1.06,0.29,1.0,0.75
WSPM_1,0.85,0.84,0.81,0.79,0.68,0.74,0.7,0.7,0.69,0.78,0.66,0.67,0.64,0.66,0.66,0.59,0.5,0.51,0.5,0.51,0.48,0.5,0.48,0.45,0.45,0.41,0.46,0.45,0.44,0.44,0.38,0.42,0.49,0.41,0.37,,,0.4,0.4,0.37,0.32,0.33,0.4,0.37,0.34,0.31,0.38,0.37,0.34,0.35,0.35,0.31,,,0.37,,0.36,,0.34,0.33,0.27,0.28,0.35,,,0.28,,0.27,0.29,0.29,0.27,0.3,,,,,,,,,,,,0.25,,0.23,,1.32,1.12,1.31,1.05,1.22,1.18,1.21,1.19,1.22,1.19,1.4,0.23,1.33,1.0
