,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
W_2,,,1.93,1.72,2.07,,2.33,2.77,,,,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.09,2.86,4.07,,3.48,3.43,3.72,3.66,3.65,3.57,4.31,,4.08,3.71
SE_2,,2.08,,2.01,,1.74,,2.7,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.3,2.78,4.21,2.65,4.13,3.71,3.35,3.92,3.6,3.74,4.41,,4.26,3.33
ESE_5,,2.23,,1.77,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.4,,4.33,,4.22,3.26,4.01,3.26,5.03,4.11,4.64,,4.22,3.45
SE_4,,2.12,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.43,3.33,4.41,2.74,5.38,3.43,4.03,4.46,3.68,3.81,4.67,,4.42,
N_3,2.73,,,,,,2.29,,2.3,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,4.49,,4.47,,3.52,3.78,,4.02,,4.02,4.73,,4.07,3.44
NNW_4,,,,,,,2.19,,2.43,,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.61,,4.59,,,4.09,,4.13,,4.13,4.86,,4.32,3.41
WNW_3,,,,,,,,,2.89,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.49,,4.62,,4.26,3.39,,4.16,,4.09,4.9,,3.91,3.43
ESE_4,,2.17,,2.35,,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,4.64,,4.62,,4.26,3.57,4.22,3.6,4.13,3.64,4.9,,4.63,3.76
WNW_4,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,4.64,,4.62,,4.26,4.12,4.63,3.6,,4.16,4.9,,4.54,3.31
SSW_6,,,,,2.49,,,2.08,,,,,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.84,,4.82,,4.44,,4.4,,4.4,,5.1,,4.83,3.89
SE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.41,,5.25,,4.68,,4.4,4.68,4.4,,5.1,,4.83,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,4.93,,4.91,,4.52,,4.49,,4.48,,5.2,,5.03,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,5.03,,5.01,,,4.02,,4.05,4.58,,5.31,,5.02,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,5.15,,5.12,,,3.92,,4.61,,4.61,5.43,,5.13,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,5.21,,5.19,,,,,,,,5.49,,5.2,3.45
SSW_4,,,,,,,,,,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,5.91,,5.19,,4.78,,4.74,,4.74,,5.49,,5.2,4.44
SSE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,5.28,,4.59,,,,4.8,,,4.73,5.57,,5.26,4.93
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.28,,5.25,,4.84,,4.8,,4.8,,5.57,,5.26,
SSE_2,,,,,,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,5.35,,5.32,,5.67,,4.87,,,,5.64,,5.34,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.89,,3.98,,4.75,,4.79,,4.79,5.64,,5.34,
WNW_5,,,,,,,2.52,,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.43,,5.03,,,4.82,,4.86,,4.86,5.73,,5.23,3.94
N_4,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,,5.23,,5.19,,5.19,,6.02,,5.69,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.82,,5.79,,5.34,,5.29,,,5.22,6.14,,,4.37
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.6,0.59,0.59,0.56,0.52,0.51,0.54,0.51,0.53,0.49,0.52,0.5,0.49,0.49,0.49,0.46,0.4,0.39,0.4,0.38,0.37,0.4,0.35,0.34,0.36,0.32,0.34,0.34,0.35,0.35,0.32,0.34,0.33,0.32,0.3,0.3,0.31,0.31,0.33,0.29,0.28,0.29,0.31,0.29,0.28,0.27,0.25,0.28,0.28,0.27,0.27,0.26,0.27,0.25,0.29,0.26,0.27,0.23,0.26,0.25,0.25,0.25,0.22,0.24,0.24,0.25,0.21,0.23,0.22,0.24,0.21,0.22,0.22,0.19,0.2,0.22,0.22,0.19,0.18,0.2,0.19,0.19,,0.21,0.16,0.17,0.16,1.0,0.73,1.0,0.74,0.92,0.88,0.91,0.9,0.91,0.9,1.05,0.26,1.0,0.77
PM2.5_1,0.85,0.86,0.81,0.83,0.77,0.79,0.62,0.78,0.54,0.77,0.53,0.66,0.74,0.74,0.5,0.64,0.5,0.55,0.24,0.53,0.57,,0.66,0.66,0.32,0.71,0.47,0.44,,,0.44,0.32,0.42,0.36,,0.44,0.4,,,0.44,0.49,0.43,,0.37,0.39,0.45,0.44,0.37,0.28,,0.39,0.55,0.37,0.43,,0.5,,,0.28,0.29,,0.27,0.37,,0.34,,0.39,0.26,,,,,,,,,,,,,,,0.23,,0.28,,,1.38,1.0,1.34,1.03,1.26,1.23,1.24,1.23,1.24,1.21,1.45,,1.38,0.86
PM10_0,0.61,0.6,0.59,0.56,0.52,0.51,0.54,0.5,0.54,0.49,0.52,0.51,0.49,0.48,0.5,0.46,0.4,0.4,0.41,0.38,0.36,0.4,0.33,0.33,0.36,0.31,0.35,0.33,0.36,0.35,0.32,0.34,0.35,0.31,0.3,0.3,0.32,0.33,0.33,0.28,0.28,0.29,0.31,0.3,0.28,0.27,0.25,0.29,0.28,0.27,0.28,0.25,0.27,0.25,0.29,0.25,0.28,0.24,0.26,0.26,0.25,0.24,0.23,0.24,0.22,0.25,0.21,0.23,0.22,0.23,0.21,0.23,0.22,0.19,0.2,0.21,0.22,0.19,0.19,0.23,0.19,0.2,,0.21,0.16,0.17,0.15,1.0,0.74,1.0,0.75,0.92,0.89,0.92,0.9,0.91,0.9,1.06,0.26,1.0,0.77
PM10_1,0.82,0.83,0.78,0.79,0.79,0.77,0.6,0.79,0.55,0.76,0.55,0.64,0.72,0.76,0.52,0.65,0.5,0.52,0.3,0.52,0.58,0.28,0.82,0.6,0.33,0.72,0.44,0.5,0.21,0.15,0.44,0.33,0.36,0.52,0.61,0.43,0.35,,0.25,0.47,0.5,0.42,0.3,0.33,0.34,0.46,0.44,0.36,0.3,,0.34,0.6,0.34,0.4,,,,0.44,0.29,0.27,0.36,0.32,0.34,,0.35,,,0.26,,,,,,,,,,,,,,,0.23,,,,,1.36,0.96,1.34,1.0,1.23,1.2,1.21,1.2,1.21,1.2,1.42,,1.35,0.9
TEMP_1,0.67,0.67,0.66,0.62,0.57,0.58,0.58,0.56,0.57,0.55,0.55,0.56,0.54,0.54,0.53,0.5,0.44,0.44,0.42,0.41,0.42,0.42,0.38,0.38,0.38,0.34,0.35,0.35,0.37,0.34,0.34,0.35,0.36,0.34,0.31,0.33,0.35,0.3,0.34,0.32,0.31,0.32,0.32,0.32,0.33,0.27,0.28,0.31,0.29,0.3,0.29,0.29,0.26,0.3,,0.28,0.27,0.27,0.25,0.27,0.25,0.27,0.27,0.27,0.24,0.22,0.2,0.24,,0.2,0.23,0.24,0.23,0.22,0.22,,,0.21,0.21,0.15,0.21,0.18,,,0.19,0.21,,1.09,0.8,1.08,0.81,1.0,0.97,0.99,0.98,0.99,0.98,1.15,0.26,1.09,0.82
TEMP_0,0.67,0.67,0.65,0.64,0.6,0.59,0.58,0.59,0.57,0.57,0.56,0.54,0.57,0.56,0.53,0.52,0.44,0.44,0.43,0.43,0.42,0.42,0.43,0.43,0.37,0.42,0.44,0.41,0.37,0.38,0.38,0.36,0.35,0.36,0.41,0.36,0.34,0.36,0.33,0.34,0.37,0.34,0.33,0.31,0.31,0.37,0.34,0.32,0.31,0.3,0.31,0.32,0.31,0.29,0.3,0.29,0.29,0.29,0.3,0.32,0.3,0.28,0.28,0.27,0.3,0.29,0.32,0.25,0.24,0.27,0.24,0.24,,0.25,0.23,0.27,0.26,0.22,,,0.21,,0.21,0.21,,,0.17,1.13,0.81,1.12,0.84,1.03,1.0,1.02,1.01,1.02,1.01,1.19,,1.12,0.85
PRES_0,0.67,0.66,0.64,0.62,0.6,0.58,0.56,0.59,0.55,0.57,0.54,0.54,0.55,0.56,0.51,0.51,0.42,0.43,0.39,0.41,0.43,0.39,0.41,0.41,0.37,0.39,0.37,0.38,0.29,0.29,0.35,0.34,0.35,0.38,0.34,0.35,0.34,0.31,0.32,0.33,0.33,0.33,0.3,0.31,0.31,0.32,0.28,0.32,0.29,0.3,0.3,0.3,0.28,0.29,,0.29,0.26,0.29,0.21,0.28,0.28,0.28,0.23,0.28,0.28,0.24,0.26,0.25,,,0.21,0.18,0.23,0.23,0.22,,,0.21,0.21,0.21,0.21,0.21,,,0.19,0.2,,1.1,0.8,1.09,0.81,1.01,0.97,1.0,0.98,1.0,0.99,1.16,0.27,1.1,0.82
PRES_1,0.68,0.67,0.67,0.64,0.57,0.58,0.6,0.55,0.59,0.54,0.57,0.56,0.54,0.53,0.55,0.51,0.46,0.44,0.44,0.43,0.41,0.43,0.38,0.37,0.38,0.36,0.38,0.34,0.39,0.39,0.36,0.37,0.36,0.31,0.34,0.33,0.34,0.36,0.35,0.33,0.32,0.3,0.35,0.33,0.32,0.3,0.33,0.31,0.31,0.3,0.3,0.3,0.31,0.3,0.29,0.27,0.3,0.27,0.34,0.28,0.28,0.26,0.28,0.26,0.24,0.27,0.24,0.25,0.24,0.24,0.26,0.29,,0.22,0.23,0.25,0.24,0.21,,,0.21,,0.21,0.21,,,0.17,1.12,0.81,1.11,0.84,1.02,0.99,1.02,1.0,1.02,1.0,1.18,0.29,1.11,0.84
DEWP_1,0.67,0.66,0.65,0.63,0.6,0.59,0.56,0.58,0.54,0.56,0.52,0.54,0.55,0.56,0.51,0.51,0.42,0.44,0.39,0.42,0.42,0.38,0.4,0.42,0.35,0.4,0.38,0.38,0.16,0.28,0.36,0.33,0.36,0.38,0.36,0.34,0.34,0.28,0.28,0.33,0.32,0.35,0.27,0.31,0.32,0.34,0.3,0.28,0.26,0.32,0.27,0.35,0.31,0.29,,0.28,0.24,0.3,0.27,0.27,0.29,0.27,0.25,0.28,0.27,0.2,0.26,0.25,,,0.26,0.19,0.23,0.23,0.22,0.2,,0.21,0.23,0.21,0.21,0.21,,,0.19,,,1.1,0.79,1.09,0.82,1.01,0.98,1.0,0.98,1.0,0.99,1.16,0.27,1.1,0.82
DEWP_0,0.68,0.67,0.66,0.63,0.57,0.58,0.6,0.57,0.59,0.56,0.58,0.57,0.54,0.53,0.54,0.51,0.46,0.44,0.43,0.43,0.42,0.43,0.39,0.36,0.41,0.36,0.36,0.35,0.39,0.39,0.35,0.37,0.36,0.32,0.31,0.35,0.34,0.35,0.36,0.33,0.34,0.28,0.34,0.33,0.31,0.3,0.33,0.32,0.31,0.29,0.32,0.25,0.29,0.29,0.29,0.29,0.3,0.26,0.29,0.32,0.28,0.27,0.28,0.27,0.26,0.33,0.24,0.25,0.25,0.27,0.2,0.26,,0.23,0.23,0.25,0.24,0.21,,0.21,0.21,0.2,0.21,0.21,,0.19,0.17,1.12,0.82,1.11,0.83,1.02,0.99,1.01,1.0,1.01,1.0,1.18,,1.11,0.85
RAIN_0,0.58,0.57,0.56,0.54,0.5,0.5,0.5,0.49,0.49,0.48,0.47,0.47,0.47,0.47,0.45,0.44,0.38,0.37,0.36,0.36,0.36,0.36,0.34,0.34,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.95,0.69,0.94,0.71,0.87,0.84,0.86,0.85,0.86,0.85,1.0,0.23,0.95,0.71
RAIN_1,2.47,2.44,2.07,2.46,,2.33,,,,,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,4.12,,3.84,,3.77,,3.76,,4.37,1.0,4.04,3.73
WSPM_0,0.6,0.6,0.58,0.57,0.53,0.53,0.52,0.52,0.51,0.51,0.5,0.49,0.5,0.5,0.47,0.46,0.4,0.39,0.38,0.38,0.38,0.37,0.36,0.37,0.33,0.37,0.35,0.35,0.31,0.31,0.33,0.31,0.3,0.34,0.35,0.31,0.31,0.32,0.28,0.32,0.31,0.32,0.27,0.29,0.29,0.33,0.29,0.28,0.32,0.29,0.29,0.36,0.27,0.25,0.27,0.27,0.19,0.26,0.24,0.27,0.28,0.26,0.24,0.26,0.24,0.27,0.24,0.23,0.23,0.24,0.23,0.19,0.24,0.22,0.18,0.22,0.2,0.2,0.23,0.25,0.22,0.21,0.16,,0.18,,,1.0,0.7,1.0,0.73,0.92,0.89,0.91,0.9,0.9,0.9,1.06,0.25,1.0,0.75
WSPM_1,0.87,0.87,0.86,0.78,0.69,0.71,0.73,0.71,0.69,0.67,0.67,0.7,0.69,0.65,0.67,0.61,0.52,0.55,0.51,0.5,0.5,0.5,0.47,0.44,0.52,0.34,0.41,0.4,0.45,0.45,0.35,0.45,0.6,0.38,0.27,0.38,0.41,0.4,0.44,0.28,0.31,0.28,0.41,0.38,0.35,0.26,0.3,0.37,0.33,0.34,0.28,0.23,0.36,0.45,0.32,0.29,0.38,0.34,0.35,0.29,0.24,0.29,0.35,0.27,0.29,0.23,,0.29,0.28,0.27,0.24,0.31,0.2,,,,,0.24,0.18,,,,,0.27,,0.23,,1.33,1.36,1.32,1.14,1.23,1.18,1.25,1.19,1.26,1.19,1.4,0.31,1.33,1.0
