,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
ESE_3,2.19,2.39,3.44,2.23,,1.56,,,,,,2.45,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,5.18,3.86,5.18,4.14,5.04,5.22,4.42,4.64,4.74,5.31,5.71,,5.08,4.04
ENE_4,2.32,2.67,2.49,2.6,,2.4,2.86,,,2.16,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,6.62,3.54,6.33,3.64,4.8,4.39,,4.15,6.21,4.27,5.74,,5.22,3.39
W_2,,2.1,2.38,2.08,2.01,,2.22,2.74,2.89,,2.23,,,3.27,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,5.27,3.95,5.23,,4.6,4.47,4.97,5.2,4.87,4.56,5.77,,5.25,4.09
SE_2,1.87,2.07,,1.8,,1.48,,2.64,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,5.74,3.16,5.57,3.12,5.34,5.09,4.49,5.76,4.86,5.17,5.93,,5.39,3.95
ESE_5,,2.4,,1.82,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,5.77,,5.72,,5.79,4.73,5.44,4.46,6.38,5.65,6.31,,5.68,3.77
SE_4,,2.16,2.19,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,6.02,3.74,5.97,3.35,7.12,4.79,5.72,6.15,4.7,5.22,6.36,,5.79,
N_3,2.94,2.52,,,,,2.3,,2.26,,1.87,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,6.08,,6.04,,5.33,4.77,,5.05,,5.24,6.45,,5.52,4.13
NNW_4,,,,,,,1.91,,2.17,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,6.09,,6.05,,,4.98,,5.06,,5.06,6.67,,6.1,3.71
WNW_3,,,,,,,3.07,,2.43,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,5.98,,6.1,,6.11,4.36,,5.1,,5.04,6.73,,5.6,3.77
ESE_4,,2.13,,2.34,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,6.15,,6.1,,5.56,5.08,5.81,4.76,5.38,5.14,6.73,,6.12,3.9
WNW_4,,,,,,,2.39,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,6.15,,6.1,,5.89,5.26,6.48,4.76,,5.34,6.73,,6.65,3.64
SSW_6,,,,,2.18,,,1.94,,2.8,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,6.46,,6.41,,5.58,,5.51,,5.5,,7.07,,6.43,4.23
SE_3,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,7.38,,7.12,,6.22,,6.1,6.19,6.09,,7.07,,6.43,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,6.61,,6.56,,6.14,,6.06,,6.05,,7.23,,6.58,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,6.77,,6.72,,,5.2,,5.16,6.25,,7.41,,6.74,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,6.96,,6.9,,,5.31,,5.77,,5.78,7.61,,6.93,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,7.06,,7.0,,,,,,,,7.72,,7.03,3.94
SSW_4,,,,,2.62,,,,,2.42,,,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,7.57,,7.0,,6.1,,6.02,,6.01,,7.72,,7.03,4.86
SSE_3,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,7.17,,6.39,,,6.39,6.11,,,6.5,7.84,,7.14,5.74
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,7.17,,7.11,,6.64,,6.55,,6.55,,7.84,,7.14,
SSE_2,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,7.29,,7.23,,7.48,,6.21,,,,7.97,,7.26,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,4.26,,4.43,,5.96,,6.05,,6.05,7.97,,7.26,
WNW_5,,,,,,,2.42,,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,7.41,,7.36,,,6.06,,6.15,,6.16,8.11,,7.38,4.45
N_4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,6.81,,6.71,,6.71,,8.62,,7.84,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,8.0,,6.97,,6.87,,,6.7,8.82,,,4.98
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.48,0.47,0.46,0.44,0.41,0.4,0.41,0.4,0.42,0.38,0.4,0.38,0.38,0.37,0.38,0.35,0.34,0.36,0.39,0.35,0.34,0.36,0.31,0.33,0.33,0.3,0.33,0.31,0.35,0.32,0.31,0.32,0.34,0.33,0.29,0.32,0.3,0.3,0.3,0.28,0.28,0.29,0.34,0.3,0.29,0.28,0.28,0.32,0.28,0.29,0.33,0.28,0.23,0.27,0.33,0.27,0.28,0.26,0.27,0.27,0.24,0.27,0.26,0.25,0.26,0.27,0.24,0.26,0.24,0.26,0.23,0.24,0.25,0.22,0.23,0.25,0.27,0.22,0.2,0.22,0.21,0.2,,0.25,0.19,0.21,0.18,0.98,0.78,0.97,0.75,0.92,0.9,0.93,0.92,0.93,0.92,1.07,0.23,0.97,0.67
PM2.5_1,0.68,0.68,0.65,0.64,0.66,0.62,0.52,0.66,0.5,0.63,0.49,0.53,0.59,0.66,0.46,0.58,0.47,0.5,0.31,0.54,0.52,,0.79,0.74,0.38,0.76,0.44,0.49,,,0.46,0.36,0.39,0.52,,0.41,0.45,,,0.45,0.46,0.47,,0.38,0.46,0.54,0.42,0.43,0.37,,0.48,0.7,0.32,0.44,0.28,0.56,,0.81,0.31,0.37,,0.32,0.36,0.55,0.32,,0.54,0.28,,,,,,0.44,,,,,,,,,0.21,,0.32,,,1.6,0.84,1.53,0.89,1.41,1.27,1.36,1.29,1.37,1.31,1.56,0.16,1.43,0.91
PM10_0,0.48,0.47,0.47,0.44,0.41,0.4,0.42,0.4,0.42,0.38,0.4,0.38,0.38,0.37,0.39,0.35,0.34,0.37,0.4,0.35,0.34,0.37,0.3,0.32,0.34,0.29,0.34,0.3,0.37,0.32,0.31,0.31,0.35,0.32,0.29,0.32,0.31,0.32,0.31,0.27,0.27,0.29,0.35,0.3,0.29,0.28,0.28,0.32,0.28,0.3,0.34,0.27,0.24,0.28,0.33,0.26,0.29,0.27,0.27,0.27,0.24,0.26,0.28,0.25,0.26,0.28,0.24,0.25,0.24,0.25,0.23,0.26,0.25,0.21,0.23,0.24,0.27,0.22,0.21,0.27,0.21,0.21,,0.24,0.19,0.21,0.18,0.98,0.79,0.97,0.77,0.93,0.91,0.93,0.93,0.93,0.93,1.07,0.23,0.98,0.67
PM10_1,0.66,0.66,0.63,0.62,0.66,0.6,0.51,0.65,0.49,0.62,0.49,0.52,0.58,0.67,0.46,0.57,0.47,0.49,0.34,0.53,0.54,0.32,0.9,0.63,0.37,0.77,0.41,0.56,0.28,0.2,0.46,0.38,0.36,0.61,0.89,0.4,0.4,,0.29,0.49,0.48,0.45,0.37,0.36,0.44,0.54,0.43,0.42,0.37,,0.41,0.75,0.3,0.41,0.28,0.79,,0.57,0.33,0.33,0.5,0.41,0.33,,0.33,,,0.3,,,,,,,,,,,,,,,0.23,,,,,1.53,0.83,1.51,0.85,1.36,1.23,1.32,1.26,1.34,1.27,1.52,,1.39,0.9
TEMP_1,0.53,0.52,0.52,0.48,0.45,0.44,0.46,0.44,0.47,0.42,0.45,0.43,0.41,0.42,0.43,0.39,0.38,0.41,0.47,0.41,0.38,0.43,0.35,0.37,0.36,0.34,0.32,0.32,0.47,0.37,0.32,0.36,0.37,0.37,0.3,0.32,0.38,0.34,0.34,0.31,0.29,0.31,0.4,0.32,0.37,0.3,0.3,0.46,0.32,0.38,0.36,0.3,0.27,0.31,,0.27,0.31,0.31,0.29,0.27,0.28,0.28,0.37,0.29,0.25,0.26,0.23,0.3,,0.24,0.25,0.28,0.24,0.24,0.25,,,0.26,0.22,0.18,0.23,0.19,,,0.2,0.26,,1.09,0.81,1.09,0.8,0.94,1.26,0.95,1.22,0.94,1.23,1.18,0.21,1.08,0.73
TEMP_0,0.54,0.53,0.52,0.51,0.49,0.48,0.46,0.49,0.45,0.48,0.44,0.42,0.47,0.45,0.42,0.41,0.39,0.4,0.4,0.39,0.4,0.37,0.41,0.44,0.37,0.39,0.46,0.43,0.36,0.34,0.39,0.33,0.35,0.4,0.45,0.38,0.32,0.34,0.32,0.35,0.4,0.37,0.37,0.34,0.32,0.38,0.36,0.33,0.3,0.34,0.38,0.38,0.25,0.33,0.3,0.35,0.31,0.32,0.3,0.45,0.28,0.34,0.28,0.3,0.33,0.34,0.35,0.26,0.24,0.29,0.31,0.27,,0.3,0.3,0.29,0.31,0.26,,0.39,0.27,,0.22,0.22,,,0.19,1.16,0.78,1.15,0.8,1.36,0.92,1.28,0.95,1.37,0.95,1.23,,1.13,0.77
PRES_0,0.53,0.52,0.52,0.48,0.47,0.45,0.45,0.45,0.45,0.44,0.44,0.42,0.42,0.43,0.41,0.39,0.36,0.41,0.44,0.41,0.4,0.39,0.39,0.4,0.35,0.38,0.34,0.34,0.37,0.32,0.33,0.34,0.36,0.4,0.34,0.34,0.36,0.34,0.33,0.32,0.31,0.32,0.36,0.31,0.38,0.35,0.33,0.45,0.31,0.37,0.46,0.33,0.28,0.29,,0.28,0.3,0.33,0.23,0.27,0.31,0.28,0.35,0.3,0.29,0.28,0.31,0.35,,,0.25,0.22,0.24,0.26,0.25,,,0.26,0.22,0.21,0.23,0.2,,,0.2,0.23,,1.11,0.8,1.1,0.79,0.96,1.2,0.93,1.39,0.95,1.22,1.19,0.22,1.09,0.73
PRES_1,0.55,0.54,0.52,0.51,0.47,0.47,0.47,0.46,0.47,0.45,0.45,0.43,0.45,0.43,0.44,0.41,0.4,0.4,0.41,0.38,0.39,0.39,0.36,0.38,0.39,0.34,0.38,0.37,0.38,0.35,0.37,0.34,0.36,0.35,0.35,0.35,0.34,0.34,0.32,0.33,0.34,0.34,0.39,0.35,0.32,0.31,0.33,0.33,0.31,0.35,0.34,0.33,0.25,0.36,0.3,0.32,0.31,0.3,0.35,0.37,0.26,0.32,0.28,0.28,0.26,0.32,0.27,0.25,0.24,0.23,0.3,0.32,,0.26,0.3,0.27,0.27,0.26,,,0.27,,0.22,0.22,,,0.19,1.14,0.79,1.13,0.81,1.24,0.93,1.41,0.92,1.28,0.95,1.22,0.37,1.11,0.77
DEWP_1,0.53,0.52,0.52,0.48,0.47,0.45,0.45,0.45,0.46,0.43,0.44,0.41,0.42,0.44,0.42,0.4,0.36,0.4,0.48,0.41,0.38,0.41,0.37,0.41,0.33,0.4,0.34,0.34,0.27,0.33,0.33,0.34,0.36,0.41,0.35,0.32,0.37,0.35,0.32,0.31,0.3,0.34,0.38,0.3,0.35,0.38,0.32,0.4,0.32,0.4,0.35,0.37,0.29,0.3,,0.27,0.3,0.34,0.29,0.26,0.32,0.28,0.33,0.31,0.28,0.24,0.3,0.31,,,0.28,0.26,0.24,0.25,0.25,0.23,,0.26,0.24,0.27,0.23,0.24,,,0.2,,,1.11,0.79,1.1,0.8,0.95,1.25,0.96,1.21,0.93,1.42,1.19,0.21,1.09,0.74
DEWP_0,0.55,0.54,0.52,0.51,0.47,0.47,0.47,0.47,0.46,0.47,0.44,0.43,0.45,0.43,0.42,0.4,0.41,0.4,0.39,0.38,0.41,0.38,0.37,0.37,0.42,0.33,0.38,0.36,0.37,0.34,0.37,0.34,0.36,0.35,0.33,0.39,0.33,0.32,0.32,0.36,0.37,0.31,0.36,0.38,0.33,0.3,0.35,0.34,0.3,0.33,0.39,0.29,0.25,0.34,0.3,0.37,0.3,0.29,0.29,0.46,0.26,0.33,0.29,0.28,0.28,0.39,0.27,0.26,0.25,0.27,0.25,0.27,,0.27,0.3,0.31,0.28,0.26,,0.23,0.27,0.22,0.22,0.22,,0.21,0.19,1.14,0.81,1.13,0.8,1.26,0.92,1.23,0.95,1.48,0.92,1.22,,1.11,0.76
RAIN_0,0.45,0.44,0.43,0.41,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.35,0.36,0.36,0.35,0.33,0.32,0.34,0.35,0.33,0.33,0.33,0.31,0.33,0.3,0.3,0.3,0.29,0.33,0.29,0.29,0.29,0.3,0.32,0.29,0.29,0.28,0.29,0.27,0.27,0.27,0.28,0.31,0.27,0.28,0.28,0.28,0.3,0.26,0.3,0.31,0.28,0.22,0.26,0.29,0.25,0.26,0.26,0.24,0.25,0.23,0.25,0.25,0.24,0.23,0.24,0.24,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.21,0.21,0.19,0.2,0.18,0.93,0.66,0.92,0.66,0.87,0.84,0.87,0.86,0.87,0.86,1.0,0.2,0.91,0.62
RAIN_1,2.54,2.36,2.1,2.3,,2.48,,,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,,5.36,,4.69,,4.62,,4.56,,5.86,0.6,5.29,4.24
WSPM_0,0.46,0.46,0.45,0.43,0.42,0.4,0.4,0.4,0.42,0.39,0.4,0.37,0.38,0.39,0.38,0.36,0.34,0.35,0.43,0.35,0.34,0.38,0.33,0.37,0.31,0.35,0.32,0.33,0.4,0.33,0.31,0.31,0.3,0.37,0.35,0.3,0.3,0.35,0.3,0.29,0.29,0.32,0.36,0.29,0.31,0.35,0.3,0.32,0.36,0.36,0.35,0.4,0.23,0.27,0.32,0.26,0.26,0.28,0.26,0.29,0.28,0.28,0.27,0.27,0.25,0.31,0.26,0.27,0.31,0.31,0.26,0.23,0.28,0.24,0.21,0.25,0.24,0.25,0.26,0.28,0.25,0.23,0.19,,0.19,,,1.0,0.66,0.99,0.68,0.92,0.91,0.92,0.92,0.91,0.94,1.07,0.21,0.97,0.68
WSPM_1,0.76,0.75,0.72,0.69,0.59,0.63,0.58,0.61,0.53,0.59,0.51,0.57,0.61,0.54,0.51,0.5,0.49,0.6,0.44,0.5,0.55,0.42,0.45,0.43,0.53,0.34,0.45,0.39,0.4,0.38,0.41,0.4,0.67,0.4,0.29,0.5,0.45,0.35,0.37,0.35,0.36,0.32,0.4,0.41,0.38,0.28,0.38,0.43,0.29,0.36,0.37,0.25,0.37,0.51,0.39,0.37,0.34,0.42,0.35,0.32,0.25,0.32,0.41,0.31,0.34,0.26,,0.28,0.26,0.25,0.28,0.33,0.25,,,,,0.29,0.23,0.19,,,,0.29,,0.23,,1.37,1.57,1.36,1.22,1.34,1.23,1.37,1.26,1.44,1.22,1.5,0.32,1.39,0.87
