,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
W_2,,,2.16,1.95,2.06,,2.41,2.86,,,,,,,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,5.27,3.95,5.23,,4.64,4.65,4.97,5.05,4.96,4.56,5.77,,5.25,4.31
SE_2,,2.07,,1.91,,1.74,,2.77,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,5.94,3.22,5.66,3.0,5.42,5.09,4.42,5.56,4.86,5.17,5.93,,5.53,4.02
ESE_5,,2.28,,1.77,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,5.77,,5.66,,5.76,4.51,5.44,4.58,6.77,5.48,6.31,,5.56,3.77
SE_4,,2.35,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,6.02,4.17,5.97,3.6,7.43,4.6,5.72,6.05,4.8,5.05,6.36,,5.79,
N_3,2.94,,,,,,2.17,,2.26,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,6.08,,6.04,,5.33,4.77,,5.05,,5.24,6.45,,5.45,3.95
NNW_4,,,,,,,2.01,,2.25,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,6.09,,6.05,,,4.98,,5.06,,5.06,6.67,,5.99,3.71
WNW_3,,,,,,,,,2.6,,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,5.98,,6.1,,6.11,4.36,,5.1,,5.04,6.73,,5.43,3.77
ESE_4,,2.13,,2.36,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,6.15,,6.1,,5.56,5.08,5.81,4.76,5.38,5.14,6.73,,6.12,4.18
WNW_4,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,6.15,,6.1,,5.89,5.26,6.48,4.76,,5.34,6.73,,6.25,3.64
SSW_6,,,,,2.36,,,1.95,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,6.46,,6.41,,5.58,,5.51,,5.5,,7.07,,6.43,4.35
SE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,7.38,,7.12,,6.22,,6.1,6.6,6.09,,7.07,,6.43,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,,6.61,,6.56,,6.14,,6.06,,6.05,,7.23,,6.76,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,6.77,,6.72,,,5.09,,5.16,6.25,,7.41,,6.74,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,6.96,,6.9,,,5.03,,5.77,,5.78,7.61,,6.93,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,7.06,,7.0,,,,,,,,7.72,,7.03,3.94
SSW_4,,,,,,,,,,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,8.21,,7.0,,6.1,,6.02,,6.01,,7.72,,7.03,5.06
SSE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,7.17,,6.39,,,,6.11,,,6.5,7.84,,7.14,5.74
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,7.17,,7.11,,6.64,,6.55,,6.55,,7.84,,7.14,
SSE_2,,,,,,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,7.29,,7.23,,7.48,,6.21,,,,7.97,,7.26,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,4.26,,4.43,,5.96,,6.05,,6.05,7.97,,7.26,
WNW_5,,,,,,,2.29,,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,7.41,,6.95,,,6.06,,6.15,,6.16,8.11,,7.18,4.45
N_4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81,,6.81,,6.71,,6.71,,8.62,,7.84,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06,,8.0,,6.97,,6.87,,,6.7,8.82,,,4.98
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.49,0.48,0.47,0.45,0.42,0.41,0.43,0.41,0.42,0.4,0.41,0.39,0.39,0.38,0.39,0.36,0.35,0.37,0.39,0.36,0.36,0.37,0.32,0.34,0.34,0.31,0.34,0.32,0.36,0.33,0.32,0.33,0.35,0.34,0.29,0.32,0.31,0.31,0.31,0.29,0.29,0.3,0.34,0.31,0.3,0.29,0.29,0.33,0.28,0.3,0.33,0.28,0.24,0.27,0.34,0.27,0.29,0.27,0.27,0.28,0.24,0.28,0.28,0.25,0.27,0.28,0.25,0.26,0.25,0.27,0.23,0.25,0.26,0.22,0.23,0.26,0.27,0.23,0.21,0.23,0.21,0.21,,0.26,0.2,0.21,0.19,0.98,0.81,0.97,0.77,0.92,0.91,0.93,0.92,0.93,0.92,1.07,0.24,0.98,0.68
PM2.5_1,0.69,0.69,0.66,0.66,0.67,0.64,0.54,0.67,0.52,0.65,0.5,0.55,0.61,0.68,0.48,0.6,0.48,0.52,0.34,0.54,0.53,,0.77,0.76,0.38,0.79,0.45,0.49,,,0.47,0.36,0.4,0.52,,0.42,0.45,,,0.46,0.49,0.49,,0.39,0.45,0.56,0.43,0.42,0.41,,0.48,0.74,0.34,0.46,,0.65,,,0.33,0.36,,0.33,0.36,,0.33,,0.5,0.31,,,,,,,,,,,,,,,0.22,,0.31,,,1.63,0.84,1.55,0.89,1.43,1.28,1.37,1.3,1.38,1.31,1.56,,1.43,0.92
PM10_0,0.49,0.48,0.48,0.45,0.42,0.41,0.43,0.41,0.43,0.39,0.41,0.39,0.39,0.38,0.4,0.36,0.35,0.38,0.41,0.36,0.35,0.37,0.31,0.34,0.35,0.3,0.35,0.31,0.37,0.33,0.31,0.32,0.37,0.33,0.29,0.32,0.32,0.32,0.32,0.28,0.28,0.3,0.36,0.31,0.3,0.29,0.29,0.33,0.29,0.31,0.35,0.28,0.24,0.28,0.34,0.27,0.29,0.28,0.27,0.28,0.25,0.26,0.3,0.25,0.26,0.29,0.25,0.25,0.25,0.26,0.24,0.26,0.25,0.21,0.23,0.24,0.27,0.23,0.22,0.27,0.21,0.22,,0.26,0.2,0.21,0.18,0.98,0.81,0.97,0.79,0.93,0.92,0.93,0.93,0.93,0.93,1.07,0.24,0.98,0.68
PM10_1,0.67,0.66,0.64,0.63,0.68,0.62,0.53,0.67,0.51,0.64,0.51,0.53,0.59,0.68,0.48,0.59,0.48,0.49,0.37,0.53,0.55,0.34,0.92,0.62,0.37,0.78,0.41,0.55,0.3,0.21,0.48,0.38,0.36,0.62,0.86,0.42,0.39,,0.3,0.51,0.5,0.46,0.39,0.36,0.42,0.55,0.44,0.42,0.39,,0.42,0.77,0.31,0.45,,,,0.56,0.35,0.34,0.49,0.41,0.34,,0.35,,,0.33,,,,,,,,,,,,,,,0.23,,,,,1.56,0.83,1.53,0.85,1.37,1.23,1.33,1.26,1.35,1.27,1.52,,1.39,0.92
TEMP_1,0.55,0.53,0.54,0.49,0.46,0.46,0.47,0.44,0.48,0.43,0.47,0.44,0.42,0.43,0.44,0.4,0.39,0.43,0.49,0.42,0.4,0.44,0.36,0.37,0.37,0.34,0.32,0.33,0.49,0.38,0.33,0.37,0.38,0.37,0.31,0.33,0.4,0.35,0.36,0.31,0.3,0.32,0.41,0.33,0.39,0.3,0.32,0.45,0.33,0.38,0.37,0.31,0.27,0.32,,0.28,0.33,0.32,0.3,0.27,0.28,0.29,0.39,0.3,0.26,0.26,0.23,0.31,,0.24,0.26,0.29,0.24,0.24,0.26,,,0.27,0.22,0.18,0.24,0.19,,,0.21,0.25,,1.1,0.83,1.09,0.81,0.94,1.29,0.95,1.23,0.94,1.25,1.18,0.22,1.08,0.74
TEMP_0,0.55,0.54,0.52,0.52,0.51,0.49,0.47,0.51,0.46,0.5,0.45,0.43,0.48,0.47,0.43,0.43,0.4,0.41,0.41,0.4,0.42,0.38,0.43,0.47,0.38,0.41,0.48,0.46,0.37,0.35,0.4,0.34,0.36,0.42,0.47,0.39,0.33,0.36,0.32,0.37,0.42,0.39,0.37,0.35,0.33,0.4,0.36,0.33,0.31,0.35,0.38,0.4,0.26,0.33,0.31,0.36,0.31,0.33,0.3,0.48,0.3,0.34,0.28,0.3,0.35,0.35,0.37,0.27,0.25,0.3,0.32,0.27,,0.32,0.3,0.31,0.31,0.27,,,0.28,,0.23,0.22,,,0.19,1.16,0.79,1.15,0.81,1.4,0.92,1.3,0.95,1.38,0.95,1.23,,1.13,0.78
PRES_0,0.54,0.53,0.53,0.49,0.48,0.46,0.46,0.46,0.47,0.45,0.45,0.43,0.43,0.45,0.43,0.41,0.38,0.42,0.46,0.43,0.41,0.41,0.4,0.41,0.36,0.39,0.35,0.35,0.38,0.33,0.34,0.36,0.37,0.41,0.35,0.35,0.37,0.36,0.34,0.33,0.32,0.33,0.37,0.32,0.39,0.36,0.34,0.46,0.32,0.38,0.5,0.33,0.28,0.3,,0.29,0.32,0.33,0.24,0.28,0.32,0.29,0.37,0.3,0.3,0.28,0.31,0.36,,,0.26,0.23,0.25,0.27,0.26,,,0.27,0.22,0.22,0.24,0.21,,,0.21,0.26,,1.11,0.81,1.1,0.8,0.96,1.21,0.93,1.42,0.95,1.23,1.19,0.22,1.09,0.75
PRES_1,0.56,0.55,0.54,0.52,0.48,0.48,0.48,0.48,0.48,0.46,0.46,0.44,0.46,0.45,0.45,0.42,0.41,0.41,0.42,0.39,0.4,0.4,0.37,0.4,0.4,0.35,0.4,0.38,0.39,0.36,0.38,0.35,0.37,0.36,0.36,0.36,0.34,0.35,0.33,0.34,0.35,0.36,0.39,0.36,0.33,0.33,0.34,0.33,0.32,0.36,0.33,0.35,0.26,0.37,0.31,0.34,0.32,0.31,0.36,0.38,0.27,0.33,0.28,0.3,0.27,0.33,0.28,0.25,0.25,0.24,0.31,0.33,,0.26,0.3,0.28,0.26,0.27,,,0.28,,0.23,0.22,,,0.19,1.15,0.8,1.13,0.82,1.25,0.93,1.45,0.92,1.28,0.95,1.22,0.4,1.12,0.78
DEWP_1,0.54,0.53,0.53,0.49,0.48,0.46,0.46,0.46,0.47,0.44,0.45,0.43,0.43,0.45,0.44,0.41,0.37,0.42,0.5,0.43,0.39,0.43,0.38,0.42,0.34,0.41,0.35,0.35,0.28,0.34,0.34,0.35,0.37,0.43,0.36,0.33,0.38,0.39,0.33,0.31,0.31,0.35,0.4,0.31,0.36,0.38,0.33,0.4,0.34,0.41,0.35,0.39,0.29,0.31,,0.28,0.32,0.34,0.31,0.27,0.33,0.29,0.33,0.32,0.29,0.24,0.3,0.32,,,0.28,0.26,0.25,0.26,0.26,0.24,,0.27,0.24,0.27,0.24,0.25,,,0.21,,,1.11,0.8,1.1,0.81,0.95,1.26,0.96,1.22,0.93,1.46,1.19,0.22,1.09,0.76
DEWP_0,0.56,0.55,0.54,0.52,0.48,0.48,0.48,0.48,0.47,0.48,0.45,0.45,0.47,0.44,0.43,0.41,0.42,0.42,0.4,0.39,0.43,0.39,0.39,0.39,0.43,0.34,0.4,0.38,0.38,0.35,0.38,0.35,0.37,0.36,0.34,0.4,0.34,0.33,0.33,0.37,0.38,0.32,0.36,0.39,0.34,0.31,0.35,0.34,0.3,0.34,0.39,0.29,0.25,0.35,0.31,0.38,0.31,0.31,0.29,0.46,0.27,0.34,0.3,0.29,0.29,0.41,0.28,0.26,0.25,0.27,0.26,0.28,,0.28,0.3,0.33,0.28,0.27,,0.24,0.28,0.23,0.23,0.22,,0.22,0.19,1.14,0.82,1.13,0.81,1.27,0.92,1.24,0.95,1.52,0.92,1.22,,1.12,0.77
RAIN_0,0.46,0.45,0.44,0.42,0.4,0.39,0.39,0.39,0.39,0.38,0.38,0.36,0.37,0.37,0.36,0.34,0.33,0.35,0.36,0.34,0.34,0.34,0.32,0.34,0.31,0.31,0.31,0.3,0.33,0.3,0.3,0.3,0.31,0.32,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.32,0.28,0.29,0.28,0.29,0.31,0.27,0.3,0.31,0.28,0.22,0.27,0.29,0.26,0.26,0.27,0.25,0.26,0.24,0.26,0.26,0.25,0.24,0.25,0.24,0.23,0.24,0.23,0.23,0.23,0.23,0.22,0.23,0.22,0.23,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.21,0.18,0.93,0.67,0.93,0.67,0.87,0.85,0.87,0.86,0.87,0.86,1.0,0.21,0.92,0.63
RAIN_1,2.54,2.57,2.11,2.55,,2.46,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36,,5.36,,4.69,,4.62,,4.56,,5.86,0.6,5.27,4.39
WSPM_0,0.47,0.46,0.46,0.44,0.43,0.41,0.41,0.41,0.43,0.4,0.41,0.38,0.39,0.4,0.39,0.37,0.35,0.36,0.45,0.36,0.35,0.39,0.35,0.38,0.32,0.36,0.33,0.34,0.4,0.34,0.32,0.32,0.3,0.39,0.36,0.31,0.31,0.37,0.31,0.31,0.3,0.33,0.37,0.3,0.32,0.37,0.31,0.33,0.38,0.37,0.35,0.43,0.23,0.27,0.32,0.27,0.26,0.28,0.28,0.3,0.29,0.29,0.27,0.28,0.26,0.33,0.27,0.28,0.31,0.32,0.27,0.25,0.3,0.24,0.22,0.26,0.25,0.26,0.28,0.31,0.26,0.24,0.2,,0.2,,,1.01,0.67,1.0,0.69,0.93,0.91,0.92,0.92,0.91,0.94,1.07,0.22,0.97,0.7
WSPM_1,0.81,0.8,0.77,0.71,0.6,0.65,0.6,0.62,0.54,0.6,0.53,0.6,0.62,0.55,0.53,0.51,0.5,0.62,0.44,0.54,0.59,0.43,0.45,0.43,0.56,0.35,0.45,0.39,0.41,0.39,0.39,0.42,0.71,0.39,0.29,0.49,0.49,0.36,0.38,0.33,0.36,0.31,0.4,0.42,0.39,0.28,0.37,0.45,0.3,0.37,0.38,0.24,0.37,0.57,0.4,0.37,0.35,0.45,0.35,0.32,0.25,0.32,0.43,0.31,0.36,0.26,,0.3,0.28,0.26,0.28,0.31,0.24,,,,,0.28,0.21,,,,,0.28,,0.23,,1.37,1.6,1.37,1.24,1.35,1.24,1.37,1.27,1.44,1.23,1.5,0.32,1.4,0.87
