,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
WNW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,2.54,,,,,3.04,,3.03,,3.03,2.85,,,3.09
N_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,3.11,,3.11,,2.94,,3.0,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,,3.04,,3.13,,3.14,,,3.16,2.97,,,3.38
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.46,0.44,0.44,0.41,0.4,0.37,0.4,0.39,0.4,0.36,0.39,0.36,0.35,0.37,0.36,0.33,0.27,0.26,0.27,0.25,0.24,0.27,0.24,0.24,0.23,0.21,0.19,0.22,0.22,0.22,0.21,0.21,0.19,0.21,0.2,0.17,0.19,0.2,0.2,0.18,0.17,0.18,0.19,0.15,0.16,0.16,0.14,0.16,0.16,0.17,0.15,0.16,0.15,0.14,0.16,0.15,0.16,0.13,0.14,0.14,0.15,0.14,0.11,0.14,0.11,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.1,0.09,0.1,0.1,0.1,,0.1,,0.09,,1.04,0.26,1.03,0.39,0.87,0.79,0.85,0.81,0.84,0.82,1.03,0.14,0.93,0.69
PM2.5_1,0.67,0.69,0.63,0.63,0.43,0.53,0.41,0.43,0.28,0.47,0.29,0.44,0.5,0.36,0.27,0.36,0.27,0.35,,0.31,0.34,,0.19,0.2,0.17,0.28,0.31,0.15,,,0.2,0.18,0.29,,,0.29,0.21,,,0.19,0.24,0.16,,0.24,0.2,0.2,0.27,0.2,,,0.2,,0.19,0.22,,,,,0.17,,,,0.25,,0.22,,,,,,,,,,,,,,,,,,0.21,,,,,0.5,1.38,0.6,1.34,0.91,1.09,0.96,1.05,0.99,1.02,1.25,,1.25,0.43
PM10_0,0.46,0.45,0.44,0.42,0.4,0.38,0.4,0.39,0.4,0.36,0.39,0.36,0.35,0.37,0.36,0.33,0.27,0.26,0.27,0.25,0.24,0.27,0.24,0.22,0.23,0.21,0.19,0.22,0.22,0.22,0.2,0.21,0.19,0.2,0.2,0.17,0.19,0.2,0.2,0.18,0.16,0.18,0.18,0.16,0.17,0.16,0.14,0.16,0.16,0.17,0.15,0.15,0.15,0.15,0.16,0.15,0.16,0.14,0.13,0.15,0.15,0.14,0.11,0.14,0.09,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.1,,0.1,0.1,,,,0.09,,1.03,0.37,1.04,0.31,0.87,0.79,0.85,0.82,0.85,0.82,1.03,0.14,0.94,0.68
PM10_1,0.64,0.66,0.61,0.59,0.45,0.52,0.4,0.43,0.33,0.46,0.3,0.43,0.48,0.38,0.28,0.35,0.29,0.33,0.17,0.31,0.34,0.14,0.23,0.32,0.17,0.24,0.31,0.21,0.15,,0.22,0.17,0.25,0.21,,0.26,0.2,,,0.2,0.25,0.17,0.17,0.21,0.17,0.2,0.27,0.18,,,0.19,0.19,0.18,0.19,,,,0.17,0.18,,,,0.23,,0.25,,,,,,,,,,,,,,,,,,0.2,,,,,0.77,1.23,0.56,1.33,0.91,1.06,0.97,1.02,0.96,1.02,1.23,,1.21,0.56
TEMP_1,0.49,0.49,0.46,0.47,0.44,0.43,0.39,0.45,0.37,0.43,0.35,0.38,0.41,0.39,0.35,0.34,0.28,0.26,0.21,0.22,0.27,0.23,0.25,0.28,0.23,0.22,0.24,0.25,0.16,0.18,0.23,0.18,0.2,0.22,0.22,0.2,0.15,0.16,0.18,0.21,0.21,0.21,0.14,0.19,0.14,0.16,0.15,0.11,0.12,0.15,0.15,0.18,0.09,0.17,,0.18,0.13,0.14,0.13,0.18,0.13,0.16,,0.14,0.14,0.12,0.11,,,0.11,0.13,0.12,0.14,0.12,0.12,,,,0.13,,0.11,0.11,,,0.11,0.11,,1.03,0.57,1.02,0.6,1.14,0.24,1.07,0.56,1.08,0.54,1.09,0.18,1.01,0.67
TEMP_0,0.53,0.51,0.52,0.45,0.39,0.39,0.44,0.35,0.43,0.33,0.42,0.39,0.34,0.37,0.38,0.35,0.28,0.3,0.32,0.3,0.26,0.29,0.23,0.19,0.22,0.23,0.2,0.17,0.26,0.25,0.18,0.24,0.22,0.19,0.16,0.19,0.24,0.23,0.21,0.16,0.15,0.14,0.22,0.16,0.2,0.19,0.2,0.22,0.2,0.18,0.18,0.14,0.19,0.14,0.21,0.12,0.17,0.16,0.17,,0.17,0.12,0.18,0.15,0.14,0.13,0.14,0.15,0.15,0.13,,0.11,,,,,,,,,,,0.13,0.13,,,,1.0,0.73,1.0,0.75,0.25,1.17,0.54,1.11,0.52,1.12,1.11,,1.02,0.69
PRES_0,0.5,0.51,0.46,0.48,0.45,0.43,0.39,0.45,0.36,0.43,0.35,0.37,0.42,0.4,0.35,0.35,0.28,0.26,0.18,0.21,0.26,0.22,0.25,0.27,0.24,0.23,0.24,0.25,0.14,0.15,0.23,0.19,0.19,0.22,0.21,0.21,0.18,0.16,0.17,0.19,0.21,0.21,0.15,0.19,0.13,0.17,0.14,0.11,0.14,0.15,,0.18,0.1,0.18,,0.18,0.12,0.16,0.12,0.18,0.12,0.17,,0.14,0.14,0.14,0.12,,,,0.11,0.11,0.15,0.12,0.12,,,,0.13,0.13,0.11,0.13,,,0.12,0.11,,1.02,0.61,1.02,0.65,1.09,0.51,1.15,0.23,1.07,0.58,1.09,0.18,1.02,0.66
PRES_1,0.52,0.5,0.52,0.44,0.38,0.39,0.44,0.35,0.43,0.34,0.42,0.39,0.34,0.35,0.37,0.33,0.28,0.3,0.32,0.31,0.27,0.29,0.23,0.21,0.2,0.22,0.2,0.17,0.27,0.26,0.18,0.23,0.23,0.18,0.17,0.18,0.22,0.23,0.21,0.18,0.16,0.14,0.21,0.17,0.21,0.18,0.2,0.21,0.18,0.18,0.21,0.15,0.18,0.13,0.21,0.1,0.18,0.14,0.17,,0.17,0.11,0.18,0.14,0.13,0.12,0.13,0.16,0.15,0.16,0.13,0.13,,,,0.14,0.14,,,,,,0.13,0.13,,,,1.01,0.69,1.01,0.7,0.58,1.09,0.24,1.17,0.6,1.08,1.1,,1.01,0.71
DEWP_1,0.52,0.52,0.48,0.49,0.44,0.44,0.39,0.44,0.32,0.43,0.32,0.38,0.42,0.38,0.31,0.34,0.29,0.28,0.16,0.23,0.28,0.18,0.24,0.25,0.23,0.22,0.25,0.25,,0.12,0.23,0.17,0.21,0.21,0.21,0.22,0.18,0.1,0.13,0.21,0.21,0.21,0.11,0.2,0.18,0.16,0.16,0.11,0.11,0.15,0.14,0.18,0.14,0.18,,0.18,0.11,0.16,0.12,0.18,0.12,0.16,0.1,0.14,0.15,0.12,0.12,,,,0.13,,0.15,0.12,0.12,0.12,,,0.13,,0.11,,,,0.12,,,1.02,0.63,1.02,0.64,1.1,0.49,1.07,0.58,1.15,0.21,1.09,0.18,1.05,0.58
DEWP_0,0.5,0.48,0.49,0.43,0.39,0.38,0.43,0.37,0.46,0.35,0.44,0.39,0.34,0.37,0.41,0.35,0.27,0.28,0.33,0.29,0.23,0.32,0.24,0.23,0.21,0.23,0.18,0.18,0.29,0.27,0.18,0.24,0.21,0.2,0.17,0.17,0.21,0.25,0.24,0.17,0.15,0.15,0.23,0.15,0.17,0.18,0.18,0.21,0.2,0.18,0.19,0.15,0.16,0.12,0.21,0.1,0.18,0.14,0.17,,0.17,0.11,0.18,0.15,0.12,0.14,0.13,0.15,0.16,0.16,,0.15,,,,,0.14,,,0.11,,,0.13,0.13,,0.12,,1.02,0.67,1.01,0.71,0.57,1.09,0.6,1.08,0.22,1.17,1.1,,0.98,0.78
RAIN_0,0.46,0.46,0.44,0.42,0.38,0.38,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.33,0.31,0.25,0.25,0.24,0.24,0.24,0.23,0.22,0.22,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,,0.93,0.59,0.92,0.61,0.82,0.79,0.81,0.8,0.81,0.8,1.0,0.11,0.92,0.62
RAIN_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,,2.25,,2.53,,2.5,,2.56,,2.1,2.61,1.7,2.53
WSPM_0,0.51,0.51,0.49,0.46,0.39,0.41,0.38,0.38,0.32,0.37,0.32,0.37,0.38,0.35,0.3,0.33,0.28,0.28,0.16,0.26,0.27,0.16,0.19,0.2,0.22,0.21,0.22,0.19,0.09,0.14,0.21,0.18,0.2,0.15,0.18,0.2,0.2,0.14,0.13,0.18,0.19,0.18,0.08,0.16,0.17,0.17,0.16,0.16,0.12,0.13,0.16,0.15,0.15,0.15,0.15,0.16,,0.14,0.1,0.13,0.15,0.14,0.13,0.14,0.14,0.11,0.12,0.11,,,0.1,,0.1,0.11,0.09,0.1,0.09,,,,0.1,0.11,0.1,,0.09,,,0.94,0.65,0.94,0.66,0.85,0.81,0.85,0.81,0.87,0.79,1.03,0.15,1.02,0.44
WSPM_1,0.37,0.34,0.37,0.37,0.49,0.36,0.49,0.48,0.62,0.45,0.55,0.37,0.34,0.44,0.54,0.34,0.24,0.19,0.49,0.22,0.15,0.46,0.37,0.37,0.23,0.25,0.21,0.29,0.42,0.37,0.18,0.28,0.22,0.34,0.22,,,0.33,0.33,0.18,0.15,0.19,0.35,0.24,0.19,0.19,0.19,0.21,0.28,0.26,0.16,0.22,,,0.18,,0.3,,0.26,0.19,0.14,0.15,0.18,,,0.18,,0.18,0.23,0.24,0.16,0.24,,,,,,,,,,,,0.2,,0.18,,1.19,0.54,1.18,0.61,1.01,0.96,0.97,1.0,0.85,1.1,1.23,0.13,0.77,1.21
