,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
ESE_3,1.59,1.74,2.52,1.64,,1.17,,,,,,1.85,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,2.71,3.42,2.89,3.38,3.53,2.97,3.13,3.19,3.58,3.73,,3.36,2.82
ENE_4,1.68,1.94,1.82,1.92,,1.79,2.14,,,1.63,,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,4.36,2.48,4.17,2.54,3.22,2.96,,2.8,4.17,2.88,3.74,,3.45,2.37
W_2,,1.52,1.74,1.53,1.5,,1.65,2.05,2.17,,1.68,,,2.47,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,3.47,2.77,3.45,,3.08,3.01,3.33,3.5,3.26,3.07,3.76,,3.46,2.85
SE_2,1.35,1.5,,1.31,,1.1,,1.96,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,3.75,2.2,3.65,2.16,3.55,3.4,2.99,3.85,3.24,3.45,3.84,,3.53,2.73
ESE_5,,1.71,,1.31,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,3.71,,3.69,,3.79,3.12,3.57,2.94,4.19,3.72,4.02,,3.66,2.56
SE_4,,1.54,1.56,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,3.87,2.56,3.84,2.28,4.65,3.15,3.75,4.04,3.08,3.43,4.05,,3.72,
N_3,2.07,1.78,,,,,1.67,,1.65,,1.37,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,3.9,,3.87,,3.48,3.13,,3.3,,3.43,4.09,,3.54,2.8
NNW_4,,,,,,,1.38,,1.57,,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,3.87,,3.85,,,3.24,,3.28,,3.29,4.19,,3.88,2.49
WNW_3,,,,,,,2.21,,1.76,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,3.79,,3.87,,3.94,2.83,,3.31,,3.27,4.22,,3.55,2.53
ESE_4,,1.49,,1.66,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,3.9,,3.87,,3.58,3.3,3.75,3.08,3.48,3.33,4.22,,3.88,2.62
WNW_4,,,,,,,1.72,,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,3.9,,3.87,,3.8,3.41,4.18,3.08,,3.46,4.22,,4.22,2.44
SSW_6,,,,,1.55,,,1.38,,2.0,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,4.05,,4.02,,3.56,,3.51,,3.51,,4.38,,4.03,2.8
SE_3,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,4.63,,4.46,,3.96,,3.89,3.96,3.89,,4.38,,4.03,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,4.12,,4.09,,3.89,,3.84,,3.84,,4.46,,4.1,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,4.19,,4.16,,,3.3,,3.27,3.95,,4.54,,4.18,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,4.28,,4.25,,,3.34,,3.63,,3.63,4.63,,4.26,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,4.33,,4.3,,,,,,,,4.69,,4.31,2.55
SSW_4,,,,,1.82,,,,,1.69,,,,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,4.64,,4.3,,3.8,,3.76,,3.75,,4.69,,4.31,3.15
SSE_3,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,4.38,,3.91,,,4.0,3.8,,,4.05,4.74,,4.36,3.71
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,4.38,,4.35,,4.13,,4.08,,4.07,,4.74,,4.36,
SSE_2,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,4.43,,4.4,,4.63,,3.85,,,,4.8,,4.42,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,2.76,,2.86,,3.71,,3.76,,3.76,4.8,,4.42,
WNW_5,,,,,,,1.66,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,4.49,,4.46,,,3.76,,3.81,,3.81,4.86,,4.47,2.85
N_4,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,4.13,,4.08,,4.08,,5.09,,4.68,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,4.75,,4.21,,4.15,,,4.06,5.18,,,3.12
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.52,0.51,0.51,0.48,0.46,0.45,0.47,0.45,0.47,0.44,0.46,0.43,0.43,0.43,0.44,0.4,0.41,0.43,0.46,0.41,0.41,0.43,0.38,0.4,0.41,0.37,0.41,0.38,0.44,0.39,0.38,0.39,0.42,0.42,0.36,0.39,0.38,0.38,0.38,0.35,0.35,0.37,0.43,0.38,0.37,0.36,0.36,0.41,0.35,0.38,0.42,0.36,0.3,0.35,0.43,0.35,0.37,0.33,0.35,0.35,0.31,0.35,0.34,0.32,0.35,0.36,0.32,0.34,0.33,0.35,0.31,0.33,0.34,0.29,0.31,0.35,0.36,0.3,0.28,0.31,0.29,0.28,,0.34,0.26,0.29,0.26,0.97,0.83,0.97,0.79,0.93,0.92,0.94,0.94,0.94,0.94,1.05,0.3,0.97,0.7
PM2.5_1,0.68,0.68,0.66,0.65,0.68,0.64,0.54,0.68,0.52,0.65,0.5,0.55,0.61,0.69,0.48,0.61,0.51,0.55,0.34,0.59,0.57,,0.87,0.82,0.42,0.85,0.49,0.55,,,0.52,0.4,0.44,0.58,,0.46,0.51,,,0.52,0.53,0.54,,0.44,0.54,0.63,0.49,0.5,0.43,,0.57,0.82,0.38,0.51,0.33,0.66,,0.96,0.37,0.44,,0.39,0.43,0.66,0.39,,0.65,0.34,,,,,,0.54,,,,,,,,,0.27,,0.41,,,1.45,0.81,1.39,0.86,1.3,1.18,1.26,1.2,1.27,1.21,1.4,0.2,1.29,0.87
PM10_0,0.53,0.52,0.51,0.49,0.46,0.45,0.47,0.45,0.48,0.44,0.46,0.43,0.43,0.42,0.44,0.4,0.41,0.44,0.48,0.42,0.4,0.44,0.37,0.39,0.41,0.35,0.41,0.37,0.45,0.4,0.38,0.39,0.44,0.4,0.36,0.39,0.39,0.4,0.39,0.35,0.35,0.37,0.44,0.38,0.37,0.36,0.35,0.41,0.36,0.39,0.44,0.35,0.3,0.36,0.43,0.34,0.38,0.35,0.35,0.36,0.31,0.34,0.37,0.32,0.34,0.37,0.32,0.33,0.33,0.34,0.31,0.35,0.33,0.28,0.31,0.33,0.37,0.3,0.29,0.37,0.28,0.29,,0.34,0.27,0.29,0.25,0.97,0.84,0.97,0.81,0.94,0.93,0.94,0.94,0.94,0.94,1.05,0.3,0.97,0.7
PM10_1,0.67,0.66,0.64,0.63,0.68,0.62,0.53,0.68,0.51,0.64,0.51,0.54,0.6,0.7,0.48,0.61,0.51,0.53,0.37,0.58,0.6,0.35,1.01,0.7,0.41,0.87,0.46,0.63,0.31,0.23,0.53,0.43,0.41,0.69,1.02,0.46,0.46,,0.33,0.56,0.55,0.52,0.43,0.41,0.52,0.63,0.51,0.49,0.43,,0.48,0.89,0.36,0.49,0.33,0.93,,0.68,0.39,0.4,0.59,0.49,0.4,,0.4,,,0.37,,,,,,,,,,,,,,,0.29,,,,,1.4,0.8,1.38,0.83,1.26,1.15,1.23,1.17,1.25,1.18,1.37,,1.27,0.87
TEMP_1,0.57,0.56,0.56,0.52,0.49,0.49,0.5,0.48,0.52,0.46,0.5,0.48,0.46,0.47,0.48,0.44,0.44,0.48,0.55,0.48,0.45,0.51,0.41,0.43,0.43,0.4,0.38,0.38,0.56,0.44,0.39,0.44,0.45,0.45,0.37,0.39,0.47,0.42,0.42,0.38,0.35,0.38,0.49,0.39,0.46,0.37,0.38,0.57,0.41,0.47,0.45,0.38,0.34,0.38,,0.35,0.4,0.39,0.37,0.34,0.35,0.35,0.47,0.37,0.32,0.34,0.3,0.4,,0.31,0.33,0.37,0.32,0.31,0.33,,,0.35,0.3,0.24,0.31,0.25,,,0.27,0.35,,1.06,0.84,1.05,0.82,0.92,1.25,0.93,1.21,0.93,1.22,1.13,0.27,1.05,0.75
TEMP_0,0.57,0.57,0.55,0.55,0.54,0.52,0.5,0.54,0.5,0.53,0.48,0.46,0.52,0.5,0.47,0.46,0.45,0.46,0.46,0.45,0.47,0.43,0.48,0.52,0.44,0.46,0.54,0.51,0.43,0.4,0.47,0.4,0.42,0.48,0.54,0.46,0.39,0.41,0.38,0.43,0.48,0.45,0.45,0.42,0.39,0.46,0.44,0.4,0.38,0.43,0.48,0.48,0.32,0.41,0.38,0.44,0.39,0.4,0.37,0.57,0.36,0.43,0.35,0.37,0.42,0.44,0.45,0.33,0.32,0.37,0.4,0.35,,0.39,0.39,0.38,0.41,0.35,,0.52,0.36,,0.3,0.29,,,0.26,1.11,0.8,1.1,0.81,1.33,0.91,1.25,0.93,1.34,0.93,1.17,,1.08,0.78
PRES_0,0.56,0.55,0.55,0.52,0.51,0.49,0.49,0.5,0.5,0.48,0.49,0.46,0.47,0.48,0.46,0.44,0.42,0.47,0.51,0.48,0.47,0.46,0.46,0.47,0.42,0.46,0.41,0.41,0.45,0.38,0.4,0.41,0.43,0.49,0.41,0.41,0.43,0.42,0.4,0.4,0.38,0.39,0.45,0.38,0.47,0.44,0.41,0.56,0.39,0.46,0.57,0.42,0.35,0.37,,0.36,0.38,0.41,0.29,0.35,0.4,0.36,0.44,0.38,0.37,0.36,0.4,0.46,,,0.32,0.28,0.32,0.34,0.33,,,0.35,0.29,0.29,0.31,0.27,,,0.28,0.32,,1.07,0.82,1.06,0.81,0.94,1.19,0.92,1.37,0.94,1.2,1.14,0.27,1.06,0.75
PRES_1,0.58,0.57,0.56,0.55,0.51,0.51,0.51,0.51,0.51,0.49,0.49,0.48,0.5,0.48,0.49,0.46,0.47,0.46,0.47,0.44,0.45,0.46,0.42,0.45,0.46,0.4,0.45,0.44,0.46,0.42,0.44,0.41,0.43,0.42,0.43,0.42,0.41,0.41,0.4,0.4,0.42,0.42,0.47,0.43,0.39,0.39,0.4,0.4,0.38,0.43,0.42,0.41,0.31,0.45,0.38,0.4,0.39,0.38,0.44,0.47,0.33,0.4,0.35,0.36,0.34,0.42,0.34,0.32,0.32,0.3,0.39,0.42,,0.34,0.39,0.36,0.35,0.35,,,0.36,,0.3,0.29,,,0.26,1.1,0.81,1.09,0.83,1.22,0.91,1.38,0.91,1.25,0.94,1.16,0.47,1.07,0.79
DEWP_1,0.56,0.55,0.55,0.52,0.51,0.49,0.49,0.49,0.51,0.47,0.49,0.46,0.47,0.49,0.47,0.45,0.42,0.47,0.56,0.48,0.44,0.48,0.44,0.48,0.4,0.47,0.41,0.41,0.33,0.4,0.4,0.42,0.43,0.5,0.43,0.39,0.45,0.43,0.39,0.37,0.36,0.41,0.47,0.37,0.44,0.46,0.4,0.49,0.4,0.5,0.43,0.46,0.36,0.37,,0.34,0.38,0.43,0.37,0.34,0.41,0.35,0.41,0.4,0.36,0.31,0.39,0.4,,,0.36,0.33,0.32,0.33,0.33,0.31,,0.35,0.32,0.36,0.31,0.32,,,0.28,,,1.07,0.81,1.06,0.82,0.94,1.24,0.94,1.2,0.92,1.4,1.14,0.27,1.05,0.76
DEWP_0,0.58,0.57,0.56,0.55,0.51,0.51,0.51,0.52,0.5,0.51,0.49,0.48,0.5,0.48,0.47,0.45,0.47,0.47,0.46,0.44,0.48,0.44,0.44,0.44,0.5,0.4,0.46,0.44,0.44,0.41,0.44,0.41,0.44,0.42,0.4,0.47,0.4,0.39,0.39,0.44,0.45,0.38,0.44,0.46,0.4,0.37,0.43,0.42,0.37,0.41,0.49,0.37,0.31,0.43,0.38,0.47,0.38,0.37,0.37,0.58,0.33,0.42,0.37,0.35,0.36,0.5,0.34,0.33,0.32,0.35,0.33,0.36,,0.36,0.39,0.42,0.37,0.35,,0.31,0.36,0.3,0.3,0.29,,0.29,0.26,1.1,0.83,1.09,0.81,1.24,0.91,1.21,0.93,1.45,0.91,1.16,,1.07,0.77
RAIN_0,0.5,0.49,0.48,0.46,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.41,0.42,0.42,0.41,0.39,0.38,0.41,0.43,0.4,0.4,0.4,0.38,0.41,0.38,0.37,0.37,0.37,0.41,0.36,0.36,0.36,0.38,0.4,0.36,0.36,0.36,0.37,0.35,0.35,0.34,0.35,0.4,0.35,0.36,0.36,0.36,0.39,0.34,0.39,0.4,0.36,0.28,0.34,0.38,0.33,0.34,0.35,0.32,0.33,0.31,0.33,0.34,0.32,0.31,0.33,0.32,0.31,0.31,0.3,0.31,0.31,0.32,0.3,0.31,0.3,0.31,0.3,0.29,0.29,0.29,0.27,0.3,0.29,0.27,0.29,0.26,0.94,0.71,0.93,0.71,0.89,0.87,0.89,0.89,0.9,0.89,1.0,0.27,0.92,0.66
RAIN_1,1.84,1.71,1.53,1.68,,1.84,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,3.52,,3.13,,3.09,,3.05,,3.8,0.52,3.47,2.94
WSPM_0,0.51,0.5,0.5,0.48,0.47,0.45,0.45,0.45,0.48,0.44,0.46,0.42,0.43,0.44,0.44,0.41,0.4,0.41,0.51,0.42,0.41,0.46,0.41,0.45,0.38,0.42,0.39,0.41,0.49,0.41,0.38,0.39,0.37,0.46,0.43,0.37,0.38,0.44,0.38,0.37,0.36,0.4,0.46,0.37,0.4,0.44,0.38,0.41,0.46,0.47,0.44,0.51,0.29,0.34,0.41,0.34,0.34,0.36,0.34,0.38,0.36,0.37,0.35,0.36,0.33,0.42,0.35,0.36,0.42,0.42,0.35,0.31,0.38,0.32,0.29,0.34,0.33,0.34,0.35,0.38,0.35,0.32,0.26,,0.27,,,1.0,0.7,0.99,0.71,0.93,0.92,0.93,0.94,0.92,0.95,1.05,0.28,0.97,0.72
WSPM_1,0.76,0.76,0.73,0.71,0.61,0.66,0.61,0.64,0.55,0.62,0.54,0.6,0.64,0.56,0.54,0.53,0.54,0.66,0.48,0.55,0.6,0.46,0.51,0.48,0.6,0.38,0.51,0.44,0.46,0.43,0.47,0.46,0.77,0.46,0.34,0.57,0.51,0.41,0.42,0.4,0.41,0.37,0.46,0.48,0.45,0.33,0.44,0.51,0.34,0.42,0.44,0.3,0.43,0.6,0.46,0.44,0.41,0.5,0.42,0.38,0.3,0.39,0.5,0.37,0.41,0.32,,0.35,0.33,0.31,0.35,0.4,0.31,,,,,0.36,0.29,0.24,,,,0.37,,0.29,,1.26,1.52,1.25,1.18,1.25,1.15,1.28,1.18,1.34,1.14,1.36,0.39,1.27,0.84
