,ENE_0,E_0,NE_0,ESE_0,SW_0,SE_0,N_0,SSW_0,NW_0,S_0,NNW_0,NNE_0,SSE_0,WSW_0,WNW_0,W_0,NNE_1,ENE_1,NW_2,NE_1,E_1,NW_1,SW_1,SW_2,NNE_2,WSW_1,ESE_1,SSW_1,NW_3,NNW_1,SE_1,N_1,ENE_2,SW_3,WSW_2,E_2,NE_2,NNW_2,WNW_1,S_1,SSE_1,SSW_2,NW_4,ESE_2,NE_3,WSW_3,ENE_3,NE_4,WNW_2,SW_4,NE_6,WSW_4,nan_0,E_3,NE_5,S_2,NNW_3,E_4,N_2,SSW_3,W_1,ESE_3,ENE_4,W_2,SE_2,ESE_5,SE_4,N_3,NNW_4,WNW_3,ESE_4,WNW_4,SSW_6,SE_3,N_5,ENE_5,ENE_7,WSW_5,SSW_4,SSE_3,S_3,SSE_2,ENE_6,WNW_5,N_4,WNW_6,SSW_5,PM2.5_0,PM2.5_1,PM10_0,PM10_1,TEMP_1,TEMP_0,PRES_0,PRES_1,DEWP_1,DEWP_0,RAIN_0,RAIN_1,WSPM_0,WSPM_1
W_2,,,1.57,1.43,1.54,,1.8,2.14,,,,,,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,,,3.47,2.77,3.45,,3.11,3.14,3.33,3.39,3.33,3.07,3.76,,3.46,3.0
SE_2,,1.5,,1.39,,1.29,,2.06,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,3.88,2.24,3.7,2.08,3.61,3.4,2.95,3.72,3.24,3.45,3.84,,3.62,2.78
ESE_5,,1.62,,1.27,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,3.71,,3.65,,3.77,2.97,3.57,3.02,4.44,3.61,4.02,,3.58,2.56
SE_4,,1.67,,,,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,3.87,2.86,3.84,2.45,4.86,3.03,3.75,3.97,3.14,3.32,4.05,,3.72,
N_3,2.08,,,,,,1.57,,1.65,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,3.9,,3.87,,3.48,3.13,,3.3,,3.43,4.09,,3.49,2.68
NNW_4,,,,,,,1.45,,1.63,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,3.87,,3.85,,,3.24,,3.28,,3.29,4.19,,3.81,2.49
WNW_3,,,,,,,,,1.88,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,3.79,,3.87,,3.94,2.83,,3.31,,3.27,4.22,,3.44,2.53
ESE_4,,1.49,,1.67,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,3.9,,3.87,,3.58,3.3,3.75,3.08,3.48,3.33,4.22,,3.88,2.8
WNW_4,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,3.9,,3.87,,3.8,3.41,4.18,3.08,,3.46,4.22,,3.96,2.44
SSW_6,,,,,1.67,,,1.38,,,,,,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,4.05,,4.02,,3.56,,3.51,,3.51,,4.38,,4.03,2.88
SE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,4.63,,4.46,,3.96,,3.89,4.23,3.89,,4.38,,4.03,
N_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,4.12,,4.09,,3.89,,3.84,,3.84,,4.46,,4.21,
ENE_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,4.19,,4.16,,,3.22,,3.27,3.95,,4.54,,4.18,
ENE_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,,4.28,,4.25,,,3.17,,3.63,,3.63,4.63,,4.26,
WSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,,4.33,,4.3,,,,,,,,4.69,,4.31,2.55
SSW_4,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,,5.03,,4.3,,3.8,,3.76,,3.75,,4.69,,4.31,3.28
SSE_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,,4.38,,3.91,,,,3.8,,,4.05,4.74,,4.36,3.71
S_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,4.38,,4.35,,4.13,,4.08,,4.07,,4.74,,4.36,
SSE_2,,,,,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,4.43,,4.4,,4.63,,3.85,,,,4.8,,4.42,
ENE_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,2.76,,2.86,,3.71,,3.76,,3.76,4.8,,4.42,
WNW_5,,,,,,,1.57,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,4.49,,4.21,,,3.76,,3.81,,3.81,4.86,,4.35,2.85
N_4,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,4.13,,4.08,,4.08,,5.09,,4.68,
WNW_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,4.75,,4.21,,4.15,,,4.06,5.18,,,3.12
SSW_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM2.5_0,0.54,0.52,0.52,0.49,0.47,0.46,0.48,0.46,0.48,0.45,0.47,0.44,0.45,0.44,0.45,0.42,0.42,0.44,0.47,0.43,0.43,0.44,0.39,0.41,0.42,0.38,0.42,0.4,0.45,0.4,0.39,0.41,0.44,0.43,0.37,0.4,0.39,0.39,0.39,0.37,0.36,0.38,0.43,0.39,0.38,0.37,0.37,0.42,0.36,0.39,0.43,0.36,0.31,0.35,0.44,0.35,0.37,0.35,0.35,0.36,0.32,0.36,0.36,0.33,0.36,0.37,0.34,0.35,0.33,0.36,0.31,0.33,0.35,0.3,0.32,0.35,0.36,0.31,0.29,0.32,0.3,0.29,,0.36,0.28,0.3,0.27,0.97,0.85,0.97,0.81,0.93,0.92,0.94,0.94,0.94,0.94,1.05,0.31,0.97,0.71
PM2.5_1,0.69,0.69,0.66,0.67,0.69,0.66,0.55,0.69,0.54,0.67,0.52,0.57,0.63,0.71,0.5,0.63,0.53,0.56,0.37,0.59,0.58,,0.85,0.84,0.43,0.89,0.5,0.55,,,0.53,0.41,0.46,0.59,,0.48,0.51,,,0.53,0.57,0.57,,0.45,0.52,0.65,0.49,0.49,0.48,,0.57,0.87,0.4,0.54,,0.77,,,0.39,0.43,,0.39,0.43,,0.4,,0.6,0.38,,,,,,,,,,,,,,,0.28,,0.39,,,1.48,0.81,1.41,0.86,1.31,1.18,1.27,1.2,1.27,1.21,1.4,,1.29,0.88
PM10_0,0.54,0.53,0.53,0.5,0.47,0.47,0.48,0.46,0.49,0.45,0.47,0.45,0.45,0.44,0.45,0.42,0.42,0.45,0.49,0.43,0.42,0.45,0.38,0.41,0.43,0.37,0.43,0.38,0.46,0.41,0.39,0.4,0.46,0.41,0.37,0.4,0.4,0.4,0.4,0.36,0.35,0.38,0.45,0.4,0.39,0.37,0.37,0.42,0.37,0.4,0.44,0.35,0.31,0.36,0.44,0.34,0.38,0.36,0.35,0.37,0.32,0.34,0.39,0.33,0.34,0.38,0.33,0.34,0.33,0.34,0.32,0.35,0.34,0.29,0.32,0.33,0.36,0.31,0.3,0.37,0.29,0.3,,0.35,0.27,0.3,0.26,0.97,0.86,0.97,0.83,0.94,0.93,0.94,0.94,0.95,0.95,1.05,0.31,0.97,0.71
PM10_1,0.68,0.67,0.65,0.65,0.7,0.64,0.55,0.7,0.53,0.66,0.53,0.55,0.62,0.72,0.51,0.63,0.53,0.53,0.4,0.58,0.61,0.38,1.03,0.7,0.42,0.88,0.47,0.63,0.34,0.24,0.55,0.43,0.41,0.71,0.99,0.49,0.45,,0.34,0.59,0.58,0.54,0.45,0.42,0.49,0.65,0.51,0.49,0.46,,0.5,0.91,0.37,0.53,,,,0.67,0.42,0.4,0.59,0.5,0.4,,0.42,,,0.41,,,,,,,,,,,,,,,0.29,,,,,1.42,0.81,1.4,0.83,1.27,1.15,1.24,1.18,1.25,1.19,1.37,,1.27,0.89
TEMP_1,0.59,0.57,0.58,0.53,0.5,0.5,0.52,0.49,0.53,0.48,0.52,0.49,0.47,0.48,0.49,0.46,0.45,0.5,0.57,0.49,0.46,0.52,0.42,0.44,0.45,0.41,0.39,0.39,0.59,0.46,0.4,0.45,0.46,0.45,0.38,0.41,0.49,0.42,0.44,0.39,0.36,0.39,0.51,0.4,0.48,0.37,0.39,0.57,0.42,0.48,0.46,0.39,0.34,0.4,,0.36,0.41,0.4,0.38,0.35,0.36,0.37,0.5,0.38,0.33,0.34,0.3,0.41,,0.31,0.34,0.39,0.32,0.32,0.34,,,0.36,0.3,0.24,0.32,0.26,,,0.28,0.34,,1.06,0.85,1.06,0.83,0.92,1.28,0.93,1.22,0.93,1.24,1.13,0.28,1.05,0.76
TEMP_0,0.58,0.58,0.56,0.56,0.56,0.53,0.51,0.56,0.51,0.54,0.49,0.47,0.53,0.51,0.48,0.48,0.46,0.47,0.47,0.46,0.48,0.45,0.5,0.55,0.45,0.49,0.57,0.54,0.44,0.41,0.48,0.41,0.43,0.51,0.57,0.47,0.4,0.43,0.39,0.45,0.51,0.48,0.45,0.43,0.4,0.49,0.44,0.41,0.39,0.44,0.47,0.49,0.33,0.41,0.39,0.45,0.39,0.41,0.38,0.6,0.37,0.42,0.36,0.38,0.44,0.45,0.47,0.34,0.32,0.39,0.41,0.35,,0.42,0.4,0.41,0.41,0.36,,,0.37,,0.3,0.3,,,0.27,1.12,0.81,1.11,0.82,1.36,0.91,1.27,0.93,1.35,0.93,1.17,,1.09,0.8
PRES_0,0.58,0.57,0.57,0.53,0.53,0.51,0.51,0.51,0.51,0.49,0.5,0.48,0.48,0.5,0.48,0.46,0.44,0.49,0.53,0.5,0.48,0.48,0.47,0.48,0.43,0.46,0.42,0.42,0.46,0.4,0.41,0.43,0.45,0.5,0.42,0.43,0.45,0.44,0.42,0.41,0.39,0.4,0.46,0.4,0.48,0.44,0.42,0.57,0.4,0.47,0.62,0.42,0.35,0.38,,0.37,0.4,0.42,0.3,0.36,0.41,0.37,0.47,0.39,0.38,0.36,0.41,0.47,,,0.34,0.29,0.32,0.35,0.34,,,0.36,0.3,0.29,0.32,0.28,,,0.28,0.35,,1.07,0.83,1.07,0.82,0.94,1.2,0.92,1.41,0.94,1.21,1.14,0.28,1.06,0.76
PRES_1,0.59,0.58,0.57,0.56,0.52,0.52,0.52,0.52,0.52,0.51,0.5,0.49,0.51,0.49,0.5,0.48,0.48,0.48,0.48,0.46,0.47,0.47,0.44,0.47,0.47,0.42,0.47,0.46,0.47,0.43,0.46,0.42,0.44,0.43,0.44,0.44,0.42,0.42,0.41,0.41,0.42,0.44,0.48,0.44,0.4,0.41,0.41,0.41,0.4,0.44,0.42,0.43,0.33,0.46,0.39,0.42,0.4,0.39,0.45,0.48,0.34,0.41,0.36,0.37,0.35,0.43,0.36,0.33,0.32,0.31,0.4,0.43,,0.35,0.4,0.37,0.35,0.36,,,0.37,,0.3,0.3,,,0.27,1.1,0.82,1.09,0.84,1.23,0.92,1.42,0.91,1.26,0.94,1.16,0.51,1.07,0.79
DEWP_1,0.57,0.56,0.56,0.53,0.52,0.5,0.51,0.51,0.52,0.48,0.5,0.47,0.48,0.5,0.49,0.47,0.43,0.48,0.58,0.5,0.45,0.5,0.45,0.5,0.41,0.49,0.42,0.42,0.34,0.41,0.41,0.43,0.44,0.51,0.44,0.4,0.46,0.47,0.4,0.38,0.38,0.43,0.49,0.38,0.45,0.47,0.41,0.5,0.42,0.51,0.44,0.49,0.37,0.39,,0.35,0.4,0.43,0.39,0.35,0.42,0.36,0.42,0.41,0.37,0.31,0.39,0.41,,,0.37,0.34,0.32,0.34,0.34,0.31,,0.36,0.32,0.36,0.32,0.33,,,0.28,,,1.08,0.82,1.07,0.83,0.94,1.25,0.94,1.2,0.92,1.44,1.14,0.28,1.05,0.78
DEWP_0,0.6,0.59,0.57,0.56,0.53,0.53,0.52,0.53,0.51,0.53,0.5,0.49,0.51,0.49,0.48,0.46,0.49,0.48,0.47,0.46,0.5,0.45,0.45,0.45,0.51,0.41,0.47,0.45,0.45,0.42,0.46,0.42,0.45,0.43,0.41,0.48,0.41,0.4,0.4,0.45,0.46,0.39,0.44,0.48,0.42,0.39,0.43,0.42,0.38,0.42,0.48,0.36,0.32,0.44,0.39,0.48,0.39,0.39,0.37,0.58,0.34,0.43,0.38,0.36,0.37,0.53,0.36,0.34,0.33,0.35,0.34,0.36,,0.37,0.4,0.43,0.37,0.36,,0.32,0.37,0.31,0.3,0.3,,0.3,0.27,1.1,0.84,1.09,0.82,1.25,0.91,1.22,0.94,1.49,0.91,1.16,,1.08,0.78
RAIN_0,0.51,0.5,0.49,0.47,0.46,0.45,0.45,0.45,0.45,0.44,0.44,0.42,0.43,0.43,0.42,0.4,0.4,0.42,0.44,0.41,0.41,0.41,0.39,0.42,0.39,0.38,0.38,0.38,0.42,0.37,0.37,0.37,0.39,0.41,0.38,0.38,0.37,0.38,0.36,0.36,0.35,0.36,0.41,0.36,0.37,0.37,0.37,0.4,0.35,0.39,0.4,0.37,0.29,0.35,0.39,0.34,0.35,0.35,0.33,0.34,0.32,0.34,0.35,0.33,0.32,0.34,0.33,0.32,0.32,0.31,0.32,0.32,0.32,0.3,0.32,0.31,0.31,0.31,0.3,0.29,0.29,0.28,0.3,0.3,0.28,0.3,0.27,0.94,0.72,0.94,0.72,0.9,0.87,0.9,0.89,0.9,0.89,1.0,0.28,0.93,0.68
RAIN_1,1.84,1.86,1.53,1.87,,1.83,,,,,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,,3.52,,3.13,,3.09,,3.05,,3.8,0.52,3.46,3.05
WSPM_0,0.52,0.51,0.5,0.49,0.48,0.46,0.47,0.47,0.49,0.45,0.47,0.43,0.44,0.45,0.45,0.43,0.41,0.43,0.54,0.43,0.42,0.48,0.42,0.47,0.39,0.44,0.41,0.42,0.5,0.42,0.4,0.39,0.38,0.48,0.45,0.39,0.39,0.46,0.38,0.39,0.38,0.42,0.46,0.38,0.41,0.47,0.4,0.42,0.49,0.47,0.44,0.55,0.3,0.35,0.42,0.36,0.34,0.36,0.36,0.39,0.38,0.38,0.35,0.37,0.34,0.44,0.36,0.37,0.42,0.42,0.36,0.34,0.41,0.33,0.3,0.35,0.34,0.36,0.39,0.42,0.35,0.33,0.27,,0.28,,,1.0,0.71,0.99,0.72,0.94,0.93,0.93,0.94,0.93,0.96,1.05,0.29,0.97,0.74
WSPM_1,0.81,0.8,0.78,0.73,0.62,0.67,0.62,0.65,0.56,0.63,0.55,0.63,0.65,0.58,0.56,0.55,0.55,0.68,0.49,0.59,0.65,0.48,0.51,0.49,0.63,0.39,0.5,0.44,0.47,0.44,0.45,0.48,0.81,0.45,0.34,0.57,0.56,0.41,0.44,0.38,0.41,0.36,0.47,0.49,0.46,0.32,0.43,0.52,0.35,0.43,0.45,0.29,0.44,0.67,0.48,0.44,0.42,0.54,0.42,0.39,0.3,0.39,0.52,0.38,0.43,0.32,,0.36,0.34,0.32,0.35,0.39,0.29,,,,,0.35,0.27,,,,,0.36,,0.3,,1.26,1.56,1.25,1.2,1.25,1.16,1.28,1.19,1.35,1.15,1.36,0.39,1.28,0.84
