,time_set,events,events_cluster
5726,2022-01-12 14:00:00,b,b_1
5727,2022-01-12 15:00:00,b,b_1
5728,2022-01-12 16:00:00,b,b_1
5729,2022-01-12 17:00:00,b,b_1
5730,2022-01-12 18:00:00,b,b_1
5731,2022-01-12 19:00:00,b,b_1
5732,2022-01-12 20:00:00,b,b_1
5733,2022-01-12 21:00:00,b,b_1
5734,2022-01-12 22:00:00,b,b_1
5735,2022-01-12 23:00:00,b,b_1
5736,2022-01-13 00:00:00,a,a_2
5737,2022-01-13 01:00:00,a,a_2
5738,2022-01-13 02:00:00,a,a_2
5739,2022-01-13 03:00:00,a,a_2
5740,2022-01-13 04:00:00,a,a_2
5741,2022-01-13 05:00:00,a,a_2
5742,2022-01-13 06:00:00,a,a_2
5743,2022-01-13 07:00:00,a,a_2
5744,2022-01-13 08:00:00,a,a_2
5745,2022-01-13 09:00:00,a,a_2
5746,2022-01-13 10:00:00,a,a_2
5747,2022-01-13 11:00:00,a,a_2
5748,2022-01-13 12:00:00,a,a_2
5749,2022-01-13 13:00:00,a,a_2
5750,2022-01-13 14:00:00,a,a_2
5751,2022-01-13 15:00:00,a,a_2
5752,2022-01-13 16:00:00,a,a_2
5753,2022-01-13 17:00:00,a,a_2
5754,2022-01-13 18:00:00,a,a_2
5755,2022-01-13 19:00:00,a,a_2
5756,2022-01-13 20:00:00,a,a_2
5757,2022-01-13 21:00:00,a,a_2
5758,2022-01-13 22:00:00,a,a_2
5759,2022-01-13 23:00:00,a,a_2
5760,2022-01-14 00:00:00,a,a_2
5761,2022-01-14 01:00:00,a,a_2
5762,2022-01-14 02:00:00,a,a_2
5763,2022-01-14 03:00:00,a,a_2
5764,2022-01-14 04:00:00,a,a_2
5765,2022-01-14 05:00:00,a,a_2
5766,2022-01-14 06:00:00,a,a_2
5767,2022-01-14 07:00:00,a,a_2
5768,2022-01-14 08:00:00,a,a_2
5769,2022-01-14 09:00:00,a,a_2
5770,2022-01-14 10:00:00,a,a_2
5771,2022-01-14 11:00:00,a,a_2
5772,2022-01-14 12:00:00,a,a_2
5773,2022-01-14 13:00:00,a,a_2
5774,2022-01-14 14:00:00,a,a_2
5775,2022-01-14 15:00:00,a,a_2
5776,2022-01-14 16:00:00,a,a_2
5777,2022-01-14 17:00:00,a,a_2
5778,2022-01-14 18:00:00,a,a_2
5779,2022-01-14 19:00:00,a,a_2
5780,2022-01-14 20:00:00,a,a_2
5781,2022-01-14 21:00:00,a,a_2
5782,2022-01-14 22:00:00,a,a_2
5783,2022-01-14 23:00:00,a,a_2
5784,2022-01-15 00:00:00,a,a_2
5785,2022-01-15 01:00:00,a,a_2
5786,2022-01-15 02:00:00,a,a_2
5787,2022-01-15 03:00:00,a,a_2
5788,2022-01-15 04:00:00,a,a_2
5789,2022-01-15 05:00:00,a,a_2
5790,2022-01-15 06:00:00,a,a_2
5791,2022-01-15 07:00:00,a,a_2
5792,2022-01-15 08:00:00,a,a_2
5793,2022-01-15 09:00:00,a,a_2
5794,2022-01-15 10:00:00,a,a_2
5795,2022-01-15 11:00:00,a,a_2
5796,2022-01-15 12:00:00,a,a_2
5797,2022-01-15 13:00:00,a,a_2
5798,2022-01-15 14:00:00,a,a_2
5799,2022-01-15 15:00:00,a,a_2
5800,2022-01-15 16:00:00,a,a_2
5801,2022-01-15 17:00:00,a,a_2
5802,2022-01-15 18:00:00,a,a_2
5803,2022-01-15 19:00:00,a,a_2
5804,2022-01-15 20:00:00,a,a_2
5805,2022-01-15 21:00:00,a,a_2
5806,2022-01-15 22:00:00,a,a_2
5807,2022-01-15 23:00:00,a,a_2
5808,2022-01-16 00:00:00,a,a_2
5809,2022-01-16 01:00:00,a,a_2
5810,2022-01-16 02:00:00,a,a_2
5811,2022-01-16 03:00:00,e,e_0
5812,2022-01-16 04:00:00,e,e_0
5813,2022-01-16 05:00:00,d,d_0
5814,2022-01-16 06:00:00,d,d_0
5815,2022-01-16 07:00:00,d,d_0
5816,2022-01-16 08:00:00,d,d_0
5817,2022-01-16 09:00:00,d,d_0
5818,2022-01-16 10:00:00,c,c_1
5819,2022-01-16 11:00:00,c,c_1
5820,2022-01-16 12:00:00,c,c_1
5821,2022-01-16 13:00:00,c,c_1
5822,2022-01-16 14:00:00,c,c_1
5823,2022-01-16 15:00:00,c,c_1
5824,2022-01-16 16:00:00,c,c_1
5825,2022-01-16 17:00:00,c,c_1
5826,2022-01-16 18:00:00,c,c_1
5827,2022-01-16 19:00:00,c,c_1
5828,2022-01-16 20:00:00,c,c_1
5829,2022-01-16 21:00:00,c,c_1
5830,2022-01-16 22:00:00,c,c_1
5831,2022-01-16 23:00:00,c,c_1
5832,2022-01-17 00:00:00,c,c_1
5833,2022-01-17 01:00:00,d,d_0
5834,2022-01-17 02:00:00,d,d_0
5835,2022-01-17 03:00:00,d,d_0
5836,2022-01-17 04:00:00,d,d_0
5837,2022-01-17 05:00:00,d,d_0
5838,2022-01-17 06:00:00,b,b_1
5839,2022-01-17 07:00:00,b,b_1
5840,2022-01-17 08:00:00,b,b_1
5841,2022-01-17 09:00:00,b,b_1
5842,2022-01-17 10:00:00,b,b_1
5843,2022-01-17 11:00:00,b,b_1
5844,2022-01-17 12:00:00,b,b_1
5845,2022-01-17 13:00:00,b,b_1
5846,2022-01-17 14:00:00,b,b_1
5847,2022-01-17 15:00:00,b,b_1
5848,2022-01-17 16:00:00,e,e_0
5849,2022-01-17 17:00:00,e,e_0
5850,2022-01-17 18:00:00,e,e_0
5851,2022-01-17 19:00:00,e,e_0
5852,2022-01-17 20:00:00,e,e_0
5853,2022-01-17 21:00:00,a,a_2
5854,2022-01-17 22:00:00,a,a_2
5855,2022-01-17 23:00:00,a,a_2
5856,2022-01-18 00:00:00,a,a_2
5857,2022-01-18 01:00:00,a,a_2
5858,2022-01-18 02:00:00,a,a_2
5859,2022-01-18 03:00:00,a,a_2
5860,2022-01-18 04:00:00,a,a_2
5861,2022-01-18 05:00:00,a,a_2
5862,2022-01-18 06:00:00,a,a_2
5863,2022-01-18 07:00:00,a,a_2
5864,2022-01-18 08:00:00,a,a_2
5865,2022-01-18 09:00:00,a,a_2
5866,2022-01-18 10:00:00,a,a_2
5867,2022-01-18 11:00:00,a,a_2
5868,2022-01-18 12:00:00,a,a_2
5869,2022-01-18 13:00:00,a,a_2
5870,2022-01-18 14:00:00,a,a_2
5871,2022-01-18 15:00:00,a,a_2
5872,2022-01-18 16:00:00,a,a_2
5873,2022-01-18 17:00:00,a,a_2
5874,2022-01-18 18:00:00,a,a_2
5875,2022-01-18 19:00:00,a,a_2
5876,2022-01-18 20:00:00,a,a_2
5877,2022-01-18 21:00:00,a,a_2
5878,2022-01-18 22:00:00,a,a_2
5879,2022-01-18 23:00:00,a,a_2
5880,2022-01-19 00:00:00,a,a_2
5881,2022-01-19 01:00:00,a,a_2
5882,2022-01-19 02:00:00,a,a_2
5883,2022-01-19 03:00:00,a,a_2
5884,2022-01-19 04:00:00,a,a_2
5885,2022-01-19 05:00:00,a,a_2
5886,2022-01-19 06:00:00,a,a_2
5887,2022-01-19 07:00:00,a,a_2
5888,2022-01-19 08:00:00,a,a_2
5889,2022-01-19 09:00:00,a,a_2
5890,2022-01-19 10:00:00,a,a_2
5891,2022-01-19 11:00:00,a,a_2
5892,2022-01-19 12:00:00,a,a_2
5893,2022-01-19 13:00:00,a,a_2
5894,2022-01-19 14:00:00,a,a_2
5895,2022-01-19 15:00:00,a,a_2
5896,2022-01-19 16:00:00,a,a_2
5897,2022-01-19 17:00:00,a,a_2
5898,2022-01-19 18:00:00,a,a_2
5899,2022-01-19 19:00:00,a,a_2
5900,2022-01-19 20:00:00,a,a_2
5901,2022-01-19 21:00:00,a,a_2
5902,2022-01-19 22:00:00,a,a_2
5903,2022-01-19 23:00:00,a,a_2
5904,2022-01-20 00:00:00,a,a_2
5905,2022-01-20 01:00:00,a,a_2
5906,2022-01-20 02:00:00,a,a_2
5907,2022-01-20 03:00:00,a,a_2
5908,2022-01-20 04:00:00,a,a_2
5909,2022-01-20 05:00:00,a,a_2
5910,2022-01-20 06:00:00,a,a_2
5911,2022-01-20 07:00:00,a,a_2
5912,2022-01-20 08:00:00,a,a_2
5913,2022-01-20 09:00:00,a,a_2
5914,2022-01-20 10:00:00,a,a_2
5915,2022-01-20 11:00:00,a,a_2
5916,2022-01-20 12:00:00,a,a_2
5917,2022-01-20 13:00:00,a,a_2
5918,2022-01-20 14:00:00,a,a_2
5919,2022-01-20 15:00:00,a,a_2
5920,2022-01-20 16:00:00,a,a_2
5921,2022-01-20 17:00:00,a,a_2
5922,2022-01-20 18:00:00,a,a_2
5923,2022-01-20 19:00:00,b,b_1
5924,2022-01-20 20:00:00,b,b_1
5925,2022-01-20 21:00:00,b,b_1
5926,2022-01-20 22:00:00,b,b_1
5927,2022-01-20 23:00:00,b,b_1
5928,2022-01-21 00:00:00,b,b_1
5929,2022-01-21 01:00:00,b,b_1
5930,2022-01-21 02:00:00,b,b_1
5931,2022-01-21 03:00:00,b,b_1
5932,2022-01-21 04:00:00,b,b_1
5933,2022-01-21 05:00:00,c,c_1
5934,2022-01-21 06:00:00,c,c_1
5935,2022-01-21 07:00:00,c,c_1
5936,2022-01-21 08:00:00,c,c_1
5937,2022-01-21 09:00:00,c,c_1
5938,2022-01-21 10:00:00,c,c_1
5939,2022-01-21 11:00:00,c,c_1
5940,2022-01-21 12:00:00,c,c_1
5941,2022-01-21 13:00:00,c,c_1
5942,2022-01-21 14:00:00,c,c_1
5943,2022-01-21 15:00:00,c,c_1
5944,2022-01-21 16:00:00,c,c_1
5945,2022-01-21 17:00:00,c,c_1
5946,2022-01-21 18:00:00,c,c_1
5947,2022-01-21 19:00:00,c,c_1
5948,2022-01-21 20:00:00,c,c_1
5949,2022-01-21 21:00:00,c,c_1
5950,2022-01-21 22:00:00,c,c_1
5951,2022-01-21 23:00:00,b,b_1
5952,2022-01-22 00:00:00,b,b_1
5953,2022-01-22 01:00:00,b,b_1
5954,2022-01-22 02:00:00,b,b_1
5955,2022-01-22 03:00:00,b,b_1
5956,2022-01-22 04:00:00,b,b_1
5957,2022-01-22 05:00:00,b,b_1
5958,2022-01-22 06:00:00,b,b_1
5959,2022-01-22 07:00:00,b,b_1
5960,2022-01-22 08:00:00,b,b_1
5961,2022-01-22 09:00:00,b,b_1
5962,2022-01-22 10:00:00,b,b_1
5963,2022-01-22 11:00:00,c,c_1
5964,2022-01-22 12:00:00,c,c_1
5965,2022-01-22 13:00:00,c,c_1
5966,2022-01-22 14:00:00,c,c_1
5967,2022-01-22 15:00:00,c,c_1
5968,2022-01-22 16:00:00,c,c_1
5969,2022-01-22 17:00:00,c,c_1
5970,2022-01-22 18:00:00,c,c_1
5971,2022-01-22 19:00:00,c,c_1
5972,2022-01-22 20:00:00,c,c_1
5973,2022-01-22 21:00:00,c,c_1
5974,2022-01-22 22:00:00,c,c_1
5975,2022-01-22 23:00:00,c,c_1
5976,2022-01-23 00:00:00,c,c_1
5977,2022-01-23 01:00:00,c,c_1
5978,2022-01-23 02:00:00,d,d_0
5979,2022-01-23 03:00:00,d,d_0
5980,2022-01-23 04:00:00,d,d_0
5981,2022-01-23 05:00:00,d,d_0
5982,2022-01-23 06:00:00,d,d_0
5983,2022-01-23 07:00:00,d,d_0
5984,2022-01-23 08:00:00,d,d_0
5985,2022-01-23 09:00:00,d,d_0
5986,2022-01-23 10:00:00,d,d_0
5987,2022-01-23 11:00:00,d,d_0
5988,2022-01-23 12:00:00,d,d_0
5989,2022-01-23 13:00:00,d,d_0
5990,2022-01-23 14:00:00,c,c_2
5991,2022-01-23 15:00:00,c,c_2
5992,2022-01-23 16:00:00,c,c_2
5993,2022-01-23 17:00:00,c,c_2
5994,2022-01-23 18:00:00,c,c_2
5995,2022-01-23 19:00:00,c,c_2
5996,2022-01-23 20:00:00,c,c_2
5997,2022-01-23 21:00:00,c,c_2
5998,2022-01-23 22:00:00,c,c_2
5999,2022-01-23 23:00:00,c,c_2
6000,2022-01-24 00:00:00,c,c_2
6001,2022-01-24 01:00:00,c,c_2
6002,2022-01-24 02:00:00,c,c_2
6003,2022-01-24 03:00:00,c,c_2
6004,2022-01-24 04:00:00,c,c_2
6005,2022-01-24 05:00:00,c,c_2
6006,2022-01-24 06:00:00,c,c_2
6007,2022-01-24 07:00:00,c,c_2
6008,2022-01-24 08:00:00,c,c_2
6009,2022-01-24 09:00:00,c,c_2
6010,2022-01-24 10:00:00,c,c_2
6011,2022-01-24 11:00:00,c,c_2
6012,2022-01-24 12:00:00,c,c_2
6013,2022-01-24 13:00:00,c,c_2
6014,2022-01-24 14:00:00,c,c_2
6015,2022-01-24 15:00:00,c,c_2
6016,2022-01-24 16:00:00,c,c_2
6017,2022-01-24 17:00:00,c,c_2
6018,2022-01-24 18:00:00,c,c_2
6019,2022-01-24 19:00:00,c,c_2
6020,2022-01-24 20:00:00,c,c_2
6021,2022-01-24 21:00:00,d,d_0
6022,2022-01-24 22:00:00,d,d_0
6023,2022-01-24 23:00:00,d,d_0
6024,2022-01-25 00:00:00,d,d_0
6025,2022-01-25 01:00:00,d,d_0
6026,2022-01-25 02:00:00,d,d_0
6027,2022-01-25 03:00:00,d,d_0
6028,2022-01-25 04:00:00,d,d_0
6029,2022-01-25 05:00:00,d,d_0
6030,2022-01-25 06:00:00,d,d_0
6031,2022-01-25 07:00:00,d,d_0
6032,2022-01-25 08:00:00,d,d_0
6033,2022-01-25 09:00:00,e,e_0
6034,2022-01-25 10:00:00,e,e_0
6035,2022-01-25 11:00:00,e,e_0
6036,2022-01-25 12:00:00,e,e_0
6037,2022-01-25 13:00:00,e,e_0
6038,2022-01-25 14:00:00,d,d_0
6039,2022-01-25 15:00:00,d,d_0
6040,2022-01-25 16:00:00,d,d_0
6041,2022-01-25 17:00:00,d,d_0
6042,2022-01-25 18:00:00,d,d_0
6043,2022-01-25 19:00:00,d,d_0
6044,2022-01-25 20:00:00,d,d_0
6045,2022-01-25 21:00:00,d,d_0
6046,2022-01-25 22:00:00,d,d_0
6047,2022-01-25 23:00:00,d,d_0
6048,2022-01-26 00:00:00,d,d_0
6049,2022-01-26 01:00:00,d,d_0
6050,2022-01-26 02:00:00,a,a_0
6051,2022-01-26 03:00:00,a,a_0
6052,2022-01-26 04:00:00,a,a_0
6053,2022-01-26 05:00:00,a,a_0
6054,2022-01-26 06:00:00,a,a_0
6055,2022-01-26 07:00:00,a,a_0
6056,2022-01-26 08:00:00,a,a_0
6057,2022-01-26 09:00:00,a,a_0
6058,2022-01-26 10:00:00,a,a_0
6059,2022-01-26 11:00:00,a,a_0
6060,2022-01-26 12:00:00,e,e_0
6061,2022-01-26 13:00:00,e,e_0
6062,2022-01-26 14:00:00,e,e_0
6063,2022-01-26 15:00:00,e,e_0
6064,2022-01-26 16:00:00,e,e_0
6065,2022-01-26 17:00:00,c,c_0
6066,2022-01-26 18:00:00,e,e_0
6067,2022-01-26 19:00:00,e,e_0
6068,2022-01-26 20:00:00,e,e_0
6069,2022-01-26 21:00:00,e,e_0
6070,2022-01-26 22:00:00,e,e_0
6071,2022-01-26 23:00:00,b,b_0
6072,2022-01-27 00:00:00,b,b_0
6073,2022-01-27 01:00:00,b,b_0
6074,2022-01-27 02:00:00,b,b_0
6075,2022-01-27 03:00:00,a,a_1
6076,2022-01-27 04:00:00,a,a_1
6077,2022-01-27 05:00:00,a,a_1
6078,2022-01-27 06:00:00,a,a_1
6079,2022-01-27 07:00:00,a,a_1
6080,2022-01-27 08:00:00,a,a_1
6081,2022-01-27 09:00:00,a,a_1
6082,2022-01-27 10:00:00,a,a_1
6083,2022-01-27 11:00:00,a,a_1
6084,2022-01-27 12:00:00,a,a_1
6085,2022-01-27 13:00:00,a,a_1
6086,2022-01-27 14:00:00,a,a_1
6087,2022-01-27 15:00:00,a,a_1
6088,2022-01-27 16:00:00,a,a_1
6089,2022-01-27 17:00:00,a,a_1
6090,2022-01-27 18:00:00,a,a_1
6091,2022-01-27 19:00:00,a,a_1
6092,2022-01-27 20:00:00,a,a_1
6093,2022-01-27 21:00:00,a,a_1
6094,2022-01-27 22:00:00,a,a_1
6095,2022-01-27 23:00:00,a,a_1
6096,2022-01-28 00:00:00,a,a_1
6097,2022-01-28 01:00:00,a,a_1
6098,2022-01-28 02:00:00,a,a_1
6099,2022-01-28 03:00:00,a,a_1
6100,2022-01-28 04:00:00,a,a_1
6101,2022-01-28 05:00:00,a,a_1
6102,2022-01-28 06:00:00,a,a_1
6103,2022-01-28 07:00:00,a,a_1
6104,2022-01-28 08:00:00,a,a_1
6105,2022-01-28 09:00:00,a,a_1
6106,2022-01-28 10:00:00,a,a_1
6107,2022-01-28 11:00:00,a,a_1
6108,2022-01-28 12:00:00,a,a_1
6109,2022-01-28 13:00:00,a,a_1
6110,2022-01-28 14:00:00,a,a_1
6111,2022-01-28 15:00:00,b,b_1
6112,2022-01-28 16:00:00,b,b_1
6113,2022-01-28 17:00:00,b,b_1
6114,2022-01-28 18:00:00,b,b_1
6115,2022-01-28 19:00:00,b,b_1
6116,2022-01-28 20:00:00,b,b_1
6117,2022-01-28 21:00:00,b,b_1
6118,2022-01-28 22:00:00,b,b_1
6119,2022-01-28 23:00:00,b,b_1
6120,2022-01-29 00:00:00,b,b_1
6121,2022-01-29 01:00:00,c,c_1
6122,2022-01-29 02:00:00,c,c_1
6123,2022-01-29 03:00:00,c,c_1
6124,2022-01-29 04:00:00,c,c_1
6125,2022-01-29 05:00:00,c,c_1
6126,2022-01-29 06:00:00,c,c_1
6127,2022-01-29 07:00:00,c,c_1
6128,2022-01-29 08:00:00,c,c_1
6129,2022-01-29 09:00:00,c,c_1
6130,2022-01-29 10:00:00,c,c_1
6131,2022-01-29 11:00:00,c,c_1
6132,2022-01-29 12:00:00,c,c_1
6133,2022-01-29 13:00:00,c,c_1
6134,2022-01-29 14:00:00,c,c_1
6135,2022-01-29 15:00:00,c,c_1
6136,2022-01-29 16:00:00,c,c_1
6137,2022-01-29 17:00:00,c,c_1
6138,2022-01-29 18:00:00,c,c_1
6139,2022-01-29 19:00:00,b,b_0
6140,2022-01-29 20:00:00,b,b_0
6141,2022-01-29 21:00:00,b,b_0
6142,2022-01-29 22:00:00,c,c_0
6143,2022-01-29 23:00:00,a,a_0
6144,2022-01-30 00:00:00,a,a_0
6145,2022-01-30 01:00:00,a,a_0
6146,2022-01-30 02:00:00,a,a_0
6147,2022-01-30 03:00:00,a,a_0
6148,2022-01-30 04:00:00,a,a_0
6149,2022-01-30 05:00:00,a,a_0
6150,2022-01-30 06:00:00,a,a_0
6151,2022-01-30 07:00:00,a,a_0
6152,2022-01-30 08:00:00,a,a_0
6153,2022-01-30 09:00:00,c,c_2
6154,2022-01-30 10:00:00,c,c_2
6155,2022-01-30 11:00:00,c,c_2
6156,2022-01-30 12:00:00,c,c_2
6157,2022-01-30 13:00:00,c,c_2
6158,2022-01-30 14:00:00,c,c_2
6159,2022-01-30 15:00:00,c,c_2
6160,2022-01-30 16:00:00,c,c_2
6161,2022-01-30 17:00:00,c,c_2
6162,2022-01-30 18:00:00,c,c_2
6163,2022-01-30 19:00:00,c,c_2
6164,2022-01-30 20:00:00,c,c_2
6165,2022-01-30 21:00:00,c,c_2
6166,2022-01-30 22:00:00,c,c_2
6167,2022-01-30 23:00:00,c,c_2
6168,2022-01-31 00:00:00,c,c_2
6169,2022-01-31 01:00:00,c,c_2
6170,2022-01-31 02:00:00,c,c_2
6171,2022-01-31 03:00:00,c,c_2
6172,2022-01-31 04:00:00,c,c_2
6173,2022-01-31 05:00:00,c,c_2
6174,2022-01-31 06:00:00,c,c_2
6175,2022-01-31 07:00:00,c,c_2
6176,2022-01-31 08:00:00,c,c_2
6177,2022-01-31 09:00:00,c,c_2
6178,2022-01-31 10:00:00,c,c_2
6179,2022-01-31 11:00:00,c,c_2
6180,2022-01-31 12:00:00,c,c_2
6181,2022-01-31 13:00:00,c,c_2
6182,2022-01-31 14:00:00,c,c_2
6183,2022-01-31 15:00:00,c,c_2
6184,2022-01-31 16:00:00,c,c_2
6185,2022-01-31 17:00:00,c,c_2
6186,2022-01-31 18:00:00,c,c_2
6187,2022-01-31 19:00:00,d,d_0
6188,2022-01-31 20:00:00,d,d_0
6189,2022-01-31 21:00:00,d,d_0
6190,2022-01-31 22:00:00,d,d_0
6191,2022-01-31 23:00:00,d,d_0
6192,2022-02-01 00:00:00,d,d_0
6193,2022-02-01 01:00:00,d,d_0
6194,2022-02-01 02:00:00,d,d_0
6195,2022-02-01 03:00:00,d,d_0
6196,2022-02-01 04:00:00,d,d_0
6197,2022-02-01 05:00:00,d,d_0
6198,2022-02-01 06:00:00,d,d_0
6199,2022-02-01 07:00:00,e,e_0
6200,2022-02-01 08:00:00,e,e_0
6201,2022-02-01 09:00:00,e,e_0
6202,2022-02-01 10:00:00,e,e_0
6203,2022-02-01 11:00:00,e,e_0
6204,2022-02-01 12:00:00,c,c_0
6205,2022-02-01 13:00:00,c,c_0
6206,2022-02-01 14:00:00,c,c_0
6207,2022-02-01 15:00:00,c,c_0
6208,2022-02-01 16:00:00,b,b_0
6209,2022-02-01 17:00:00,b,b_0
6210,2022-02-01 18:00:00,b,b_0
6211,2022-02-01 19:00:00,b,b_0
6212,2022-02-01 20:00:00,a,a_2
6213,2022-02-01 21:00:00,a,a_2
6214,2022-02-01 22:00:00,a,a_2
6215,2022-02-01 23:00:00,a,a_2
6216,2022-02-02 00:00:00,a,a_2
6217,2022-02-02 01:00:00,a,a_2
6218,2022-02-02 02:00:00,a,a_2
6219,2022-02-02 03:00:00,a,a_2
6220,2022-02-02 04:00:00,a,a_2
6221,2022-02-02 05:00:00,a,a_2
6222,2022-02-02 06:00:00,a,a_2
6223,2022-02-02 07:00:00,a,a_2
6224,2022-02-02 08:00:00,a,a_2
6225,2022-02-02 09:00:00,a,a_2
6226,2022-02-02 10:00:00,a,a_2
6227,2022-02-02 11:00:00,a,a_2
6228,2022-02-02 12:00:00,a,a_2
6229,2022-02-02 13:00:00,a,a_2
6230,2022-02-02 14:00:00,a,a_2
6231,2022-02-02 15:00:00,a,a_2
6232,2022-02-02 16:00:00,a,a_2
6233,2022-02-02 17:00:00,a,a_2
6234,2022-02-02 18:00:00,a,a_2
6235,2022-02-02 19:00:00,a,a_2
6236,2022-02-02 20:00:00,a,a_2
6237,2022-02-02 21:00:00,a,a_2
6238,2022-02-02 22:00:00,a,a_2
6239,2022-02-02 23:00:00,a,a_2
6240,2022-02-03 00:00:00,a,a_2
6241,2022-02-03 01:00:00,a,a_2
6242,2022-02-03 02:00:00,a,a_2
6243,2022-02-03 03:00:00,a,a_2
6244,2022-02-03 04:00:00,a,a_2
6245,2022-02-03 05:00:00,a,a_2
6246,2022-02-03 06:00:00,a,a_2
6247,2022-02-03 07:00:00,a,a_2
6248,2022-02-03 08:00:00,a,a_2
6249,2022-02-03 09:00:00,a,a_2
6250,2022-02-03 10:00:00,a,a_2
6251,2022-02-03 11:00:00,a,a_2
6252,2022-02-03 12:00:00,a,a_2
6253,2022-02-03 13:00:00,a,a_2
6254,2022-02-03 14:00:00,a,a_2
6255,2022-02-03 15:00:00,a,a_2
6256,2022-02-03 16:00:00,a,a_2
6257,2022-02-03 17:00:00,a,a_2
6258,2022-02-03 18:00:00,a,a_2
6259,2022-02-03 19:00:00,a,a_2
6260,2022-02-03 20:00:00,a,a_2
6261,2022-02-03 21:00:00,a,a_2
6262,2022-02-03 22:00:00,a,a_2
6263,2022-02-03 23:00:00,a,a_2
6264,2022-02-04 00:00:00,a,a_2
6265,2022-02-04 01:00:00,a,a_2
6266,2022-02-04 02:00:00,a,a_2
6267,2022-02-04 03:00:00,a,a_2
6268,2022-02-04 04:00:00,a,a_2
6269,2022-02-04 05:00:00,a,a_2
6270,2022-02-04 06:00:00,a,a_2
6271,2022-02-04 07:00:00,a,a_2
6272,2022-02-04 08:00:00,a,a_2
6273,2022-02-04 09:00:00,a,a_2
6274,2022-02-04 10:00:00,a,a_2
6275,2022-02-04 11:00:00,a,a_2
6276,2022-02-04 12:00:00,a,a_2
6277,2022-02-04 13:00:00,a,a_2
6278,2022-02-04 14:00:00,a,a_2
6279,2022-02-04 15:00:00,a,a_2
6280,2022-02-04 16:00:00,a,a_2
6281,2022-02-04 17:00:00,a,a_2
6282,2022-02-04 18:00:00,a,a_2
6283,2022-02-04 19:00:00,a,a_2
6284,2022-02-04 20:00:00,a,a_2
6285,2022-02-04 21:00:00,a,a_2
6286,2022-02-04 22:00:00,a,a_2
6287,2022-02-04 23:00:00,c,c_0
6288,2022-02-05 00:00:00,e,e_0
6289,2022-02-05 01:00:00,e,e_0
6290,2022-02-05 02:00:00,e,e_0
6291,2022-02-05 03:00:00,e,e_0
6292,2022-02-05 04:00:00,e,e_0
6293,2022-02-05 05:00:00,d,d_0
6294,2022-02-05 06:00:00,d,d_0
6295,2022-02-05 07:00:00,d,d_0
6296,2022-02-05 08:00:00,d,d_0
6297,2022-02-05 09:00:00,d,d_0
6298,2022-02-05 10:00:00,b,b_2
6299,2022-02-05 11:00:00,b,b_2
6300,2022-02-05 12:00:00,b,b_2
6301,2022-02-05 13:00:00,b,b_2
6302,2022-02-05 14:00:00,b,b_2
6303,2022-02-05 15:00:00,b,b_2
6304,2022-02-05 16:00:00,b,b_2
6305,2022-02-05 17:00:00,b,b_2
6306,2022-02-05 18:00:00,b,b_2
6307,2022-02-05 19:00:00,b,b_2
6308,2022-02-05 20:00:00,b,b_2
6309,2022-02-05 21:00:00,b,b_2
6310,2022-02-05 22:00:00,b,b_2
6311,2022-02-05 23:00:00,b,b_2
6312,2022-02-06 00:00:00,b,b_2
6313,2022-02-06 01:00:00,b,b_2
6314,2022-02-06 02:00:00,b,b_2
6315,2022-02-06 03:00:00,b,b_2
6316,2022-02-06 04:00:00,b,b_2
6317,2022-02-06 05:00:00,b,b_2
6318,2022-02-06 06:00:00,b,b_2
6319,2022-02-06 07:00:00,e,e_0
6320,2022-02-06 08:00:00,e,e_0
6321,2022-02-06 09:00:00,e,e_0
6322,2022-02-06 10:00:00,e,e_0
6323,2022-02-06 11:00:00,e,e_0
6324,2022-02-06 12:00:00,a,a_1
6325,2022-02-06 13:00:00,a,a_1
6326,2022-02-06 14:00:00,a,a_1
6327,2022-02-06 15:00:00,a,a_1
6328,2022-02-06 16:00:00,a,a_1
6329,2022-02-06 17:00:00,a,a_1
6330,2022-02-06 18:00:00,a,a_1
6331,2022-02-06 19:00:00,a,a_1
6332,2022-02-06 20:00:00,a,a_1
6333,2022-02-06 21:00:00,a,a_1
6334,2022-02-06 22:00:00,a,a_1
6335,2022-02-06 23:00:00,a,a_1
6336,2022-02-07 00:00:00,a,a_1
6337,2022-02-07 01:00:00,a,a_1
6338,2022-02-07 02:00:00,a,a_1
6339,2022-02-07 03:00:00,a,a_1
6340,2022-02-07 04:00:00,a,a_1
6341,2022-02-07 05:00:00,a,a_1
6342,2022-02-07 06:00:00,a,a_1
6343,2022-02-07 07:00:00,a,a_1
6344,2022-02-07 08:00:00,a,a_1
6345,2022-02-07 09:00:00,a,a_1
6346,2022-02-07 10:00:00,a,a_1
6347,2022-02-07 11:00:00,a,a_1
6348,2022-02-07 12:00:00,a,a_1
6349,2022-02-07 13:00:00,a,a_1
6350,2022-02-07 14:00:00,a,a_1
6351,2022-02-07 15:00:00,a,a_1
6352,2022-02-07 16:00:00,a,a_1
6353,2022-02-07 17:00:00,a,a_1
6354,2022-02-07 18:00:00,a,a_1
6355,2022-02-07 19:00:00,a,a_1
6356,2022-02-07 20:00:00,a,a_1
6357,2022-02-07 21:00:00,a,a_1
6358,2022-02-07 22:00:00,a,a_1
6359,2022-02-07 23:00:00,a,a_1
6360,2022-02-08 00:00:00,e,e_0
