,Unnamed: 0,Unnamed: 0.1,No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,PM2.5_cluster,PM10_cluster,TEMP_cluster,PRES_cluster,DEWP_cluster,RAIN_cluster,WSPM_cluster,time_set,wd_cluster,TEMP_cluster_cluster,PRES_cluster_cluster,DEWP_cluster_cluster,RAIN_cluster_cluster,WSPM_cluster_cluster,PM10_cluster_cluster
1688,3897,,3898,41.0,76.0,9.1392,41.2653,,71.0,28.6,1002.1,24.0,0.0,ESE,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 09:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_0
1689,3898,,3899,57.0,149.0,10.5672,46.6031,,90.0,30.1,1001.5,25.0,0.0,E,1.1,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 10:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_1_1
1690,3899,,3900,97.0,240.0,12.5664,44.3448,,130.0,32.0,1000.9,26.3,0.0,ENE,1.3,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 11:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_1_1
1691,3900,,3901,134.0,237.0,14.28,45.7819,,174.0,33.8,1000.3,26.3,0.0,E,1.5,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 12:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_1_1
1692,3901,,3902,154.0,232.0,15.4224,49.4773,,252.0,35.2,1000.0,24.5,0.0,SSW,2.2,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 13:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_1_1
1693,3902,,3903,150.0,203.0,17.136,37.1593,,338.0,35.1,1000.0,24.4,0.0,S,3.1,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-10 14:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,PM10_1_1
1694,3903,,3904,162.0,175.0,23.4192,28.742,,304.0,35.4,1000.0,25.0,0.0,SSE,2.1,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 15:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1695,3904,,3905,140.0,165.0,27.7032,20.53,,251.0,34.4,1000.0,23.7,0.0,SW,1.7,Dongsi,PM2.5_1,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 16:00:00,SW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1696,3905,,3906,131.0,144.0,31.9872,19.0929,,229.0,34.1,1000.4,23.5,0.0,S,1.3,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 17:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1697,3906,,3907,131.0,144.0,30.5592,20.53,,222.0,33.1,1000.8,23.4,0.0,SSW,1.9,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 18:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1698,3907,,3908,105.0,145.0,28.2744,21.5565,,215.9136,32.4,1001.1,24.4,0.0,SSW,2.8,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-10 19:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,PM10_1_1
1699,3908,,3909,,,,,,,31.5,1002.0,24.6,0.0,S,0.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 20:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1700,3909,,3910,,,,,,,30.6,1002.2,25.2,0.0,S,0.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 21:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1701,3910,,3911,,,,,,,30.0,1002.5,25.3,0.0,SSW,1.7,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 22:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1702,3911,,3912,,,,,,,30.1,1002.6,25.0,0.0,SSW,0.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-10 23:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1703,3912,,3913,,,,,,,29.6,1002.3,25.6,0.0,S,0.7,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 00:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1704,3913,,3914,,,,,,,29.1,1002.6,26.3,0.0,S,1.3,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 01:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1705,3914,,3915,,,,,,,28.7,1002.6,26.5,0.0,S,0.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 02:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1706,3915,,3916,,,,,,,27.7,1002.4,26.6,0.0,ESE,1.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 03:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1707,3916,,3917,,,,,,,27.9,1002.2,26.8,0.0,ENE,1.4,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 04:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1708,3917,,3918,,,,,,,27.4,1002.0,26.5,0.0,E,1.2,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 05:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1709,3918,,3919,,,,,,,27.5,1003.1,26.3,0.0,ESE,1.3,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 06:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1710,3919,,3920,,,,,,,28.3,1003.2,26.5,0.0,ESE,2.1,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 07:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1711,3920,,3921,,,,,,,27.4,1003.5,26.7,2.0,E,1.4,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 08:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1712,3921,,3922,,,,,,,27.9,1003.4,27.0,0.0,E,2.1,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 09:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1713,3922,,3923,,,,,,,29.3,1002.8,27.7,0.0,ESE,1.0,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 10:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1714,3923,,3924,,,,,,,30.8,1002.4,27.8,0.0,SSE,1.4,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 11:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_1,nan_0
1715,3924,,3925,,,,,,,31.8,1001.4,27.7,0.0,ESE,2.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-11 12:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,nan_0
1716,3925,,3926,,,,,,,31.6,1000.6,27.3,0.0,SE,2.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-11 13:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,nan_0
1717,3926,,3927,,,,,,,31.7,998.9,27.8,0.0,ESE,4.4,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-11 14:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,nan_0
1718,3927,,3928,,,,,,,30.3,1000.6,26.7,0.3,ESE,0.1,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 15:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1719,3928,,3929,,,,,,,26.0,1000.5,25.3,10.9,W,4.3,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_1,WSPM_1,2013-08-11 16:00:00,W_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_1_0,WSPM_1_0,nan_0
1720,3929,,3930,,,,,,,25.6,1001.3,25.1,2.2,WSW,0.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 17:00:00,WSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1721,3930,,3931,,,,,,,25.7,1000.9,25.2,0.3,NW,1.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 18:00:00,NW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1722,3931,,3932,,,,,,,25.6,1002.7,25.1,0.3,NW,1.3,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 19:00:00,NW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1723,3932,,3933,,,,,,,25.3,1002.5,24.6,0.3,SE,0.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 20:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1724,3933,,3934,,,,,,,25.1,1001.1,24.6,0.1,ESE,1.2,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 21:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,nan_0
1725,3934,,3935,,,,,,,25.4,1000.1,24.2,0.1,SE,2.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-11 22:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,nan_0
1726,3935,,3936,,,,,,,25.0,999.9,24.3,0.0,ENE,1.1,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-11 23:00:00,ENE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1727,3936,,3937,,,,,,,24.9,1001.3,24.2,0.0,WSW,1.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 00:00:00,WSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1728,3937,,3938,,,,,,,24.9,1001.9,24.0,0.0,SW,1.2,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 01:00:00,SW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1729,3938,,3939,,,,,,,24.6,1001.3,23.6,0.0,S,1.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 02:00:00,S_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1730,3939,,3940,,,,,,,24.4,1000.6,23.4,0.0,S,0.7,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 03:00:00,S_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1731,3940,,3941,,,,,,,24.3,1000.6,23.4,0.0,S,0.0,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 04:00:00,S_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1732,3941,,3942,,,,,,,24.4,1000.6,23.4,0.0,S,0.9,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 05:00:00,S_2,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1733,3942,,3943,,,,,,,24.7,1000.6,23.7,0.0,SSE,0.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 06:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1734,3943,,3944,,,,,,,25.1,1001.5,23.7,0.0,S,1.2,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 07:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1735,3944,,3945,,,,,,,25.8,1001.9,24.2,0.0,S,0.8,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 08:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1736,3945,,3946,,,,,,,26.4,1001.9,23.9,0.0,S,1.6,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 09:00:00,S_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1737,3946,,3947,,,,,,,27.3,1001.7,24.0,0.0,SE,2.0,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 10:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1738,3947,,3948,,,,,,,29.5,1001.3,24.1,0.0,SE,1.2,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 11:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1739,3948,,3949,,,,,,,29.1,1000.9,24.0,0.0,SSW,1.5,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 12:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1740,3949,,3950,,,,,,,29.8,1000.8,23.5,0.0,SSE,2.5,Dongsi,,,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 13:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,nan_0
1741,3950,,3951,3.0,3.0,,,,,29.5,1000.3,23.9,0.0,S,2.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 14:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1742,3951,,3952,3.0,3.0,8.568,23.1989,,123.0,29.9,999.9,23.8,0.0,SSE,2.0,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 15:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1743,3952,,3953,37.0,37.0,6.8544,22.3777,,127.0,29.6,999.7,24.2,0.0,S,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 16:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1744,3953,,3954,51.0,8.0,7.14,24.4307,,125.0,29.3,999.8,24.0,0.0,SW,1.1,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 17:00:00,SW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1745,3954,,3955,46.0,9.0,6.5688,31.0003,,108.0,29.0,1000.3,23.9,0.0,S,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 18:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1746,3955,,3956,52.0,23.0,6.5688,31.2056,,115.0,28.6,1000.8,24.2,0.0,S,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 19:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1747,3956,,3957,46.0,53.0,5.9976,32.6427,,105.0,27.5,1001.5,24.6,0.0,SSW,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 20:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1748,3957,,3958,46.0,53.0,7.14,35.3116,,85.0,27.4,1001.4,24.7,0.0,S,1.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 21:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1749,3958,,3959,52.0,55.0,6.5688,38.3911,,79.0,27.1,1001.1,24.6,0.0,SSE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 22:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1750,3959,,3960,69.0,71.0,7.14,40.0335,,78.0,26.4,1001.3,24.4,0.0,S,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-12 23:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1751,3960,,3961,96.0,71.0,7.7112,41.2653,,72.0,25.8,1001.4,24.2,0.0,SSW,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 00:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1752,3961,,3962,86.0,88.0,7.7112,48.0402,,62.0,25.2,1001.7,24.0,0.0,SSE,0.5,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 01:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1753,3962,,3963,100.0,88.0,7.4256,50.0932,,54.0,25.8,1002.3,24.2,0.0,S,2.0,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 02:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1754,3963,,3964,88.0,91.0,6.8544,54.4045,,43.0,25.7,1002.3,24.1,0.0,SSW,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 03:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1755,3964,,3965,82.0,91.0,7.14,38.8017,,48.0,25.4,1001.8,23.8,0.0,SSW,0.6,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 04:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1756,3965,,3966,75.0,49.0,8.2824,32.4374,,37.0,24.9,1001.9,24.0,0.0,SE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 05:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1757,3966,,3967,64.0,78.0,9.4248,44.5501,,22.0,25.6,1002.0,24.4,0.0,ESE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 06:00:00,ESE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1758,3967,,3968,64.0,78.0,11.9952,52.3515,,19.0,27.1,1002.0,24.7,0.0,E,0.7,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 07:00:00,E_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1759,3968,,3969,70.0,75.0,14.8512,59.537,,30.0,28.9,1001.5,25.1,0.0,SE,0.0,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 08:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1760,3969,,3970,75.0,81.0,18.8496,58.7158,,47.0,29.8,1001.3,24.9,0.0,S,1.3,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 09:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1761,3970,,3971,90.0,81.0,22.848,44.5501,,88.0,30.5,1001.0,24.4,0.0,SE,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 10:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1762,3971,,3972,87.0,64.0,19.992,42.0865,,110.0,30.4,1000.4,24.5,0.0,SE,1.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 11:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1763,3972,,3973,70.0,87.0,18.8496,33.0533,,141.0,31.3,1000.2,24.7,0.0,SE,2.2,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 12:00:00,SE_1,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1764,3973,,3974,75.0,84.0,17.9928,24.4307,,175.0,32.2,999.5,25.0,0.0,S,1.8,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 13:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1765,3974,,3975,91.0,98.0,15.9936,22.3777,,175.0,33.0,998.8,24.5,0.0,SSE,1.9,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 14:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1766,3975,,3976,78.0,81.0,14.8512,22.7883,,177.0,31.8,998.7,25.4,0.0,SE,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 15:00:00,SE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_2,PM10_0_1
1767,3976,,3977,93.0,122.0,14.28,21.9671,,176.0,31.4,999.0,25.0,0.0,SSW,2.8,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_1,2013-08-13 16:00:00,SSW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_1_0,PM10_1_1
1768,3977,,3978,97.0,110.0,13.0,23.0,1000.0,162.0,31.1,999.1,25.2,0.0,SSE,1.8,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 17:00:00,SSE_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1769,3978,,3979,102.0,119.0,13.0,22.0,1000.0,159.0,30.3,999.2,25.6,0.0,S,0.9,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 18:00:00,S_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
1770,3979,,3980,106.0,128.0,12.0,26.0,1200.0,157.0,29.8,1000.3,25.5,0.0,SW,1.5,Dongsi,PM2.5_0,PM10_1,TEMP_1,PRES_0,DEWP_1,RAIN_0,WSPM_0,2013-08-13 19:00:00,SW_0,TEMP_1_1,PRES_0_1,DEWP_1_1,RAIN_0_0,WSPM_0_0,PM10_1_1
