,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,No,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,PM2.5_cluster,PM10_cluster,TEMP_cluster,PRES_cluster,DEWP_cluster,RAIN_cluster,WSPM_cluster,time_set,wd_cluster
534,7135,,,,,,,7136,98.0,57.0,53.0,77.0,2400.0,7.0,-6.8,1027.6,-13.5,0.0,ESE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 07:00:00,ESE_0
535,7136,,,,,,,7137,76.0,91.0,52.0,79.0,1800.0,7.0,-2.2,1028.2,-14.3,0.0,N,1.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 08:00:00,N_0
536,7137,,,,,,,7138,94.0,96.0,68.0,91.0,2800.0,9.0,0.2,1028.7,-14.2,0.0,NNE,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 09:00:00,NNE_0
537,7138,,,,,,,7139,80.0,95.0,58.0,85.0,2500.0,10.0,2.9,1028.3,-13.9,0.0,NE,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 10:00:00,NE_0
538,7139,,,,,,,7140,78.0,78.0,57.0,80.0,2400.0,11.0,3.8,1027.7,-14.5,0.0,NE,2.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-23 11:00:00,NE_0
539,7140,,,,,,,7141,63.0,51.0,44.0,70.0,1800.0,17.0,5.0,1027.0,-13.9,0.0,E,2.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 12:00:00,E_0
540,7141,,,,,,,7142,61.0,51.0,36.0,61.0,1400.0,26.0,5.2,1026.5,-14.3,0.0,E,2.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 13:00:00,E_0
541,7142,,,,,,,7143,40.0,25.0,26.0,42.0,900.0,39.0,5.4,1026.6,-14.1,0.0,ENE,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 14:00:00,ENE_0
542,7143,,,,,,,7144,40.0,29.0,27.0,37.0,800.0,44.0,5.2,1027.1,-14.8,0.0,E,1.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 15:00:00,E_0
543,7144,,,,,,,7145,38.0,32.0,27.0,38.0,1100.0,46.0,3.6,1028.1,-14.2,0.0,SE,2.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 16:00:00,SE_0
544,7145,,,,,,,7146,39.0,25.0,26.0,40.0,1100.0,44.0,1.1,1028.8,-14.2,0.0,ESE,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 17:00:00,ESE_0
545,7146,,,,,,,7147,33.0,103.0,18.0,39.0,900.0,43.0,0.3,1029.5,-14.5,0.0,ESE,0.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 18:00:00,ESE_0
546,7147,,,,,,,7148,76.0,102.0,30.0,75.0,1400.0,17.0,-2.3,1030.2,-12.9,0.0,S,0.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 19:00:00,S_0
547,7148,,,,,,,7149,112.0,123.0,40.0,88.0,1800.0,9.0,-2.0,1030.8,-12.7,0.0,SSW,1.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 20:00:00,SSW_0
548,7149,,,,,,,7150,138.0,173.0,53.0,97.0,2400.0,10.0,-1.3,1031.2,-13.2,0.0,SSW,1.0,Dongsi,PM2.5_0,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 21:00:00,SSW_0
549,7150,,,,,,,7151,188.0,214.0,68.0,107.0,2900.0,9.0,-4.4,1031.4,-12.6,0.0,E,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 22:00:00,E_0
550,7151,,,,,,,7152,205.0,208.0,74.0,112.0,4400.0,8.0,-5.4,1031.6,-12.0,0.0,ENE,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-23 23:00:00,ENE_0
551,7152,,,,,,,7153,220.0,233.0,94.0,116.0,4500.0,9.0,-5.6,1031.7,-11.3,0.0,NE,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 00:00:00,NE_0
552,7153,,,,,,,7154,239.0,242.0,135.0,134.0,4600.0,10.0,-6.1,1031.7,-11.1,0.0,ENE,1.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 01:00:00,ENE_1
553,7154,,,,,,,7155,247.0,252.0,146.0,136.0,9400.0,10.0,-6.4,1031.8,-11.5,0.0,ENE,1.3,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 02:00:00,ENE_1
554,7155,,,,,,,7156,236.0,240.0,118.0,126.0,4900.0,9.0,-6.7,1031.7,-11.6,0.0,ENE,1.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 03:00:00,ENE_1
555,7156,,,,,,,7157,246.0,312.0,107.0,141.0,6100.0,12.0,-6.5,1031.4,-12.0,0.0,NE,1.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 04:00:00,NE_0
556,7157,,,,,,,7158,290.0,340.0,107.0,140.0,6900.0,12.0,-7.4,1031.6,-12.7,0.0,ENE,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 05:00:00,ENE_0
557,7158,,,,,,,7159,333.0,369.0,102.0,140.0,7800.0,13.0,-7.2,1032.1,-12.7,0.0,ENE,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 06:00:00,ENE_0
558,7159,,,,,,,7160,359.0,391.0,120.0,156.0,8400.0,15.0,-7.5,1032.1,-12.6,0.0,NE,0.8,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 07:00:00,NE_0
559,7160,,,,,,,7161,333.0,362.0,111.0,144.0,8100.0,16.0,-5.8,1032.6,-11.5,0.0,ENE,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 08:00:00,ENE_0
560,7161,,,,,,,7162,293.0,322.0,97.0,129.0,7500.0,16.0,-3.3,1032.5,-11.3,0.0,ENE,1.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 09:00:00,ENE_0
561,7162,,,,,,,7163,265.0,300.0,101.0,127.0,7000.0,13.0,-2.2,1032.2,-11.0,0.0,E,1.3,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 10:00:00,E_0
562,7163,,,,,,,7164,229.0,252.0,109.0,121.0,5800.0,11.0,-1.0,1031.2,-10.6,0.0,E,1.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 11:00:00,E_0
563,7164,,,,,,,7165,212.0,237.0,110.0,116.0,5400.0,10.0,0.1,1029.6,-9.6,0.0,ESE,1.3,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 12:00:00,ESE_0
564,7165,,,,,,,7166,204.0,224.0,103.0,116.0,5100.0,10.0,0.4,1028.7,-9.6,0.0,NE,1.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 13:00:00,NE_0
565,7166,,,,,,,7167,241.0,276.0,111.0,130.0,5300.0,11.0,0.7,1027.5,-8.8,0.0,ENE,1.3,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 14:00:00,ENE_0
566,7167,,,,,,,7168,286.0,335.0,120.0,151.0,6000.0,11.0,0.5,1027.7,-8.7,0.0,ENE,2.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 15:00:00,ENE_0
567,7168,,,,,,,7169,328.0,380.0,119.0,166.0,7500.0,11.0,-0.7,1027.3,-8.6,0.0,NE,1.0,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 16:00:00,NE_0
568,7169,,,,,,,7170,342.0,403.0,114.0,170.0,6500.0,10.0,-2.8,1027.6,-8.9,0.0,NE,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 17:00:00,NE_0
569,7170,,,,,,,7171,346.0,395.0,118.0,162.0,6100.0,10.0,-3.4,1027.7,-9.0,0.0,E,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 18:00:00,E_0
570,7171,,,,,,,7172,318.0,361.0,122.0,147.0,5800.0,9.0,-3.1,1027.7,-8.6,0.0,NE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 19:00:00,NE_0
571,7172,,,,,,,7173,288.0,334.0,125.0,152.0,5900.0,10.0,-3.0,1027.4,-8.7,0.0,ENE,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 20:00:00,ENE_0
572,7173,,,,,,,7174,299.0,330.0,128.0,154.0,6000.0,10.0,-3.8,1027.3,-9.0,0.0,NE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 21:00:00,NE_0
573,7174,,,,,,,7175,289.0,304.0,132.0,151.0,5700.0,10.0,-4.7,1027.2,-9.0,0.0,E,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 22:00:00,E_0
574,7175,,,,,,,7176,258.0,263.0,152.0,140.0,4900.0,9.0,-5.4,1026.8,-8.5,0.0,E,0.4,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-24 23:00:00,E_0
575,7176,,,,,,,7177,240.0,236.0,143.0,127.0,4600.0,8.0,-6.1,1025.8,-9.2,0.0,NE,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 00:00:00,NE_0
576,7177,,,,,,,7178,232.0,236.0,132.0,121.0,4600.0,9.0,-6.2,1025.4,-8.8,0.0,ENE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 01:00:00,ENE_0
577,7178,,,,,,,7179,246.0,254.0,145.0,126.0,4900.0,10.0,-5.8,1025.1,-9.4,0.0,ENE,1.4,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 02:00:00,ENE_0
578,7179,,,,,,,7180,261.0,262.0,158.0,133.0,5100.0,8.0,-6.4,1024.4,-9.3,0.0,ESE,0.7,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 03:00:00,ESE_0
579,7180,,,,,,,7181,274.0,289.0,164.0,144.0,4200.0,8.0,-5.8,1024.0,-9.5,0.0,ENE,0.8,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 04:00:00,ENE_0
580,7181,,,,,,,7182,261.0,265.0,138.0,150.0,3900.0,12.0,-6.3,1024.1,-9.8,0.0,NNE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 05:00:00,NNE_0
581,7182,,,,,,,7183,254.0,264.0,128.0,150.0,5100.0,10.0,-6.6,1024.5,-9.6,0.0,ENE,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 06:00:00,ENE_0
582,7183,,,,,,,7184,233.0,240.0,128.0,127.0,5000.0,10.0,-5.7,1024.7,-9.4,0.0,NE,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 07:00:00,NE_0
583,7184,,,,,,,7185,208.0,209.0,122.0,116.0,4400.0,9.0,-4.5,1024.9,-9.3,0.0,ENE,0.5,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 08:00:00,ENE_0
584,7185,,,,,,,7186,216.0,245.0,111.0,125.0,4400.0,9.0,-2.7,1024.6,-8.8,0.0,ENE,0.9,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 09:00:00,ENE_0
585,7186,,,,,,,7187,141.0,245.0,114.0,136.0,4900.0,11.0,-0.7,1023.5,-8.4,0.0,NNE,0.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 10:00:00,NNE_0
586,7187,,,,,,,7188,140.0,247.0,117.0,131.0,4600.0,11.0,1.0,1022.0,-8.8,0.0,NNW,1.1,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 11:00:00,NNW_0
587,7188,,,,,,,7189,246.0,256.0,114.0,134.0,4600.0,13.0,4.0,1020.5,-9.8,0.0,NW,1.6,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-25 12:00:00,NW_0
588,7189,,,,,,,7190,265.0,268.0,117.0,131.0,4600.0,17.0,6.4,1019.9,-12.7,0.0,WNW,3.2,Dongsi,PM2.5_1,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 13:00:00,WNW_0
589,7190,,,,,,,7191,267.0,162.0,114.0,141.0,4600.0,19.0,6.2,1020.1,-14.0,0.0,WNW,5.1,Dongsi,PM2.5_1,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 14:00:00,WNW_0
590,7191,,,,,,,7192,112.0,162.0,50.0,55.0,1500.0,46.0,5.3,1021.0,-15.3,0.0,NW,5.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 15:00:00,NW_0
591,7192,,,,,,,7193,50.0,69.0,36.0,33.0,700.0,56.0,4.4,1021.9,-15.5,0.0,NW,4.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 16:00:00,NW_0
592,7193,,,,,,,7194,38.0,96.0,23.0,28.0,600.0,59.0,2.6,1024.1,-18.2,0.0,WNW,6.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 17:00:00,WNW_1
593,7194,,,,,,,7195,31.0,101.0,20.0,28.0,600.0,55.0,1.0,1024.9,-20.1,0.0,WNW,10.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 18:00:00,WNW_1
594,7195,,,,,,,7196,20.0,250.0,9.0,20.0,400.0,58.0,-0.8,1026.4,-20.5,0.0,WNW,10.5,Dongsi,PM2.5_0,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 19:00:00,WNW_1
595,7196,,,,,,,7197,22.0,393.0,7.0,16.0,400.0,60.0,-1.9,1027.4,-20.3,0.0,NW,5.5,Dongsi,PM2.5_0,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 20:00:00,NW_0
596,7197,,,,,,,7198,15.0,186.0,6.0,18.0,400.0,54.0,-2.5,1028.2,-21.9,0.0,N,4.7,Dongsi,PM2.5_0,PM10_1,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 21:00:00,N_0
597,7198,,,,,,,7199,13.0,86.0,4.0,15.0,300.0,56.0,-3.0,1027.9,-22.3,0.0,NW,5.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 22:00:00,NW_0
598,7199,,,,,,,7200,11.0,91.0,4.0,15.0,300.0,56.0,-3.4,1028.0,-20.7,0.0,NW,4.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-25 23:00:00,NW_0
599,7200,,,,,,,7201,8.0,49.0,4.0,16.0,300.0,55.0,-3.4,1028.0,-20.2,0.0,WNW,4.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 00:00:00,WNW_0
600,7201,,,,,,,7202,10.0,27.0,5.0,17.0,300.0,55.0,-3.4,1028.4,-20.7,0.0,NNW,7.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 01:00:00,NNW_0
601,7202,,,,,,,7203,4.0,12.0,8.0,18.0,400.0,55.0,-3.7,1029.3,-20.5,0.0,NW,4.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 02:00:00,NW_0
602,7203,,,,,,,7204,5.0,8.0,7.0,19.0,300.0,55.0,-4.1,1030.0,-20.8,0.0,NNW,3.2,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 03:00:00,NNW_0
603,7204,,,,,,,7205,4.0,26.0,5.0,16.0,300.0,60.0,-4.3,1030.1,-21.0,0.0,NW,5.9,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 04:00:00,NW_1
604,7205,,,,,,,7206,3.0,6.0,6.0,20.0,300.0,57.0,-4.8,1030.6,-20.6,0.0,NW,5.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 05:00:00,NW_1
605,7206,,,,,,,7207,3.0,8.0,8.0,19.0,300.0,59.0,-4.6,1031.1,-21.2,0.0,NW,4.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 06:00:00,NW_1
606,7207,,,,,,,7208,5.0,9.0,12.0,23.0,300.0,55.0,-4.6,1032.0,-20.8,0.0,NNW,6.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 07:00:00,NNW_0
607,7208,,,,,,,7209,4.0,8.0,15.0,32.0,400.0,45.0,-3.9,1032.2,-20.6,0.0,N,2.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 08:00:00,N_0
608,7209,,,,,,,7210,9.0,12.0,14.0,32.0,400.0,47.0,-2.7,1032.3,-21.5,0.0,N,4.8,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 09:00:00,N_0
609,7210,,,,,,,7211,8.0,15.0,15.0,31.0,400.0,49.0,-1.9,1031.7,-21.4,0.0,NW,4.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 10:00:00,NW_0
610,7211,,,,,,,7212,12.0,44.0,12.0,23.0,400.0,56.0,-0.7,1030.7,-21.5,0.0,WNW,7.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 11:00:00,WNW_0
611,7212,,,,,,,7213,13.0,32.0,11.0,16.0,400.0,62.0,0.1,1029.7,-21.5,0.0,WNW,6.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 12:00:00,WNW_0
612,7213,,,,,,,7214,6.0,24.0,10.0,13.0,300.0,65.0,0.6,1029.0,-21.7,0.0,NW,7.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 13:00:00,NW_0
613,7214,,,,,,,7215,10.0,16.0,7.0,10.0,300.0,70.0,1.3,1028.8,-21.1,0.0,WNW,6.4,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 14:00:00,WNW_0
614,7215,,,,,,,7216,8.0,19.0,6.0,13.0,300.0,69.0,1.3,1028.9,-21.1,0.0,NW,4.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 15:00:00,NW_0
615,7216,,,,,,,7217,7.0,19.0,8.0,14.0,300.0,69.0,0.6,1029.5,-20.4,0.0,NW,5.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 16:00:00,NW_0
616,7217,,,,,,,7218,11.0,37.0,10.0,18.0,400.0,65.0,0.3,1029.9,-20.1,0.0,NNW,3.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 17:00:00,NNW_0
617,7218,,,,,,,7219,7.0,21.0,8.0,21.0,400.0,61.0,0.0,1030.2,-21.6,0.0,NNW,4.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 18:00:00,NNW_0
618,7219,,,,,,,7220,10.0,16.0,11.0,33.0,500.0,48.0,-0.4,1030.4,-21.9,0.0,N,3.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-26 19:00:00,N_0
619,7220,,,,,,,7221,12.0,18.0,12.0,40.0,600.0,40.0,-1.4,1030.4,-22.1,0.0,N,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-26 20:00:00,N_0
620,7221,,,,,,,7222,16.0,6.0,11.0,41.0,600.0,41.0,-1.9,1030.6,-21.4,0.0,ENE,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-26 21:00:00,ENE_0
621,7222,,,,,,,7223,9.0,6.0,8.0,40.0,600.0,42.0,-2.1,1030.4,-21.0,0.0,NNW,2.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-26 22:00:00,NNW_0
622,7223,,,,,,,7224,14.0,10.0,12.0,46.0,700.0,28.0,-1.7,1030.1,-20.7,0.0,NNW,2.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-26 23:00:00,NNW_0
623,7224,,,,,,,7225,13.0,10.0,12.0,46.0,700.0,28.0,-2.3,1030.0,-20.7,0.0,WNW,2.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-27 00:00:00,WNW_0
624,7225,,,,,,,7226,16.0,14.0,14.0,44.0,600.0,27.0,-2.1,1029.8,-20.5,0.0,NNW,3.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-27 01:00:00,NNW_1
625,7226,,,,,,,7227,15.0,8.0,18.0,49.0,800.0,22.0,-2.4,1029.8,-20.3,0.0,NNW,1.7,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 02:00:00,NNW_1
626,7227,,,,,,,7228,12.0,10.0,20.0,45.0,600.0,28.0,-3.0,1028.8,-20.3,0.0,NNW,1.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 03:00:00,NNW_1
627,7228,,,,,,,7229,10.0,10.0,21.0,44.0,600.0,28.0,-3.1,1028.7,-20.4,0.0,N,2.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 04:00:00,N_0
628,7229,,,,,,,7230,12.0,8.0,26.0,52.0,700.0,20.0,-3.2,1028.6,-20.5,0.0,NNW,3.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-27 05:00:00,NNW_0
629,7230,,,,,,,7231,13.0,11.0,23.0,48.0,700.0,26.0,-3.4,1028.7,-20.2,0.0,NW,4.1,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_1,2013-12-27 06:00:00,NW_0
630,7231,,,,,,,7232,10.0,10.0,21.0,43.0,600.0,30.0,-4.0,1029.0,-20.3,0.0,E,1.0,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 07:00:00,E_0
631,7232,,,,,,,7233,16.0,14.0,28.0,53.0,700.0,19.0,-2.5,1028.8,-19.4,0.0,NNW,1.6,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 08:00:00,NNW_2
632,7233,,,,,,,7234,17.0,19.0,29.0,60.0,900.0,11.0,-1.4,1028.6,-19.4,0.0,NNW,2.5,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 09:00:00,NNW_2
633,7234,,,,,,,7235,16.0,19.0,27.0,55.0,900.0,16.0,-0.7,1027.6,-19.8,0.0,NNW,2.3,Dongsi,PM2.5_0,PM10_0,TEMP_0,PRES_1,DEWP_0,RAIN_0,WSPM_0,2013-12-27 10:00:00,NNW_2
