,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
drizzle,1.21,1.32,1.4,0.28,1.5,0.61,0,0,0.66,2.0,1.32,1.08,0.92,2.27,0.34,1.09,0.0,2.56,1.52,2.5,1.03,1.67,2.78,0.61,2.5,1.62,1.54,1.59,2.07,1.33,1.51,1.48,1.31,0.41,0.0,0.98,1.47,0.98,0,0.5,1.32,0,1.96,0,0.0,0,0.63,2.14,1.13,2.42,0.62,2.6,1.4,0.66,0.91,1.1,2.51,1.5,1.19,0.35,1.23,0.51,0.45,1.05,0.4,1.14,0.84,0.17,2.74,1.7,0.24,0.0,2.51,0,0.65,0.37,0.76,0.0,0,0.0,1.59,0,0,0.0,0,0.0,1.54,0.0,1.59,0,0.84,0.0,1.33,0,1.85,2.09,1.51,0.41,0.0,0,1.49,0,0,1.15,0.0,0,0.0,0,0.33,0.41,0.42,0.0,0,0.0,0.98,0,0.98,1.47,0.95,0,0,0.0,0,0,1.32,0.5,0,0,0.43,0,0,1.96,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.63,1.72,2.01
heavy snow,0,1.49,0,1.74,0.81,0,1.4,0.97,0.55,1.91,1.83,1.06,0.57,1.52,0.47,1.03,0,1.22,1.73,1.44,1.82,0.63,1.3,2.96,0.0,2.35,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,1.72,0,0,1.36,0,0.0,0.54,2.02,0.92,1.66,1.03,1.24,1.74,1.4,1.29,0.57,1.44,1.79,0.48,0.25,0.99,0.12,0.5,1.84,0.69,1.06,0.46,0.0,1.49,0.65,0.6,0.0,0.0,0,2.91,1.4,0.28,0,0.18,0,2.36,0,0,0,0,1.02,0,0,0,0,0,2.38,0,0,0.0,0.0,0,0.95,0.0,1.72,0.0,0.0,2.06,0,0,0,0,1.51,0,0,0,0,0,0,0,1.43,0.0,0,1.06,0,0.0,0,0,0.94,1.72,0,0,0.0,0,0,0,0,0,0,0,0,1.36,0.0,0,0,0,0,0,0,0.0,0,1.48,1.59,1.82
heavy intensity rain,1.81,0.49,1.41,0.0,0.99,1.92,0.27,0,1.28,1.7,1.56,1.57,1.44,2.3,1.01,0.34,0.52,2.33,1.42,2.13,0.73,2.77,1.71,0,2.72,0.48,2.02,2.59,1.26,1.91,2.08,1.86,1.2,0.52,1.7,1.93,2.0,0.0,0,0,0,0.42,0.0,0,1.51,0,1.26,1.78,1.65,2.42,1.01,2.33,1.68,0.65,1.13,1.56,2.13,1.39,1.37,1.08,0.42,0.66,1.07,0.74,0,1.28,0.69,0.0,1.66,2.69,0.58,0.29,2.62,0.0,0,0.0,0.25,0,0,0.0,0.32,0,0,1.13,0.0,1.21,2.02,0.0,2.59,0,2.92,0,1.91,0,1.12,1.29,2.08,0.0,0,0,1.85,0.0,0,1.14,0.0,0,1.02,0,0.0,0.52,1.85,1.7,0,1.44,1.93,0,0.0,2.0,0.84,0,0,0.0,0,0,0,0,0,0,0.0,0.42,0,0.0,1.51,0.7,0.93,0,0,0,0,0.0,0.0,0,0,0,0,0,1.53,1.68,1.85
snow,0,1.8,0.0,1.79,1.92,0,1.35,0.84,0.95,2.15,2.37,1.55,0.88,1.92,0.0,2.47,0,1.93,1.71,1.72,2.34,1.3,1.34,2.54,1.5,3.3,0.7,0,0.31,0,0,0,0.0,0,0.0,0,0.0,0,0.67,3.47,2.3,0,0.83,0.0,0,0.0,0.93,2.29,1.44,2.01,1.22,1.97,2.34,1.6,1.76,0.83,1.72,1.85,0.75,0.0,2.51,0.0,0.54,2.35,0.34,0.96,0.44,0.0,1.37,1.26,0,0,1.52,0,2.66,2.25,0.0,1.18,0.0,0,3.27,0.28,0.0,0,0,0.52,0.7,0.0,0,0,0.0,4.89,0,0,0.41,0.32,0,1.35,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,2.03,0,0.67,0,0,0.0,2.3,3.47,0,0,0,0,0,0.83,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,1.82,1.55,2.02
proximity shower rain,2.06,0.95,1.4,0.29,1.08,1.76,0,0,1.53,1.52,1.41,1.93,1.55,2.57,0.71,0.9,0,2.56,1.88,2.56,0.64,2.64,1.5,0,1.68,1.02,3.47,2.94,1.72,1.53,1.7,2.21,1.32,0,0,1.92,0.0,2.98,0,0,0,0.0,0,0,0,0,1.5,1.62,2.1,2.63,1.4,2.6,1.7,0.0,0.81,1.75,2.56,1.8,1.88,1.26,0.83,0.85,0.62,0.65,0.0,0.0,0.0,0.0,1.41,2.69,0.3,0,1.76,0,0,1.72,0,0.0,0,0,1.03,0,0,0,0,0.85,3.47,0,2.94,0,0.0,0,1.53,0,1.22,1.74,1.7,0,0,0,2.23,0,0,1.34,0.0,0,0.0,0,0,0,0.0,0,0,0,1.92,0,2.98,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,1.25,1.62
thunderstorm,2.11,0.36,1.5,0,0.53,2.09,0,0,2.2,1.43,1.68,2.13,2.14,2.33,1.42,0,0.98,2.28,1.1,2.02,0.89,2.8,1.09,0,2.31,0,2.27,3.16,0.51,1.45,2.68,2.25,1.32,0,2.06,2.48,2.16,0,0,0,0,0,0.0,0,0,0,2.17,1.49,2.1,2.34,2.14,2.29,1.98,0.0,1.02,2.16,2.02,1.15,1.66,1.08,0,0.0,2.09,0.9,0,0.57,0.71,0,1.18,2.71,1.19,0.93,2.21,0.0,0,0,0,0,0,0.0,0,0,0,1.03,0,0.0,2.27,0,3.16,0,2.86,0,1.45,0,0.0,0.52,2.68,0,0,0,2.26,0,0,1.33,0,0,1.48,0,0,0,0.0,2.06,0,0,2.48,0,0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,1.85,2.22
heavy intensity drizzle,1.68,1.1,1.88,0.0,1.98,0.54,0,0,0,2.66,1.9,1.03,1.0,2.83,0,0.97,0,3.51,1.59,3.18,0.76,2.8,3.66,0.0,4.4,0.0,2.54,0.0,3.98,0.0,0,1.83,0,0,0.0,2.24,5.5,0,0,0,0,0,0,0,0.0,0,0,2.79,0.96,3.12,0.0,3.58,1.52,0,0.0,1.09,3.18,1.74,0.5,0,1.09,0.0,0.0,0.77,0,2.37,0.99,0,3.73,2.87,0,0,4.46,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.94,2.55,0,0.0,0,0,0,0.0,0,1.91,4.17,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2.24,0,0,5.5,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,2.23,2.3
thunderstorm with heavy rain,2.24,0.5,1.42,0,0.82,3.79,0,0,2.07,2.14,2.22,2.98,4.18,2.57,1.66,0.63,1.39,2.42,0.0,2.03,0.76,4.21,1.17,0,3.7,0.0,2.08,3.65,1.1,3.23,2.21,3.61,1.98,0,2.35,2.43,0.0,0,0,0,0,1.72,0,0,0.0,0,2.02,2.22,2.97,2.85,0.0,2.49,2.05,0.0,0.0,3.63,2.03,0.0,0.46,0.0,0.71,0.0,0.0,0.85,0,1.62,0.0,0,1.19,4.25,1.27,0,3.74,0,0,0,0,0,0,0,0.0,0,0,0.76,0,0.0,2.08,0,3.65,0,0.0,0,3.23,0,0,1.11,2.21,0.0,0,0,3.63,0,0,2.0,0,0,0,0,0,0,0.0,2.35,0,0,2.43,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,2.12,2.79
thunderstorm with light rain,2.36,0.44,1.61,0.0,1.0,2.48,0,0,1.86,1.86,1.94,2.58,3.34,2.49,1.94,0.0,1.22,2.41,1.74,2.0,0,3.55,1.76,0,2.59,0,2.43,2.46,0.0,3.68,2.78,2.5,3.69,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,1.98,1.91,2.85,2.87,1.51,2.45,2.37,0.0,0.0,3.51,2.0,1.44,1.12,2.35,0,0.77,0.0,0,0,0.81,0.59,0.0,1.79,3.61,0.84,0,2.68,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2.43,0,2.46,0,0.0,0,3.68,0,0,0.0,2.78,0,0,0,2.51,0,0,3.72,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,2.07,2.77
proximity thunderstorm with rain,2.59,0.73,2.0,0,1.02,1.23,0,0,2.25,2.19,1.84,2.01,1.8,3.41,0,0,0.0,2.77,1.94,2.61,0.0,3.57,2.07,0,3.48,0,2.31,2.72,1.96,1.93,6.23,2.99,2.05,0,0,0.0,2.54,0,0,0,0,0,0,0,0,0,2.2,2.29,2.11,3.54,1.16,2.82,1.84,0.0,0.87,2.62,2.61,2.03,3.35,0,0,0.0,0,0.0,0,0.83,0.83,0,2.11,3.48,0,0,3.53,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,2.32,0,2.72,0,0.0,0,1.93,0,0,1.98,6.23,0,0,0,3.01,0,0,2.07,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,2.37,2.46
thunderstorm with rain,2.45,0,1.77,0,0.69,2.64,0,0,1.96,2.44,1.98,2.8,2.89,2.63,0.0,0,0.84,2.89,1.42,2.24,1.23,3.87,1.31,0,4.4,0.0,2.06,3.66,0,5.01,1.58,2.3,2.75,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1.95,2.53,2.86,2.94,2.24,2.94,2.19,0,0.0,3.41,2.25,1.48,1.72,0,0,0,0,1.25,0,0.0,0.0,0,1.33,3.81,0.0,0,4.46,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2.06,0,3.66,0,1.4,0,5.01,0,0,0,1.58,0,0,0,2.32,0,0,2.77,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.32,2.89
smoke,3.11,0,2.28,0,1.25,2.43,0,0,1.2,3.1,0.0,2.16,0.0,4.4,0.0,0,0,4.5,3.81,4.29,0.0,0,0.0,0,4.93,0,0,0,0,0,0,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,1.17,3.31,0.79,4.76,0.0,4.58,0,0,0.0,0.0,4.29,3.88,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,7.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,2.17,2.6
very heavy rain,2.72,0,0.68,0.0,0,4.48,1.39,0,3.1,2.18,2.67,1.95,2.31,2.33,0.0,0.96,2.1,2.11,0,2.11,0,4.04,0,0,4.39,0.0,0,3.51,0,4.2,0.0,0.0,0.0,0,3.34,0.0,0.0,0,0,0,0,0.0,0,0,0,0,2.68,2.39,1.36,2.67,0.0,2.15,0.0,0,0.0,2.23,2.11,0,1.54,0.0,1.08,0.0,1.35,0,0,0.0,0,0.0,0,4.14,0.0,0,4.45,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,3.51,0,0.0,0,4.2,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,3.34,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,1.76,2.7
thunderstorm with light drizzle,2.45,1.03,2.47,0,0.0,1.82,0,0,0.0,2.69,0.0,0.0,0.0,3.41,0,0.0,0.0,3.9,0.0,3.25,1.94,4.8,2.94,0,4.99,0,0.0,5.68,4.87,3.96,0.0,0.0,0,0,0.0,4.64,3.85,0,0,0,0,0,0,0,0,0,0.0,2.87,0,3.69,0.0,3.97,0.0,0,0.0,0.0,3.25,0.0,0.0,0,0.0,0,0.0,1.96,0,0,0,0,2.99,4.66,0,0,5.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.68,0,0.0,0,3.96,0,0,4.92,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4.64,0,0,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,2.33,2.73
proximity thunderstorm with drizzle,2.22,0,2.4,0,2.03,0.0,0,0,0.0,2.77,0.0,0.0,0.0,4.48,0,0,0,4.32,0.0,2.99,0.0,3.96,4.4,0,4.06,0,0,3.53,2.6,0,0.0,3.31,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,2.95,0.0,5.18,0,4.39,0.0,0,0,0.0,2.99,0.0,1.55,0,0,0.0,0,0.0,0,0.0,0,0,4.48,3.7,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0.0,0,0,0,0,2.63,0.0,0,0,0,3.33,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,3.08,2.75
light intensity shower rain,2.63,0.0,2.28,0,1.17,2.59,0,0,2.25,0.68,2.57,4.21,2.23,3.73,0,0,0,3.57,0.0,3.13,0,0,2.37,0,0.0,0,1.74,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,0,0,0,0,0,2.2,0.73,4.77,3.32,0,3.63,3.16,0,0.0,3.23,3.13,0.0,2.72,0,0,0,1.59,0,0,0,0,0,2.41,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.74,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,2.32,2.78
light shower snow,0,1.87,0,2.03,0,0,2.64,0,1.84,1.52,0.0,0,0.0,2.15,0.0,4.07,0,0,2.76,0.0,0,2.38,0,0,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,0,0,0,0,1.8,1.63,0,2.33,0,0,0.0,0,0,0.0,0.0,2.89,0,0,3.07,0,0,0,0,0,0,0,0,2.44,0.0,0,0,0,0,4.25,0,0.0,0,0,4.48,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0.0,2.28
shower drizzle,0,2.85,0,2.75,0,0,1.83,0,0,3.51,0.0,0,0,3.27,0,3.91,0,5.56,0,5.95,3.07,5.27,3.99,0,0,4.33,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0.0,0.0,0,0,0,3.75,0,3.54,0,5.66,0.0,0,0,0,5.95,0,0.0,0,4.39,0,0,3.11,0,0,0,0,4.05,5.4,0,0,0,0,0,2.67,0,0,0,0,4.37,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3.55,1.73,2.87
light rain and snow,0,3.35,0,0,0.0,0,0,0,0,3.09,0.0,0.0,0,3.58,0,2.4,0,5.28,0,0.0,1.89,0,4.66,2.01,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,3.3,0,3.87,0.0,5.38,0.0,0,0,0,0.0,0,0,0,2.7,0,0,1.91,0,0,0,0,4.74,0,0,0,0,0,2.15,0,0.0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1.95,2.45
SQUALLS,3.06,0.0,2.01,0,0.0,0.0,0,0,1.88,2.46,0.0,3.55,0.0,3.04,0.0,0,0.0,3.41,0,4.49,0,5.24,0,0,6.85,0,0.0,0,0,4.39,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.5,2.96,2.48,4.05,0.0,3.47,0.0,0,0,0.0,4.49,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,5.38,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.12,3.99
sleet,0,3.6,0,0,0,0,0,0,0,2.84,0.0,0,0,3.51,0,0.0,0,3.49,0,5.19,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.03,0,3.8,0,3.55,0.0,0,0,0,5.19,0,3.24,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0.0,2.13
freezing rain,0,2.84,0,2.94,0,0,0,0,0,3.93,0,0,0,0.0,0,3.57,0,3.66,0.0,0.0,4.03,0,0,4.3,0,4.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0.0,0,3.73,0,0,0,0,0.0,0.0,0,0,4.01,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,4.89,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97,0.0,2.12
thunderstorm with drizzle,2.79,0.0,0,0,2.99,0.0,0,0,0,3.93,0.0,0.0,0,0.0,0,0,0,3.66,0,0,0.0,0.0,0.0,0,4.5,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0.0,0.0,0.0,3.73,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,2.57,0.0
shower snow,0,0.0,0,4.16,0,0,0,0,0.0,4.22,4.32,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.5,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46,0.0,0
sky is clear_0,0.97,0.73,0.94,0.73,0.86,0.93,0.73,0.72,1.32,0.56,0.63,0.87,1.08,0.64,0.97,0.48,0.88,0.41,0.68,0.41,0.43,0.46,0.26,0.26,0.38,0.19,0.31,0.28,0.12,0.32,0.24,0.14,0.31,0.25,0.31,0.12,0.0,0.1,0.13,0,0,0.36,0,0,0.0,0.0,1.35,0.53,0.91,0.6,0.53,0.42,0.65,0.36,0.39,1.03,0.41,0.68,0.49,0.75,0.43,0.67,0.76,0.44,0.25,0.49,0.37,0.31,0.27,0.45,0.99,0.5,0.38,0.37,0.19,0.37,0.24,0.37,0.19,0.25,0.19,0.42,0.08,0.14,0.13,0.4,0.31,0.08,0.28,0.05,0.25,0.31,0.32,0.0,0.06,0.08,0.24,0.21,0.33,0.17,0.14,0.1,0.19,0.33,0.31,0.1,0.18,0.1,0.25,0.25,0.0,0.31,0.15,0.0,0.12,0,0.1,0.0,0.0,0.0,0.13,0.07,0,0.0,0,0,0.0,0.0,0.0,0.36,0.19,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.05,1.04,1.23
mist_0,1.0,1.04,1.03,0.98,0.91,0.67,0.78,0.5,0.85,1.71,1.07,0.82,0.67,1.6,0.44,1.23,0.21,1.7,1.35,1.64,1.53,1.46,1.56,1.11,1.75,1.55,1.03,1.42,1.35,1.24,1.24,1.09,0.89,0.19,0.89,1.14,1.18,0.0,0.58,0.79,0.91,0.33,0.8,0.8,1.29,0.27,0.83,1.79,0.84,1.7,0.48,1.73,1.12,0.51,0.79,0.72,1.64,1.4,0.78,0.39,1.35,0.25,0.48,1.55,0.26,1.17,1.02,0.37,1.57,1.48,0.43,0.11,1.77,0.06,1.17,0.98,0.68,0.54,0.14,0.36,1.55,0.31,0.09,0.55,0.3,0.54,1.03,0.43,1.42,0.08,0.83,0.76,1.24,0,0.78,1.36,1.24,0.67,0.28,0.39,1.09,0.22,0.54,0.85,0.21,0.21,0.4,0.37,0.51,0.19,0.69,0.89,0.69,0.49,1.14,0.37,0.0,1.18,0.62,0.21,0.58,0.0,0,0.0,0.91,0.79,0.0,0,0.42,0.33,0.0,0.8,1.29,0.37,0.62,0,0.8,0.0,0.0,0,0.0,0,0,0,0.27,0,1.18,1.5,1.61
broken clouds_0,1.14,0.95,1.11,0.95,1.02,0.96,0.92,0.76,1.33,1.11,1.36,1.55,1.47,1.11,1.1,0.74,0.35,0.84,0.91,0.93,0.87,0.78,0.61,0.55,0.65,0.33,0.81,0.67,0.35,0.52,0.5,0.6,0.44,0.48,0.49,0,0.42,0.32,0,0.0,0.0,0.51,0,0,0.0,0,1.31,1.04,1.67,1.1,0.83,0.85,1.45,0.63,0.94,1.49,0.93,0.88,0.86,0.81,0.73,0.79,1.09,0.86,0.68,0.92,0.75,0.46,0.58,0.79,1.11,0.35,0.67,0.62,0.53,0.54,0.6,0.42,0.26,0.32,0.33,0.36,0.15,0.3,0.23,0.46,0.81,0.44,0.67,0.17,0.26,0.46,0.52,0.0,0.38,0.36,0.5,0.59,0.76,0.34,0.61,0.0,0.46,0.44,0.56,0.0,0.38,0.47,0.0,0.48,0.14,0.49,0,0.0,0,0,0.32,0.42,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.51,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,1.2,1.39
light rain_0,1.23,1.04,1.18,0.54,1.11,1.0,0.35,0.39,0.94,1.55,1.34,1.28,1.02,1.89,0.58,0.97,0.55,1.95,1.16,1.82,1.01,1.59,1.78,0.68,1.63,0.98,1.01,1.47,1.45,1.29,1.32,1.16,1.25,0.37,0.73,0.9,0.79,0.96,0.33,0.8,0.75,0.35,1.22,0.33,0.0,0,0.96,1.62,1.3,2.01,0.88,1.98,1.44,0.59,0.97,1.01,1.82,1.21,1.0,0.45,1.07,0.58,0.77,1.01,0.34,0.91,0.7,0.47,1.78,1.59,0.62,0.16,1.64,0.18,0.72,0.58,0.74,0.62,0.0,0.94,0.99,0.16,0.16,0.49,0.29,0.79,1.02,0.3,1.47,0,0.89,0.16,1.29,0,0.95,1.44,1.32,0.49,0.24,0,1.18,0.16,0.24,1.21,0.0,0,0.4,0.0,0.79,0.37,0.49,0.73,0,0.63,0.9,0,0.96,0.79,0.53,0.0,0.33,0,0,0,0.75,0.8,0,0,0.66,0.35,0,1.22,0.0,0.0,0.88,0,0.33,0,0.0,0.0,0,0.0,0,0,0,0,1.36,1.34,1.58
