,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
proximity thunderstorm with rain,2.31,0.17,1.96,0.0,0.31,0.72,0.0,0.0,0.58,1.73,0.73,0.8,0.47,3.21,0.0,0.0,0.34,3.75,0.62,3.23,0.0,6.95,1.99,0.0,7.52,0.0,6.69,6.72,2.76,7.64,17.66,13.94,8.06,0.0,0.0,4.41,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.97,0.96,3.54,0.48,3.85,0.82,0.81,0.57,0.81,3.23,0.69,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.5,0.0,2.1,6.9,0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,6.69,0.0,6.72,0.0,13.4,0.0,7.64,0.0,0.0,2.84,17.66,0.0,0.0,0.0,14.23,0.0,0.0,8.64,0.0,0.0,0.0,0.0,0.0,0.0,10.19,0.0,0.0,0.0,4.41,0.0,0.0,9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.33,1.04
thunderstorm with rain,2.6,0.0,1.16,0.0,0.15,2.19,0.0,0.0,0.76,1.96,0.72,1.32,1.2,2.35,0.0,0.0,0.47,3.67,0.44,2.17,0.68,8.37,0.93,0.0,8.61,0.69,3.13,7.09,0.0,17.17,4.96,7.35,11.33,0.0,0.0,0.0,13.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.53,0.0,0.75,2.22,1.48,2.61,1.35,3.77,1.15,0.0,0.4,2.09,2.17,0.48,2.57,0.0,0.0,0.0,0.0,0.7,0.0,0.48,0.7,0.0,0.98,8.21,0.0,0.0,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,0.0,7.09,0.0,3.77,0.0,17.17,0.0,0.0,0.0,4.96,0.0,0.0,0.0,7.5,0.0,0.0,12.14,0.0,0.0,17.14,0.0,0.0,0.0,14.32,0.0,0.0,0.0,0.0,0.0,0.0,13.36,17.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.19,1.14
smoke,2.92,0.0,2.15,0.0,0.81,1.56,0.0,0.0,0.35,1.45,0.0,0.87,0.0,1.45,0.39,0.0,0.0,2.07,7.69,2.92,1.25,0.0,3.45,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.71,0.25,1.75,3.13,2.12,0.0,0.0,0.0,0.0,2.92,8.06,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,3.64,0.0,0.81,0.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.96,1.09
very heavy rain,2.67,0.0,0.22,0.0,0.0,5.19,0.97,0.0,0.78,1.45,0.84,0.77,0.9,1.61,1.3,0.5,3.88,1.31,0.0,0.81,0.0,7.89,0.0,0.0,9.66,1.43,0.0,9.71,0.0,22.06,0.0,5.03,7.76,0.0,35.47,12.75,13.73,0.0,0.0,0.0,0.0,89.27,0.0,0.0,0.0,0.0,1.18,1.71,0.55,1.71,1.39,1.35,1.58,0.0,0.0,1.17,0.81,0.0,1.76,1.9,0.68,1.16,0.89,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.9,0.0,9.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0,23.22,0.0,22.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14,0.0,0.0,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.47,0.0,0.0,12.75,0.0,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96,1.05
thunderstorm with light drizzle,2.06,0.3,2.09,0.0,0.36,0.83,0.0,0.0,0.31,2.12,1.01,0.0,0.54,2.17,0.0,0.0,1.16,5.11,1.08,3.41,1.67,11.19,3.07,0.0,11.59,0.0,11.59,20.39,14.37,15.88,6.12,18.12,0.0,0.0,0.0,30.61,32.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,2.51,0.0,2.63,0.0,5.26,1.89,0.0,0.98,0.47,3.41,1.19,1.06,0.0,0.0,0.0,1.07,1.73,0.0,0.0,0.0,0.0,3.24,11.04,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59,0.0,20.39,0.0,18.58,0.0,15.88,0.0,0.0,14.79,6.12,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.61,0.0,0.0,32.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.15,0.87
proximity thunderstorm with drizzle,1.32,0.0,1.81,0.0,1.66,0.48,0.0,0.0,0.18,2.23,0.88,0.54,0.62,3.35,0.0,0.0,0.0,5.9,0.0,3.37,0.0,7.94,7.08,0.0,6.69,0.0,0.0,6.72,11.05,0.0,14.13,13.94,0.0,0.0,0.0,35.31,38.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,2.63,0.77,4.05,0.0,6.07,1.64,0.0,0.0,0.54,3.37,0.0,1.22,0.0,0.0,1.6,0.0,0.0,0.0,2.71,0.0,0.0,7.47,7.43,0.0,0.0,6.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.0,10.72,0.0,0.0,0.0,0.0,11.37,14.13,0.0,0.0,0.0,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.31,0.0,0.0,38.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,1.33,1.12
light intensity shower rain,2.38,0.0,1.81,0.0,0.42,1.44,0.0,0.0,0.54,0.22,0.88,2.14,0.93,2.79,0.0,0.0,0.0,4.09,1.87,3.37,0.0,0.0,2.66,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.26,3.07,2.36,0.0,4.2,1.64,0.0,1.13,1.62,3.37,2.07,3.66,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.83,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.88,1.01
light shower snow,0.0,1.24,0.0,1.0,0.0,0.0,4.79,0.0,0.42,0.79,0.0,0.0,0.0,0.99,0.0,9.05,0.0,0.0,3.68,0.0,0.0,2.35,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.93,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.0,0.0,9.25,0.0,46.2,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.52,0.8
shower drizzle,0.0,3.03,0.0,1.84,0.0,0.0,1.46,0.0,0.0,2.89,0.0,0.0,0.0,2.42,0.0,7.55,0.0,3.93,0.0,4.87,4.17,6.45,3.84,0.0,0.0,12.84,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.29,0.0,0.0,151.58,217.14,0.0,0.0,0.0,3.42,0.0,2.92,0.0,4.04,0.0,0.0,0.0,0.0,4.87,0.0,7.92,0.0,10.24,0.0,0.0,4.31,0.0,0.0,0.0,0.0,4.04,6.9,0.0,0.0,0.0,0.0,0.0,5.65,0.0,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.29,0.0,0.0,0.0,0.0,0.0,151.58,0.0,0.0,0.0,0.0,217.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.64,1.21
light rain and snow,0.0,4.55,0.0,0.0,0.9,0.0,0.0,0.0,0.0,2.41,1.27,1.16,0.0,3.02,0.0,3.02,0.0,4.92,0.0,0.0,2.09,0.0,7.68,4.38,0.0,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.29,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,3.65,4.17,5.06,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.16,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,5.06,0.0,19.76,0.0,0.0,0.0,8.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.64,0.49
SQUALLS,2.58,0.0,0.98,0.0,0.0,4.67,0.0,0.0,0.58,1.45,1.9,1.74,0.0,1.81,1.96,0.0,0.0,2.95,0.0,3.65,0.0,9.68,0.0,0.0,10.86,0.0,0.0,0.0,0.0,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.71,1.25,2.19,3.13,3.03,3.55,0.0,0.0,0.0,3.65,0.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.35,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.96,1.09
sleet,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.27,0.0,0.0,2.42,0.0,0.0,0.0,3.93,0.0,4.87,0.0,0.0,3.84,0.0,0.0,8.56,0.0,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,0.0,2.92,0.0,4.04,2.37,0.0,0.0,0.0,4.87,0.0,5.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,0.0,0.0,0.0,8.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.64,0.49
freezing rain,0.0,2.27,0.0,2.76,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,1.81,0.0,4.53,0.0,2.95,4.05,3.65,6.26,0.0,0.0,13.14,0.0,12.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,2.19,0.0,3.03,0.0,0.0,0.0,0.0,3.65,4.48,0.0,0.0,6.15,0.0,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.18,0.0,0.0,0.0,0.0,0.0,13.26,0.0,0.0,0.0,0.0,35.19,0.0,0.0,0.0,0.0,0.0,76.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.96,0.73
thunderstorm with drizzle,1.72,2.27,0.0,0.0,2.7,3.12,0.0,0.0,0.0,2.89,1.9,3.48,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,6.45,0.0,0.0,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,2.49,0.0,6.25,3.03,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,6.9,0.0,0.0,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.96,1.46
shower snow,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,2.89,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,0.0,25.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0,0.0,0.0,0.0,14.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.92,0.0
sky is clear_0,1.14,0.75,1.17,0.82,1.14,1.41,1.06,1.57,1.9,0.26,0.4,0.73,1.18,0.3,1.33,0.26,2.41,0.14,0.48,0.13,0.25,0.28,0.05,0.11,0.14,0.05,0.2,0.19,0.01,0.21,0.18,0.05,0.24,0.42,0.45,0.05,0.0,0.07,0.12,0.0,0.0,0.6,0.0,0.0,0.0,0.0,1.95,0.2,0.85,0.26,0.51,0.14,0.49,0.28,0.31,1.21,0.13,0.45,0.39,1.18,0.19,1.09,1.12,0.25,0.17,0.39,0.37,0.32,0.05,0.27,1.61,0.97,0.14,0.71,0.07,0.3,0.25,0.45,0.15,0.2,0.05,0.32,0.07,0.15,0.17,0.57,0.2,0.07,0.19,0.03,0.36,0.27,0.21,0.11,0.02,0.01,0.18,0.27,0.57,0.1,0.06,0.18,0.2,0.26,0.7,0.35,0.47,0.14,0.42,0.42,0.16,0.45,0.18,0.0,0.05,0.0,0.07,0.0,0.0,0.33,0.12,0.15,0.0,0.33,0.0,0.0,0.8,0.0,0.14,0.6,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,1.03
mist_0,0.85,1.23,1.01,1.21,0.89,0.41,0.88,0.42,0.33,2.49,0.7,0.37,0.26,1.75,0.17,2.11,0.07,2.29,2.08,2.37,3.48,1.92,2.75,2.73,2.73,3.57,1.73,2.03,3.55,2.81,2.34,2.49,2.19,0.54,2.42,3.19,3.06,1.93,1.47,3.76,2.9,1.22,2.53,3.29,4.78,4.06,0.31,2.78,0.42,2.03,0.24,2.35,0.86,0.44,0.66,0.34,2.37,2.21,0.76,0.19,2.66,0.1,0.23,3.52,0.2,1.97,1.72,0.22,2.77,2.0,0.18,0.05,2.8,0.02,3.03,1.79,1.32,0.86,0.11,0.4,3.6,0.52,0.06,0.83,0.56,1.12,1.73,1.03,2.03,0.1,1.37,2.0,2.81,0.0,2.6,3.57,2.34,2.69,0.72,1.43,2.48,0.83,1.86,2.08,0.47,0.59,0.8,1.43,3.0,0.54,1.34,2.42,2.97,1.52,3.19,2.03,1.93,3.06,2.92,1.11,1.47,1.52,0.0,0.0,2.9,3.76,0.0,0.0,2.92,1.22,0.0,2.53,4.78,3.32,3.7,0.0,3.29,0.0,0.0,0.0,4.06,0.0,0.0,0.0,4.06,0.0,0.89,1.29,1.1
broken clouds_0,1.06,0.92,1.02,0.98,1.09,1.11,1.08,1.0,1.21,0.55,1.56,1.85,1.72,0.74,1.32,0.6,0.2,0.47,0.62,0.55,0.42,0.7,0.26,0.41,0.36,0.14,1.26,0.73,0.13,0.44,0.51,0.46,0.52,0.98,0.59,0.0,0.34,0.88,0.0,0.33,0.26,2.23,0.0,0.0,0.0,0.0,1.12,0.48,2.33,0.71,0.99,0.47,2.02,0.91,1.45,2.06,0.55,0.58,0.97,1.05,0.53,1.15,1.89,0.41,0.95,0.71,0.68,0.67,0.25,0.71,1.7,0.5,0.36,0.79,0.34,0.6,0.63,0.57,0.4,0.39,0.15,0.64,0.2,0.28,0.24,0.52,1.26,0.45,0.73,0.18,0.39,0.56,0.44,0.67,0.31,0.14,0.51,0.73,1.9,0.6,0.47,0.38,1.08,0.55,1.16,1.09,1.17,1.31,0.0,0.98,0.24,0.59,0.0,0.0,0.0,0.0,0.88,0.34,0.3,0.0,0.0,0.0,0.0,0.0,0.26,0.33,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.85,0.93
light rain_0,1.25,1.13,1.25,0.22,1.22,0.97,0.11,0.12,0.45,1.7,1.1,0.86,0.61,2.55,0.27,0.96,0.45,2.89,1.01,3.07,1.08,2.7,3.32,0.87,2.31,1.13,2.12,2.72,3.43,2.91,3.45,2.88,3.23,0.68,1.69,1.77,2.14,3.91,0.8,3.07,3.04,1.55,3.07,0.63,4.15,0.0,0.45,1.89,0.98,2.88,0.66,2.94,1.45,0.55,1.03,0.71,3.07,1.07,1.54,0.24,1.23,0.41,0.6,1.08,0.25,1.18,0.84,0.42,3.37,2.75,0.35,0.09,2.32,0.09,0.97,0.52,1.0,0.49,0.07,1.26,1.14,0.07,0.11,0.94,0.25,1.05,2.12,0.35,2.72,0.0,2.21,0.15,2.91,0.0,2.77,3.35,3.45,0.86,0.46,0.0,2.94,0.39,0.37,3.17,0.6,0.0,1.53,2.73,2.02,0.68,1.79,1.69,0.0,1.93,1.77,0.0,3.91,2.14,1.24,1.06,0.8,0.0,0.0,0.0,3.04,3.07,0.0,0.0,4.64,1.55,0.0,3.07,4.15,0.0,4.04,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.01
broken clouds_1,1.03,0.87,0.94,1.03,1.1,1.23,1.08,1.51,0.81,0.38,1.27,2.9,1.78,0.49,1.71,0.55,0.9,0.32,0.42,0.21,0.22,0.39,0.08,0.24,0.26,0.09,0.21,0.08,0.0,0.24,0.28,0.06,0.51,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.28,1.17,0.4,9.36,0.32,1.42,0.71,1.5,1.72,0.21,0.39,0.65,1.95,0.42,1.87,1.71,0.22,0.51,0.4,0.71,0.75,0.09,0.38,1.47,1.42,0.21,1.46,0.26,0.91,0.33,0.8,0.0,0.89,0.1,0.34,2.94,0.27,2.08,0.47,0.21,0.44,0.08,0.0,0.59,0.46,0.24,0.0,0.0,0.0,0.28,0.36,0.0,0.0,0.06,0.0,0.47,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,2.15,1.84,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.74,0.89
moderate rain_0,1.46,0.86,1.5,0.09,1.24,0.86,0.02,0.02,0.36,1.72,0.85,0.67,0.5,2.57,0.24,0.52,0.2,4.09,0.84,3.32,0.61,3.26,4.22,0.16,4.58,0.81,3.27,3.85,3.67,3.31,3.46,5.36,4.04,0.48,2.36,4.47,4.32,4.81,0.0,0.95,1.16,3.24,6.72,3.5,2.31,0.0,0.34,1.97,0.76,2.74,0.55,4.16,1.06,0.37,0.89,0.59,3.32,0.85,2.44,0.28,0.67,0.34,0.41,0.59,0.13,0.89,0.8,0.07,4.21,3.37,0.22,0.12,4.57,0.08,0.18,0.18,0.52,0.05,0.0,0.56,0.77,0.0,0.0,2.42,0.11,0.76,3.27,0.49,3.85,0.0,2.06,0.0,3.31,0.0,4.59,3.73,3.46,0.27,1.07,0.0,5.29,0.0,0.0,4.12,0.84,0.0,2.56,0.0,0.94,0.48,3.92,2.36,0.0,8.1,4.47,0.0,4.81,4.32,2.16,0.0,0.0,0.0,0.0,0.0,1.16,0.95,0.0,0.0,1.3,3.24,0.0,6.72,2.31,8.84,2.82,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.02,0.99
