,temp_6,temp_3,temp_5,temp_2,temp_4,temp_7,temp_1,temp_0,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,freezing rain,thunderstorm with drizzle,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,fog_1,haze_2,heavy snow_3,proximity thunderstorm with rain_0,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,heavy intensity rain_1,very heavy rain_0,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,snow_1,haze_8,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,light rain and snow_0,shower drizzle_0,haze_6,scattered clouds_4,heavy intensity drizzle_1,SQUALLS_0,mist_7,sleet_0,thunderstorm with drizzle_0,proximity thunderstorm with rain_1,thunderstorm with rain_1,few clouds_3,freezing rain_0,snow_2,drizzle_2,light intensity drizzle_1,proximity thunderstorm_3,proximity shower rain_1,heavy intensity rain_3,light rain_3,shower snow_0,sky is clear_1,traffic_volume_2,traffic_volume_0,traffic_volume_1
drizzle,1.22,1.33,1.41,0.28,1.47,0.59,0,0,0.68,1.97,1.28,1.04,0.86,2.13,0.31,0.98,0.0,2.28,1.33,2.16,0.87,1.39,2.3,0.5,2.02,1.26,1.13,1.16,1.43,0.92,1.03,1.01,0.87,0.26,0.0,0.61,0.9,0.6,0,0.29,0.76,0,1.07,0,0.0,0,0.66,2.03,1.02,2.19,0.55,2.29,1.23,0.58,0.79,0.96,2.16,1.29,1.02,0.3,1.05,0.43,0.38,0.88,0.33,0.95,0.7,0.14,2.25,1.39,0.2,0.0,2.01,0,0.52,0.3,0.6,0.0,0,0.0,1.23,0,0,0.0,0,0.0,1.13,0.0,1.16,0,0.59,0.0,0.92,0,1.27,1.44,1.03,0.28,0.0,0,1.01,0,0,0.76,0.0,0,0.0,0,0.21,0.26,0.26,0.0,0,0.0,0.61,0,0.6,0.9,0.58,0,0,0.0,0,0,0.76,0.29,0,0,0.24,0,0,1.07,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.75,1.81,2.1
heavy snow,0,1.49,0,1.73,0.79,0,1.34,0.89,0.57,1.88,1.77,1.02,0.54,1.43,0.43,0.93,0,1.09,1.52,1.24,1.55,0.52,1.07,2.44,0.0,1.83,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.99,0,0,0.72,0,0.0,0.56,1.92,0.84,1.51,0.92,1.1,1.53,1.23,1.12,0.49,1.24,1.54,0.41,0.21,0.84,0.1,0.42,1.56,0.58,0.88,0.38,0.0,1.22,0.53,0.49,0.0,0.0,0,2.32,1.11,0.22,0,0.14,0,1.83,0,0,0,0,0.76,0,0,0,0,0,1.66,0,0,0.0,0.0,0,0.65,0.0,1.17,0.0,0.0,1.38,0,0,0,0,0.97,0,0,0,0,0,0,0,0.89,0.0,0,0.65,0,0.0,0,0,0.55,0.99,0,0,0.0,0,0,0,0,0,0,0,0,0.72,0.0,0,0,0,0,0,0,0.0,0,1.6,1.68,1.91
heavy intensity rain,1.85,0.5,1.43,0.0,0.98,1.87,0.26,0,1.34,1.68,1.52,1.53,1.37,2.18,0.92,0.31,0.47,2.09,1.26,1.86,0.63,2.32,1.43,0,2.22,0.38,1.5,1.9,0.88,1.33,1.43,1.28,0.8,0.33,1.08,1.2,1.24,0.0,0,0,0,0.23,0.0,0,0.81,0,1.34,1.71,1.51,2.21,0.9,2.07,1.49,0.57,1.0,1.38,1.86,1.21,1.19,0.93,0.36,0.57,0.91,0.63,0,1.07,0.58,0.0,1.38,2.23,0.48,0.24,2.12,0.0,0,0.0,0.2,0,0,0.0,0.25,0,0,0.85,0.0,0.91,1.5,0.0,1.9,0,2.07,0,1.33,0,0.78,0.9,1.43,0.0,0,0,1.27,0.0,0,0.76,0.0,0,0.66,0,0.0,0.33,1.18,1.08,0,0.9,1.2,0,0.0,1.24,0.52,0,0,0.0,0,0,0,0,0,0,0.0,0.23,0,0.0,0.81,0.38,0.5,0,0,0,0,0.0,0.0,0,0,0,0,0,1.67,1.79,1.95
snow,0,1.85,0.0,1.82,1.93,0,1.32,0.79,1.01,2.16,2.36,1.53,0.85,1.85,0.0,2.29,0,1.76,1.54,1.52,2.04,1.11,1.14,2.15,1.24,2.64,0.52,0,0.22,0,0,0,0.0,0,0.0,0,0.0,0,0.42,2.05,1.36,0,0.47,0.0,0,0.0,1.0,2.24,1.34,1.87,1.11,1.78,2.11,1.44,1.58,0.74,1.52,1.63,0.66,0.0,2.2,0.0,0.47,2.03,0.29,0.81,0.37,0.0,1.15,1.06,0,0,1.25,0,2.18,1.84,0.0,0.94,0.0,0,2.6,0.22,0.0,0,0,0.4,0.53,0.0,0,0,0.0,3.5,0,0,0.29,0.22,0,0.95,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,1.28,0,0.42,0,0,0.0,1.36,2.05,0,0,0,0,0,0.47,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,2.01,1.67,2.17
proximity shower rain,2.2,1.01,1.48,0.3,1.11,1.79,0,0,1.67,1.57,1.44,1.96,1.54,2.55,0.67,0.85,0,2.39,1.73,2.32,0.57,2.3,1.31,0,1.42,0.84,2.68,2.25,1.26,1.11,1.22,1.59,0.93,0,0,1.25,0.0,1.92,0,0,0,0.0,0,0,0,0,1.65,1.62,2.0,2.51,1.31,2.42,1.57,0.0,0.74,1.6,2.32,1.63,1.69,1.14,0.74,0.76,0.55,0.58,0.0,0.0,0.0,0.0,1.22,2.32,0.25,0,1.49,0,0,1.44,0,0.0,0,0,0.84,0,0,0,0,0.66,2.68,0,2.25,0,0.0,0,1.11,0,0.89,1.26,1.22,0,0,0,1.59,0,0,0.93,0.0,0,0.0,0,0,0,0.0,0,0,0,1.25,0,1.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,1.39,1.78
thunderstorm,2.25,0.38,1.59,0,0.55,2.13,0,0,2.4,1.49,1.71,2.16,2.12,2.31,1.35,0,0.93,2.14,1.02,1.84,0.8,2.45,0.96,0,1.97,0,1.76,2.43,0.38,1.06,1.93,1.62,0.92,0,1.37,1.62,1.4,0,0,0,0,0,0.0,0,0,0,2.39,1.5,2.01,2.23,2.01,2.13,1.84,0.0,0.94,1.99,1.84,1.04,1.5,0.97,0,0.0,1.87,0.8,0,0.5,0.62,0,1.02,2.35,1.03,0.78,1.87,0.0,0,0,0,0,0,0.0,0,0,0,0.81,0,0.0,1.76,0,2.43,0,2.11,0,1.06,0,0.0,0.38,1.93,0,0,0,1.62,0,0,0.93,0,0,1.0,0,0,0,0.0,1.37,0,0,1.62,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,2.05,2.44
heavy intensity drizzle,1.83,1.19,2.04,0.0,2.09,0.56,0,0,0,2.82,1.98,1.07,1.02,2.87,0,0.94,0,3.37,1.5,2.96,0.7,2.5,3.27,0.0,3.83,0.0,2.01,0.0,2.98,0.0,0,1.35,0,0,0.0,1.5,3.64,0,0,0,0,0,0,0,0.0,0,0,2.86,0.94,3.05,0.0,3.4,1.45,0,0.0,1.03,2.96,1.61,0.46,0,1.0,0.0,0.0,0.7,0,2.12,0.88,0,3.31,2.54,0,0,3.86,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.75,2.02,0,0.0,0,0,0,0.0,0,1.42,3.1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1.5,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.53,2.59
thunderstorm with heavy rain,2.45,0.54,1.53,0,0.87,3.96,0,0,2.31,2.27,2.32,3.1,4.25,2.61,1.62,0.61,1.34,2.32,0.0,1.89,0.7,3.77,1.05,0,3.22,0.0,1.65,2.87,0.82,2.41,1.63,2.65,1.42,0,1.59,1.63,0.0,0,0,0,0,1.04,0,0,0.0,0,2.27,2.28,2.91,2.78,0.0,2.37,1.95,0.0,0.0,3.42,1.89,0.0,0.43,0.0,0.65,0.0,0.0,0.77,0,1.45,0.0,0,1.05,3.77,1.11,0,3.24,0,0,0,0,0,0,0,0.0,0,0,0.61,0,0.0,1.65,0,2.87,0,0.0,0,2.41,0,0,0.83,1.63,0.0,0,0,2.66,0,0,1.43,0,0,0,0,0,0,0.0,1.59,0,0,1.63,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,2.41,3.15
thunderstorm with light rain,2.6,0.48,1.75,0.0,1.06,2.6,0,0,2.08,1.99,2.04,2.7,3.41,2.54,1.9,0.0,1.18,2.33,1.66,1.87,0,3.2,1.58,0,2.27,0,1.93,1.95,0.0,2.76,2.06,1.85,2.66,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,2.24,1.97,2.8,2.82,1.46,2.35,2.26,0.0,0.0,3.31,1.87,1.34,1.04,2.18,0,0.71,0.0,0,0,0.73,0.53,0.0,1.59,3.21,0.74,0,2.34,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.93,0,1.95,0,0.0,0,2.76,0,0,0.0,2.06,0,0,0,1.85,0,0,2.67,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.36,3.14
proximity thunderstorm with rain,2.85,0.8,2.17,0,1.09,1.29,0,0,2.53,2.34,1.94,2.1,1.84,3.48,0,0,0.0,2.68,1.85,2.44,0.0,3.22,1.86,0,3.05,0,1.84,2.15,1.48,1.45,4.62,2.21,1.48,0,0,0.0,1.69,0,0,0,0,0,0,0,0,0,2.5,2.36,2.08,3.48,1.12,2.7,1.76,0.0,0.82,2.48,2.44,1.89,3.12,0,0,0.0,0,0.0,0,0.75,0.75,0,1.88,3.1,0,0,3.07,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,1.85,0,2.15,0,0.0,0,1.45,0,0,1.49,4.62,0,0,0,2.22,0,0,1.49,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.71,2.79
thunderstorm with rain,2.72,0,1.95,0,0.74,2.81,0,0,2.23,2.63,2.11,2.97,2.99,2.71,0.0,0,0.82,2.83,1.37,2.13,1.15,3.53,1.19,0,3.91,0.0,1.66,2.93,0,3.8,1.19,1.72,2.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2.24,2.64,2.86,2.92,2.18,2.85,2.11,0,0.0,3.27,2.13,1.4,1.62,0,0,0,0,1.16,0,0.0,0.0,0,1.2,3.43,0.0,0,3.93,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1.66,0,2.93,0,1.08,0,3.8,0,0,0,1.19,0,0,0,1.73,0,0,2.01,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,2.68,3.32
smoke,3.53,0,2.56,0,1.38,2.63,0,0,1.39,3.41,0.0,2.34,0.0,4.64,0.0,0,0,4.49,3.74,4.15,0.0,0,0.0,0,4.46,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3.53,0.81,4.84,0.0,4.53,0,0,0.0,0.0,4.15,3.74,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,2.56,3.04
very heavy rain,3.1,0,0.77,0.0,0,4.88,1.49,0,3.61,2.41,2.92,2.11,2.45,2.46,0.0,0.97,2.11,2.12,0,2.05,0,3.77,0,0,3.99,0.0,0,2.88,0,3.27,0.0,0.0,0.0,0,2.36,0.0,0.0,0,0,0,0,0.0,0,0,0,0,3.15,2.56,1.39,2.72,0.0,2.14,0.0,0,0.0,2.18,2.05,0,1.48,0.0,1.04,0.0,1.28,0,0,0.0,0,0.0,0,3.82,0.0,0,4.02,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,2.88,0,0.0,0,3.27,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2.36,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,2.09,3.18
thunderstorm with light drizzle,2.8,1.17,2.81,0,0.0,1.99,0,0,0.0,2.99,0.0,0.0,0.0,3.63,0,0.0,0.0,3.93,0.0,3.17,1.86,4.51,2.76,0,4.56,0,0.0,4.69,3.82,3.1,0.0,0.0,0,0,0.0,3.25,2.67,0,0,0,0,0,0,0,0,0,0.0,3.09,0,3.78,0.0,3.97,0.0,0,0.0,0.0,3.17,0.0,0.0,0,0.0,0,0.0,1.88,0,0,0,0,2.78,4.32,0,0,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.69,0,0.0,0,3.1,0,0,3.84,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,3.25,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.78,3.23
proximity thunderstorm with drizzle,2.56,0,2.74,0,2.27,0.0,0,0,0.0,3.09,0.0,0.0,0.0,4.79,0,0,0,4.37,0.0,2.93,0.0,3.74,4.15,0,3.73,0,0,2.93,2.05,0,0.0,2.56,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,3.2,0.0,5.34,0,4.41,0.0,0,0,0.0,2.93,0.0,1.51,0,0,0.0,0,0.0,0,0.0,0,0,4.18,3.45,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,0,0.0,0,0,0,0,2.06,0.0,0,0,0,2.57,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,3.69,3.26
light intensity shower rain,3.02,0.0,2.6,0,1.3,2.85,0,0,2.65,0.76,2.84,4.62,2.38,3.99,0,0,0,3.61,0.0,3.07,0,0,2.23,0,0.0,0,1.45,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,2.62,0.79,4.93,3.42,0,3.64,3.16,0,0.0,3.2,3.07,0.0,2.65,0,0,0,1.53,0,0,0,0,0,2.25,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.46,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,2.78,3.3
light shower snow,0,2.15,0,2.29,0,0,2.87,0,2.18,1.71,0.0,0,0.0,2.31,0.0,4.19,0,0,2.77,0.0,0,2.26,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,2.15,1.77,0,2.41,0,0,0.0,0,0,0.0,0.0,2.83,0,0,2.99,0,0,0,0,0,0,0,0,2.29,0.0,0,0,0,0,3.86,0,0.0,0,0,3.97,0.0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0.0,2.72
shower drizzle,0,3.34,0,3.17,0,0,2.03,0,0,4.02,0.0,0,0,3.59,0,4.11,0,5.78,0,5.98,3.04,5.1,3.85,0,0,3.94,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0.0,0.0,0,0,0,4.16,0,3.74,0,5.83,0.0,0,0,0,5.98,0,0.0,0,4.37,0,0,3.06,0,0,0,0,3.88,5.17,0,0,0,0,0,2.48,0,0,0,0,3.95,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,4.46,2.12,3.49
light rain and snow,0,3.93,0,0,0.0,0,0,0,0,3.54,0.0,0.0,0,3.92,0,2.52,0,5.48,0,0.0,1.87,0,4.5,1.93,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,3.66,0,4.09,0.0,5.54,0.0,0,0,0,0.0,0,0,0,2.68,0,0,1.88,0,0,0,0,4.54,0,0,0,0,0,2.0,0,0.0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,2.4,2.98
SQUALLS,3.66,0.0,2.38,0,0.0,0.0,0,0,2.3,2.85,0.0,4.05,0.0,3.38,0.0,0,0.0,3.59,0,4.57,0,5.15,0,0,6.54,0,0.0,0,0,3.59,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.85,3.33,2.66,4.33,0.0,3.62,0.0,0,0,0.0,4.58,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,5.22,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,2.64,4.92
sleet,0,4.31,0,0,0,0,0,0,0,3.32,0.0,0,0,3.94,0,0.0,0,3.71,0,5.34,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3.44,0,4.11,0,3.74,0.0,0,0,0,5.34,0,3.31,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0.0,2.66
freezing rain,0,3.45,0,3.51,0,0,0,0,0,4.66,0,0,0,0.0,0,3.89,0,3.94,0.0,0.0,4.15,0,0,4.29,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0.0,0,3.98,0,0,0,0,0.0,0.0,0,0,4.13,0,0,4.18,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,4.59,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18,0.0,2.68
thunderstorm with drizzle,3.42,0.0,0,0,3.54,0.0,0,0,0,4.66,0.0,0.0,0,0.0,0,0,0,3.94,0,0,0.0,0.0,0.0,0,4.39,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0.0,0.0,0.0,3.98,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.27,0.0
shower snow,0,0.0,0,5.09,0,0,0,0,0.0,5.12,5.19,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.3,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,0.0,0
sky is clear_0,0.89,0.66,0.85,0.66,0.76,0.81,0.63,0.6,1.23,0.5,0.55,0.76,0.92,0.54,0.79,0.39,0.71,0.33,0.54,0.32,0.33,0.34,0.19,0.19,0.27,0.13,0.2,0.19,0.08,0.2,0.15,0.09,0.19,0.15,0.18,0.07,0.0,0.06,0.07,0,0,0.18,0,0,0.0,0.0,1.28,0.46,0.75,0.49,0.42,0.33,0.52,0.29,0.31,0.81,0.32,0.53,0.38,0.58,0.33,0.51,0.58,0.33,0.19,0.37,0.28,0.23,0.2,0.34,0.73,0.36,0.27,0.27,0.14,0.27,0.17,0.26,0.13,0.17,0.14,0.29,0.06,0.09,0.09,0.27,0.2,0.05,0.19,0.03,0.16,0.19,0.2,0.0,0.04,0.05,0.15,0.13,0.2,0.1,0.09,0.06,0.12,0.2,0.19,0.06,0.11,0.06,0.14,0.15,0.0,0.18,0.08,0.0,0.07,0,0.06,0.0,0.0,0.0,0.07,0.04,0,0.0,0,0,0.0,0.0,0.0,0.18,0.1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.03,0.99,1.16
mist_0,0.95,0.99,0.97,0.92,0.84,0.61,0.7,0.43,0.83,1.58,0.98,0.74,0.6,1.41,0.37,1.04,0.17,1.43,1.11,1.33,1.23,1.14,1.22,0.86,1.33,1.13,0.71,0.98,0.88,0.81,0.8,0.7,0.55,0.11,0.53,0.66,0.68,0.0,0.33,0.43,0.5,0.18,0.41,0.4,0.64,0.13,0.82,1.6,0.72,1.45,0.4,1.44,0.93,0.42,0.65,0.59,1.33,1.13,0.63,0.31,1.09,0.2,0.38,1.23,0.21,0.92,0.79,0.29,1.21,1.15,0.33,0.08,1.34,0.05,0.88,0.73,0.51,0.4,0.1,0.26,1.13,0.22,0.07,0.38,0.21,0.38,0.71,0.3,0.98,0.06,0.55,0.5,0.81,0,0.51,0.88,0.8,0.43,0.18,0.25,0.7,0.14,0.34,0.53,0.13,0.13,0.24,0.23,0.3,0.11,0.41,0.53,0.41,0.29,0.66,0.22,0.0,0.68,0.36,0.12,0.33,0.0,0,0.0,0.5,0.43,0.0,0,0.22,0.18,0.0,0.41,0.64,0.19,0.31,0,0.4,0.0,0.0,0,0.0,0,0,0,0.13,0,1.19,1.49,1.58
broken clouds_0,1.11,0.92,1.07,0.9,0.96,0.89,0.84,0.67,1.32,1.05,1.27,1.43,1.33,1.0,0.95,0.64,0.3,0.72,0.76,0.77,0.71,0.62,0.48,0.44,0.5,0.24,0.57,0.47,0.23,0.34,0.33,0.39,0.28,0.29,0.3,0,0.25,0.19,0,0.0,0.0,0.27,0,0,0.0,0,1.31,0.95,1.46,0.96,0.71,0.72,1.23,0.53,0.79,1.25,0.77,0.73,0.71,0.67,0.6,0.64,0.89,0.7,0.55,0.73,0.6,0.37,0.46,0.63,0.87,0.27,0.52,0.48,0.41,0.41,0.46,0.32,0.2,0.24,0.25,0.26,0.11,0.22,0.16,0.33,0.57,0.31,0.47,0.12,0.17,0.31,0.34,0.0,0.25,0.24,0.33,0.39,0.5,0.22,0.4,0.0,0.3,0.28,0.35,0.0,0.23,0.29,0.0,0.29,0.08,0.3,0,0.0,0,0,0.19,0.25,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0,0.27,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,1.21,1.39
light rain_0,1.19,1.01,1.14,0.51,1.04,0.93,0.32,0.35,0.94,1.46,1.25,1.18,0.93,1.71,0.5,0.84,0.47,1.67,0.98,1.51,0.83,1.27,1.42,0.54,1.27,0.74,0.71,1.03,0.96,0.86,0.87,0.76,0.8,0.23,0.44,0.53,0.47,0.56,0.19,0.44,0.42,0.19,0.64,0.17,0.0,0,0.96,1.48,1.14,1.75,0.75,1.68,1.22,0.5,0.82,0.85,1.51,1.0,0.83,0.37,0.87,0.47,0.62,0.82,0.28,0.73,0.55,0.37,1.41,1.26,0.48,0.12,1.27,0.14,0.56,0.45,0.56,0.46,0.0,0.7,0.74,0.11,0.12,0.35,0.2,0.56,0.72,0.21,1.03,0,0.6,0.11,0.86,0,0.63,0.95,0.87,0.32,0.15,0,0.77,0.11,0.15,0.77,0.0,0,0.25,0.0,0.49,0.23,0.29,0.44,0,0.38,0.53,0,0.56,0.47,0.31,0.0,0.19,0,0,0,0.42,0.44,0,0,0.36,0.19,0,0.64,0.0,0.0,0.45,0,0.17,0,0.0,0.0,0,0.0,0,0,0,0,1.42,1.36,1.59
